G,budget,policy,transmission_rate,transmission_known,compliance_rate,compliance_known,snitch_rate,from_cache,epsilon,agent,trial_id,infection_count,infections_step
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,Degree_total_noisy,1,36145,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 474, 562, 709, 920, 1223, 1636, 2228, 2703, 3204, 3627, 3685, 3538, 3183, 2513, 1873, 1314, 885, 601, 309, 199, 94, 40, 5, 4, 4, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,Degree_total_noisy,9,36200,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 463, 592, 779, 985, 1281, 1626, 2142, 2700, 3159, 3534, 3710, 3611, 3074, 2540, 1939, 1327, 869, 521, 358, 200, 117, 36, 22, 1, 4, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,DegGreedy_private,2,36160,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 484, 624, 734, 1007, 1325, 1855, 2401, 2852, 3383, 3746, 3826, 3550, 3039, 2341, 1651, 1130, 753, 433, 235, 113, 43, 16, 2, 2, 4, 0, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,DegGreedy_private,5,36145,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 481, 561, 790, 1116, 1526, 1981, 2608, 3158, 3695, 3891, 3835, 3417, 2833, 2032, 1436, 984, 595, 311, 185, 73, 22, 2, 3, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,DegGreedy_private,1,36412,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 469, 576, 714, 973, 1309, 1719, 2273, 2816, 3464, 3862, 3998, 3609, 3104, 2327, 1701, 1152, 804, 459, 281, 126, 50, 10, 6, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,DegGreedy_private,6,36161,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 461, 599, 700, 958, 1289, 1720, 2197, 2783, 3233, 3606, 3665, 3510, 3073, 2441, 1897, 1281, 917, 538, 352, 186, 94, 34, 11, 5, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,DegGreedy_private,4,36073,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 482, 588, 720, 972, 1342, 1784, 2292, 2871, 3306, 3637, 3751, 3519, 3016, 2420, 1821, 1274, 779, 461, 230, 114, 57, 13, 10, 4, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,DegGreedy_private,7,35888,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 472, 569, 743, 907, 1255, 1670, 2173, 2643, 3307, 3717, 3841, 3613, 3163, 2485, 1763, 1219, 769, 470, 283, 128, 54, 17, 6, 5, 4, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,DegGreedy_private,0,35835,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 475, 516, 654, 857, 1147, 1527, 1943, 2479, 2992, 3402, 3636, 3591, 3313, 2727, 2141, 1433, 975, 624, 361, 223, 118, 49, 21, 10, 4, 3, 1, 3, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,Degree_total_noisy,1,35992,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 498, 556, 660, 927, 1199, 1626, 2065, 2634, 3154, 3721, 3864, 3711, 3236, 2582, 1854, 1261, 796, 504, 271, 155, 65, 28, 12, 3, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,DegGreedy_private,8,36088,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 486, 552, 732, 955, 1249, 1671, 2083, 2707, 3190, 3668, 3716, 3598, 3132, 2568, 1858, 1371, 847, 538, 290, 167, 70, 20, 10, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,Degree_total_noisy,0,35923,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 458, 573, 745, 1010, 1386, 1778, 2261, 2781, 3278, 3569, 3718, 3506, 3019, 2421, 1750, 1208, 779, 529, 261, 167, 71, 29, 12, 4, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.1,DegGreedy_private,9,36272,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 510, 574, 716, 950, 1242, 1702, 2218, 2783, 3175, 3486, 3588, 3550, 3122, 2592, 1908, 1394, 928, 586, 336, 179, 87, 27, 5, 4, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,Degree_total_noisy,2,36241,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 500, 551, 751, 959, 1303, 1664, 2282, 2818, 3311, 3664, 3834, 3565, 3058, 2422, 1820, 1255, 805, 530, 287, 157, 60, 23, 6, 4, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,Degree_total_noisy,6,36709,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 459, 576, 724, 981, 1248, 1624, 2152, 2667, 3236, 3558, 3757, 3820, 3254, 2609, 1898, 1346, 919, 610, 333, 192, 73, 38, 19, 6, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,Degree_total_noisy,5,36061,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 456, 549, 728, 953, 1257, 1671, 2217, 2801, 3266, 3732, 3827, 3486, 2984, 2438, 1809, 1277, 845, 522, 301, 192, 91, 26, 12, 7, 3, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,Degree_total_noisy,3,36010,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 459, 499, 694, 913, 1269, 1668, 2166, 2757, 3367, 3734, 3863, 3621, 3031, 2511, 1776, 1224, 798, 501, 304, 147, 65, 24, 5, 4, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,Degree_total_noisy,4,36410,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 480, 602, 742, 1014, 1344, 1771, 2347, 2894, 3500, 3807, 3822, 3615, 3034, 2357, 1660, 1145, 708, 459, 250, 135, 63, 29, 6, 3, 2, 2, 2, 1, 1, 5, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,Degree_total_noisy,8,36550,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 504, 606, 734, 952, 1240, 1623, 2128, 2755, 3222, 3686, 3779, 3630, 3151, 2603, 1904, 1375, 861, 561, 336, 169, 78, 35, 7, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,DegGreedy_private,0,36179,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 503, 598, 763, 1039, 1385, 1852, 2421, 2944, 3484, 3822, 3776, 3456, 2973, 2321, 1580, 1123, 691, 403, 249, 131, 39, 12, 4, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,Degree_total_noisy,9,36177,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 467, 577, 700, 910, 1161, 1520, 1962, 2391, 2970, 3460, 3697, 3623, 3293, 2750, 2180, 1577, 972, 643, 385, 199, 81, 38, 10, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,DegGreedy_private,1,36180,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 488, 604, 782, 1055, 1463, 1885, 2417, 3061, 3521, 3726, 3771, 3473, 2888, 2284, 1598, 1061, 672, 412, 242, 101, 40, 16, 6, 3, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,DegGreedy_private,4,36221,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 482, 562, 747, 963, 1331, 1710, 2194, 2754, 3249, 3719, 3775, 3571, 3121, 2466, 1843, 1233, 828, 501, 294, 152, 71, 27, 8, 5, 4, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,Degree_total_noisy,7,36511,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 490, 557, 747, 995, 1354, 1745, 2314, 2920, 3566, 3860, 3875, 3601, 3053, 2335, 1773, 1152, 731, 398, 230, 126, 53, 19, 5, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,DegGreedy_private,2,35694,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 472, 540, 702, 861, 1132, 1551, 2000, 2613, 3079, 3379, 3628, 3536, 3159, 2620, 1989, 1428, 989, 625, 384, 214, 117, 43, 16, 6, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,DegGreedy_private,7,36241,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 498, 558, 741, 979, 1287, 1697, 2255, 2681, 3283, 3643, 3763, 3542, 3092, 2502, 1896, 1277, 875, 477, 310, 150, 88, 30, 6, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,DegGreedy_private,3,35997,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 494, 627, 770, 1010, 1283, 1644, 2126, 2739, 3191, 3473, 3739, 3439, 3048, 2561, 1870, 1367, 840, 540, 308, 169, 88, 37, 15, 5, 4, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,DegGreedy_private,8,36358,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 462, 546, 722, 863, 1205, 1529, 2018, 2497, 3038, 3441, 3704, 3725, 3287, 2635, 2072, 1499, 1055, 646, 353, 243, 110, 63, 19, 13, 3, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,DegGreedy_private,5,36251,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 450, 565, 747, 1005, 1426, 1892, 2536, 3143, 3660, 3828, 3767, 3492, 2877, 2210, 1559, 1088, 640, 384, 200, 111, 35, 16, 8, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,DegGreedy_private,9,36451,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 439, 539, 669, 893, 1258, 1634, 2167, 2759, 3295, 3727, 3918, 3827, 3228, 2533, 1830, 1218, 819, 497, 331, 173, 61, 17, 7, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.2,DegGreedy_private,6,35964,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 464, 593, 774, 1001, 1336, 1651, 2233, 2739, 3280, 3624, 3649, 3441, 3039, 2416, 1791, 1272, 801, 534, 342, 191, 98, 52, 20, 8, 4, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,Degree_total_noisy,1,36029,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 473, 548, 698, 927, 1239, 1628, 2075, 2660, 3110, 3645, 3715, 3604, 3226, 2471, 1908, 1394, 879, 584, 333, 181, 68, 35, 10, 5, 1, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,Degree_total_noisy,0,36266,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 465, 591, 722, 1087, 1403, 1830, 2395, 2974, 3472, 3841, 3945, 3599, 2953, 2333, 1646, 1035, 654, 369, 200, 96, 38, 6, 0, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,Degree_total_noisy,2,35845,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 516, 568, 755, 888, 1254, 1629, 2138, 2640, 3214, 3543, 3630, 3501, 3106, 2643, 1869, 1299, 863, 547, 326, 166, 74, 42, 14, 5, 5, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,Degree_total_noisy,4,35951,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 500, 582, 751, 1023, 1386, 1919, 2421, 3028, 3569, 3725, 3775, 3421, 2857, 2230, 1580, 1064, 665, 409, 240, 116, 48, 21, 8, 3, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,Degree_total_noisy,8,36311,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 448, 539, 699, 938, 1285, 1698, 2163, 2798, 3345, 3710, 3843, 3659, 3072, 2536, 1860, 1277, 810, 492, 280, 144, 65, 23, 12, 3, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,DegGreedy_private,2,36503,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 462, 527, 710, 965, 1323, 1772, 2325, 2902, 3407, 3704, 3851, 3717, 3068, 2414, 1735, 1194, 805, 481, 298, 137, 68, 23, 5, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,DegGreedy_private,0,36234,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 483, 580, 725, 989, 1221, 1681, 2229, 2752, 3375, 3761, 3876, 3656, 3148, 2511, 1785, 1209, 734, 470, 232, 121, 47, 19, 8, 11, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,Degree_total_noisy,9,36166,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 465, 566, 730, 937, 1218, 1589, 2133, 2570, 3126, 3679, 3830, 3704, 3200, 2512, 1892, 1289, 908, 544, 322, 193, 90, 37, 8, 11, 1, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,Degree_total_noisy,7,36086,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 509, 584, 772, 1011, 1375, 1808, 2396, 2842, 3469, 3820, 3806, 3459, 2989, 2301, 1647, 1092, 701, 418, 262, 125, 49, 23, 12, 3, 3, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,Degree_total_noisy,5,36132,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 476, 580, 746, 946, 1246, 1551, 2019, 2452, 2989, 3428, 3702, 3675, 3336, 2614, 2007, 1478, 916, 627, 343, 215, 111, 51, 13, 0, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,Degree_total_noisy,3,36300,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 448, 543, 656, 876, 1168, 1630, 2174, 2679, 3250, 3715, 3925, 3736, 3232, 2496, 1844, 1298, 889, 541, 311, 160, 72, 29, 7, 4, 2, 2, 1, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,DegGreedy_private,3,35976,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 490, 565, 733, 936, 1330, 1656, 2149, 2672, 3090, 3557, 3680, 3522, 3094, 2542, 1893, 1300, 867, 597, 353, 183, 98, 42, 11, 5, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,DegGreedy_private,1,36092,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 499, 535, 675, 897, 1185, 1565, 2047, 2620, 3109, 3610, 3824, 3668, 3243, 2630, 1926, 1351, 872, 557, 332, 195, 85, 42, 9, 6, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,DegGreedy_private,5,35598,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 461, 588, 730, 1016, 1318, 1778, 2209, 2744, 3213, 3553, 3667, 3430, 3027, 2314, 1753, 1274, 789, 509, 298, 167, 79, 37, 21, 8, 3, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,DegGreedy_private,6,35935,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 463, 543, 751, 989, 1396, 1654, 2301, 2770, 3277, 3677, 3811, 3603, 3008, 2402, 1727, 1197, 789, 461, 257, 146, 73, 23, 4, 1, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,DegGreedy_private,8,36225,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 490, 619, 772, 962, 1298, 1702, 2210, 2723, 3274, 3646, 3705, 3533, 3201, 2530, 1816, 1278, 799, 509, 277, 161, 67, 24, 10, 7, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,Degree_total_noisy,0,36611,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 494, 587, 807, 1033, 1352, 1801, 2372, 2984, 3555, 3784, 3834, 3592, 3011, 2332, 1711, 1102, 719, 426, 264, 134, 69, 21, 10, 5, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,DegGreedy_private,4,35811,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 449, 590, 692, 926, 1247, 1686, 2180, 2684, 3143, 3513, 3565, 3599, 3151, 2496, 1890, 1316, 891, 535, 359, 151, 83, 28, 12, 5, 3, 4, 1, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,DegGreedy_private,7,36133,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 490, 582, 722, 933, 1262, 1646, 2123, 2622, 3145, 3524, 3622, 3608, 3158, 2591, 1940, 1381, 912, 595, 347, 172, 86, 34, 17, 7, 3, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,DegGreedy_private,9,36326,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 467, 610, 790, 1087, 1389, 1805, 2262, 2772, 3290, 3702, 3823, 3537, 3047, 2420, 1748, 1220, 813, 472, 258, 128, 47, 22, 5, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.3,Degree_total_noisy,6,35840,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 494, 596, 791, 1058, 1465, 1977, 2458, 3053, 3448, 3746, 3653, 3358, 2885, 2263, 1512, 1001, 640, 422, 212, 122, 40, 11, 12, 6, 4, 0, 1, 0, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,Degree_total_noisy,3,35918,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 473, 583, 753, 1054, 1408, 1958, 2451, 3092, 3529, 3651, 3779, 3366, 2781, 2193, 1491, 1110, 705, 444, 244, 163, 52, 18, 9, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,Degree_total_noisy,2,36659,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 458, 568, 671, 910, 1202, 1542, 2139, 2652, 3203, 3619, 3791, 3615, 3234, 2689, 1997, 1435, 972, 613, 375, 202, 99, 47, 7, 8, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,Degree_total_noisy,1,35958,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 477, 581, 768, 1026, 1386, 1807, 2337, 3001, 3404, 3726, 3673, 3336, 2933, 2305, 1711, 1203, 768, 446, 251, 143, 47, 12, 7, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,Degree_total_noisy,7,36196,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 473, 588, 732, 976, 1316, 1749, 2237, 2754, 3167, 3515, 3587, 3564, 3142, 2610, 1883, 1341, 849, 534, 291, 162, 80, 24, 9, 1, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,Degree_total_noisy,6,35889,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 489, 565, 721, 953, 1161, 1537, 1899, 2375, 2915, 3342, 3648, 3579, 3349, 2746, 2093, 1479, 980, 651, 383, 243, 111, 45, 13, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,Degree_total_noisy,8,36201,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 496, 573, 753, 1067, 1385, 1878, 2489, 3149, 3613, 3879, 3857, 3539, 2824, 2178, 1480, 1014, 621, 405, 225, 104, 41, 14, 5, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,Degree_total_noisy,4,36034,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 498, 595, 735, 947, 1235, 1623, 2106, 2705, 3202, 3721, 3601, 3531, 3090, 2471, 1890, 1395, 918, 545, 309, 185, 74, 37, 9, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,Degree_total_noisy,5,36082,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 457, 529, 652, 911, 1274, 1646, 2191, 2757, 3357, 3717, 3863, 3614, 3144, 2415, 1829, 1269, 781, 488, 298, 157, 77, 20, 14, 4, 7, 0, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,DegGreedy_private,1,36247,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 490, 534, 725, 909, 1248, 1692, 2208, 2744, 3286, 3739, 3874, 3688, 3211, 2495, 1780, 1225, 793, 460, 302, 142, 61, 23, 8, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,DegGreedy_private,0,36056,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 454, 600, 783, 1021, 1364, 1767, 2257, 2807, 3308, 3654, 3688, 3432, 2988, 2448, 1750, 1275, 774, 492, 284, 158, 86, 36, 16, 3, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,DegGreedy_private,3,36394,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 468, 566, 773, 1007, 1375, 1734, 2329, 2819, 3235, 3663, 3790, 3586, 3100, 2413, 1833, 1208, 826, 498, 306, 150, 64, 29, 9, 3, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,Degree_total_noisy,9,36124,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 492, 572, 772, 1021, 1359, 1765, 2226, 2770, 3307, 3696, 3803, 3560, 3033, 2409, 1725, 1256, 786, 465, 271, 139, 68, 17, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,DegGreedy_private,7,36054,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 468, 549, 726, 916, 1168, 1560, 1976, 2587, 3152, 3478, 3621, 3550, 3189, 2637, 2050, 1463, 975, 589, 355, 231, 121, 53, 17, 7, 3, 1, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,DegGreedy_private,4,35895,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 486, 547, 706, 973, 1298, 1694, 2158, 2684, 3285, 3662, 3693, 3371, 3071, 2524, 1815, 1342, 846, 539, 321, 134, 85, 25, 17, 3, 3, 1, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,DegGreedy_private,5,36150,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 501, 562, 731, 962, 1300, 1712, 2189, 2839, 3358, 3820, 3764, 3535, 2961, 2375, 1780, 1218, 797, 510, 311, 186, 73, 38, 9, 7, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,DegGreedy_private,6,35810,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 484, 629, 777, 1055, 1400, 1968, 2550, 3176, 3489, 3803, 3641, 3334, 2828, 2078, 1531, 1016, 657, 366, 246, 111, 42, 13, 4, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,DegGreedy_private,2,35906,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 496, 520, 680, 868, 1123, 1470, 1900, 2459, 2921, 3386, 3607, 3541, 3223, 2711, 2095, 1530, 1092, 723, 437, 272, 136, 70, 24, 5, 5, 1, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,DegGreedy_private,8,36179,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 450, 549, 686, 883, 1188, 1598, 2051, 2628, 3168, 3629, 3929, 3634, 3261, 2552, 1922, 1311, 853, 587, 339, 195, 86, 46, 15, 6, 2, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.4,DegGreedy_private,9,36323,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 484, 615, 802, 1087, 1431, 1909, 2442, 3105, 3629, 4048, 3881, 3466, 2872, 2147, 1467, 1009, 620, 375, 181, 89, 27, 16, 11, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,Degree_total_noisy,1,36128,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 496, 600, 758, 992, 1234, 1714, 2173, 2792, 3300, 3674, 3789, 3513, 3086, 2404, 1775, 1224, 845, 523, 325, 165, 89, 29, 12, 5, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,Degree_total_noisy,0,35785,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 462, 533, 668, 876, 1150, 1475, 1900, 2386, 2851, 3220, 3470, 3564, 3144, 2765, 2177, 1587, 1164, 717, 493, 286, 172, 78, 25, 8, 4, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,Degree_total_noisy,2,35799,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 468, 575, 694, 879, 1149, 1492, 1944, 2466, 2895, 3393, 3660, 3539, 3179, 2724, 2171, 1570, 984, 640, 352, 230, 100, 49, 17, 9, 3, 7, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,Degree_total_noisy,3,36343,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 470, 531, 733, 1029, 1384, 1871, 2402, 2960, 3395, 3812, 3850, 3553, 3185, 2371, 1624, 1122, 685, 376, 224, 106, 39, 10, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,Degree_total_noisy,6,35900,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 456, 559, 676, 902, 1238, 1589, 2003, 2645, 3246, 3721, 3767, 3602, 3077, 2486, 1923, 1327, 902, 559, 325, 165, 79, 28, 7, 5, 3, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,Degree_total_noisy,4,36520,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 481, 557, 790, 1039, 1379, 1803, 2347, 2927, 3402, 3807, 3748, 3473, 3041, 2421, 1764, 1129, 789, 490, 278, 152, 55, 29, 7, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,Degree_total_noisy,5,36077,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 482, 583, 787, 1010, 1338, 1752, 2242, 2800, 3255, 3666, 3727, 3496, 2965, 2372, 1794, 1197, 821, 528, 329, 183, 82, 35, 12, 4, 2, 5, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,DegGreedy_private,5,36180,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 486, 555, 752, 989, 1298, 1834, 2329, 2948, 3479, 3872, 3965, 3597, 3009, 2262, 1579, 1095, 710, 411, 226, 97, 53, 12, 8, 4, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,DegGreedy_private,1,35835,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 461, 521, 690, 820, 1138, 1397, 1805, 2296, 2831, 3273, 3598, 3625, 3332, 2822, 2276, 1596, 1142, 739, 450, 248, 112, 38, 13, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,Degree_total_noisy,7,36092,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 502, 628, 766, 1054, 1363, 1791, 2385, 2903, 3346, 3750, 3751, 3432, 2897, 2321, 1708, 1146, 769, 435, 279, 142, 81, 23, 5, 3, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,DegGreedy_private,2,35847,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 471, 474, 641, 846, 1095, 1430, 1916, 2482, 2968, 3503, 3660, 3561, 3270, 2770, 2139, 1528, 1013, 644, 405, 212, 115, 66, 12, 9, 5, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,1.5,DegGreedy_private,0,36418,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 501, 601, 802, 1019, 1460, 1937, 2533, 3117, 3652, 3910, 3836, 3392, 2792, 2191, 1572, 1022, 664, 414, 210, 113, 41, 19, 8, 1, 1, 0]"
