id,peak,total
1653,16412,88202
1659,16673,88398
1629,16676,88110
1663,16460,88134
1633,16586,88077
1634,16676,88123
1668,16505,88152
1650,16402,88338
1649,16585,87903
1636,16421,88292
1681,16374,87980
1661,16455,88057
1660,16691,88536
1643,16549,88196
1662,16464,87910
1673,16500,88079
1657,16718,87974
1680,16342,88112
1684,16272,87431
1683,16304,87651
1692,16215,87572
1696,16544,88010
1688,16417,88253
1672,16512,88138
1693,16560,87587
1677,16424,87771
1685,16493,88222
1704,16324,87720
1675,16600,87899
1689,16471,87984
1699,16450,87958
1690,16003,88118
1697,16624,87935
1695,16430,88097
1702,16382,88125
1701,16516,88199
1687,16307,87886
1721,16504,87678
1703,16542,87862
1694,16243,88049
1691,16485,88132
1738,16339,87938
1719,16342,87784
1727,16202,87849
1737,16452,87910
1748,16434,87462
1706,16322,88186
1713,16248,87653
1710,16317,87945
1698,16436,88209
1731,16412,88089
1736,16245,87699
1708,16774,88090
1700,16230,87424
1705,16524,87841
1712,16660,88191
1728,16308,87565
1711,16378,87737
1707,16386,87654
1717,16597,88058
1714,16499,87776
1760,16464,87531
1752,16184,87352
1725,16474,87953
1709,16318,87745
1768,16450,87749
1715,16342,87593
1732,16329,88032
1747,16368,87595
1716,16268,87812
1722,16634,88058
1724,16269,87560
1758,16256,87828
1730,16507,87967
1734,16312,88042
1723,16237,87778
1769,16743,87958
1755,16427,87601
1729,16445,87903
1718,16436,87835
1741,16360,87527
1739,16533,87664
1746,16245,87690
1720,16335,87773
1751,16474,87907
1770,16386,87595
1743,16548,87867
1740,16220,87656
1742,16508,88045
1773,16365,87617
1726,16267,87883
1780,16043,87490
1735,16397,87651
1781,16513,87007
1733,16628,87898
1744,16766,87961
1766,16473,88077
1750,16320,87737
1749,16472,87579
1745,16050,87607
1756,16285,88000
1754,16381,87721
1786,16180,87652
1753,16297,87625
1757,16346,87604
1789,16249,87756
1761,16302,87349
1784,16188,87511
1771,16442,87920
1763,16564,87621
1774,16425,87476
1759,16652,87542
1764,16309,87459
1787,16194,87850
1767,16601,87708
1776,16077,87801
1805,16284,87979
1762,16366,87969
1792,16306,87718
1765,16381,87884
1778,16488,87791
1777,16614,87777
1810,16188,87484
1775,16155,87450
1798,16286,87537
1803,16496,87291
1772,16258,87442
1793,16387,87490
1785,16244,87601
1788,16532,87832
1790,16082,87213
1806,16294,87630
1802,16364,87570
1782,16625,87560
1837,16304,86950
1809,16472,87714
1797,16246,87282
1779,16527,87874
1823,16498,87453
1795,16351,87361
1783,16215,87274
1825,16365,87541
1791,16243,87870
1799,16251,87817
1794,16298,87119
1828,16191,87280
1842,16082,87302
1822,16340,87468
1808,16294,87294
1804,16369,87574
1801,16379,87930
1807,16268,87563
1800,16272,87303
1827,16081,87182
1817,16442,87354
1796,16249,87870
1821,16275,87534
1811,16346,87307
1841,15974,87057
1820,15865,87198
1819,16045,87554
1830,16234,87637
1836,16232,87675
1824,16654,87889
1813,16175,87174
1840,16127,87378
1812,16409,87460
1839,16254,87184
1867,16274,87262
1814,16243,87744
1816,16189,87402
1872,15927,87351
1831,16469,87538
1826,16134,87187
1852,16280,87418
1818,16317,87417
1815,16514,87707
1877,16103,87256
1835,15924,87529
1846,16184,87300
1833,16441,87723
1864,16193,87221
1843,15932,87207
1865,16283,87243
1848,16478,87626
1832,16349,87614
1845,16262,87438
1851,16400,87504
1834,15995,87674
1829,16211,87420
1875,16133,87157
1862,16284,87579
1858,16154,87731
1847,16108,87093
1874,16241,87194
1838,16318,87528
1853,16170,87482
1844,16082,87486
1884,16038,87295
1854,16078,87342
1850,16178,87493
1856,16045,87227
1861,16261,87457
1857,16067,87210
1859,16376,87251
1888,16037,87020
1849,16112,87525
1866,16212,87230
1894,16064,87073
1870,16210,87370
1868,16256,87481
1885,16086,87426
1855,15970,87597
1871,16044,87258
1863,16301,87148
1860,16167,87613
1873,15963,87031
1869,16346,87179
1880,16109,87420
1897,15889,86972
1903,16168,87337
1887,16430,87215
1878,16080,87265
1876,16054,87141
1898,16178,87205
1881,15978,87114
1879,15811,86973
1926,15948,86914
1893,16002,87156
1899,16380,87475
1917,15963,87021
1882,16074,87261
1889,16153,87237
1886,15950,87265
1890,15909,86932
1927,15886,87200
1895,16241,87255
1883,16084,87373
1902,15713,86667
1896,15961,87060
1901,15653,86906
1933,16163,86806
1892,16336,86772
1948,16122,87175
1900,15836,86851
1913,16316,87169
1905,15834,87190
1909,16268,87322
1891,16153,87097
1908,16127,86973
1953,16011,86929
1912,16143,87211
1937,15800,86897
1906,16126,87195
1910,15835,87058
1949,16184,87441
1951,16008,86883
1929,15717,86797
1904,15802,87210
1916,16159,87099
1920,16024,87385
1923,16081,86932
1907,16173,87166
1911,15880,86931
1921,15926,87627
1919,16216,87440
1941,15998,86757
1950,15969,86616
1947,15703,86794
1966,15826,86791
1914,16165,87190
1971,15972,86928
1925,16043,87034
1918,15914,86988
1942,16175,87031
1924,16117,87179
1938,15951,86938
1915,16155,87312
1922,16070,86861
1958,16139,87028
1928,16095,87250
1944,16290,87128
1959,15797,86905
1957,16085,87074
1954,16319,87305
1963,15882,86808
1961,16115,87267
1932,16275,86687
1939,15935,87056
1936,15996,87059
1945,15996,86904
1935,15923,86933
1930,15904,86913
1955,16077,87005
1934,16241,87184
1931,16216,87002
1968,15867,86747
1943,16121,86950
1960,16109,86896
1946,15949,86711
1978,15955,86891
1952,16087,87047
1974,15824,87012
1940,16095,87330
1962,16007,87091
1973,16270,87077
1967,16073,86876
1965,15977,86702
1986,15792,86924
1977,16090,87034
1972,16121,87060
1956,16146,87003
1982,15785,86727
1976,16023,87165
1984,15854,86634
1975,15983,87108
1970,15976,86774
1992,16229,86871
1964,15810,86843
1969,16059,86701
1980,15923,87030
1988,16102,86894
2002,15854,86790
1979,15609,86799
1991,16074,87028
1990,15754,86155
1985,15907,86906
2009,15812,86729
1989,16133,86658
1987,15512,86411
2003,15891,86815
1983,15860,86720
2010,15890,86870
1994,15595,86917
1993,15814,86660
1981,16081,86790
2012,16088,86723
2005,16047,86756
1998,15808,86637
1997,15816,86668
2018,15645,86290
2004,16245,87118
2015,16049,86969
2006,16015,86877
2016,15764,86823
2008,16077,86955
2007,16092,86225
1999,16080,87283
2014,15973,86600
2000,15920,86712
2019,15948,86864
1995,16079,86646
2001,16025,86878
1996,15687,86682
2011,15958,86936
2017,15827,86729
2013,16003,86927
