id,milp_obj,expected_obj,I_size,v1_size,v2_size,time
654,0.7443540540234839,0.7881128206188722,117,433,944,0.05274482299864758
655,0.5133858422184665,0.5475856677391967,74,301,701,0.05054274300346151
657,7.1250948385566035,7.8006661053727155,770,2995,5156,0.109894388995599
656,11.15026096272387,12.633332675430415,60,1024,10752,0.06605295499321073
652,73.96828653948029,99.23783745983798,4618,18092,13874,2.2526667109923437
660,0.28045519819265147,0.2941472017111316,35,150,335,0.0503936680033803
661,0.14257251812796445,0.146557508065004,20,89,200,0.04943844499939587
650,91.33109904985821,125.59566278807544,5316,20939,14347,4.525607809002395
664,8.593914019284243,9.45704394730608,792,3286,5628,0.11914968199562281
662,193.9021186808052,314.08568539316565,851,12957,39916,0.42694252300134394
666,2.633437105169279,2.7798341214497557,338,1417,2790,0.06885995400079992
658,77.68671079534039,102.47482126520644,4813,18445,13765,2.3312897900032112
668,0.09891746907241568,0.10553600017089637,12,49,97,0.04776631499407813
667,149.26194044606618,222.40098241732775,541,8977,38395,0.25755420699715614
669,0.04167747127191861,0.0422570322162783,9,48,109,0.053081883990671486
670,2.5123704313344613,2.6869265415636376,330,1427,2843,0.0746717889996944
653,107.26541000818334,152.0651129705463,5708,23882,15358,5.25329742100439
663,76.57778329009358,102.66700622895104,4756,18279,13829,2.3283401189983124
672,78.0901121887647,103.83193662171317,260,4801,30452,0.13380133900500368
674,0.10984562129809841,0.11208082558655386,15,50,139,0.04877576600119937
665,234.78066784977554,425.36665546304044,3252,29252,28020,2.8992142280039843
675,0.014063025959748605,0.014063025959748399,1,10,19,0.05139086699637119
677,0.02427762775575624,0.024345997724970925,7,24,47,0.048069198994198814
673,52.84660501398824,67.05978487317118,3691,13893,12392,1.4839910379960202
678,38.06690227841296,47.58256014348581,151,2576,21598,0.09683187399059534
659,144.27705300504948,220.49779984846754,5771,28344,17326,6.318557805992896
679,133.7697603922181,193.43886415501308,452,7654,36813,0.2216258940025
681,0,0,0,0,0,0.048185292005655356
682,11.13750378868796,12.404278543452834,963,3833,6407,0.13939839300292078
683,1.747276847623655,1.8533051784940227,230,1053,2127,0.059801127994433045
676,244.19642576767524,435.13696474415946,1520,19811,37203,1.290712137997616
684,0.10385237324482292,0.11624303755188681,9,48,114,0.04877254698658362
685,1.5249019992220567,1.6139670654510658,195,817,1748,0.0584541900025215
686,6.6675385127250975,7.267342313044561,646,2696,4780,0.09803987499617506
688,0.15504801185897915,0.15896023877601295,23,73,176,0.048599831003230065
671,147.00178613757976,224.2223790484739,5738,28554,17436,6.382278717006557
680,230.4746103640055,412.722528378236,3694,30017,25870,3.1196400500048185
691,16.042623992639562,18.361322335040782,1400,5617,8049,0.3426056669995887
693,1.7384638582951146,1.8554930337349451,240,997,2066,0.0596795039891731
689,55.86719235385664,71.0506340748934,3835,14387,12641,1.5925112679979065
694,5.052704801848923,5.683265393019959,23,443,4959,0.056284791993675753
696,0.017082305172076047,0.017162523534643426,3,12,25,0.04784708899387624
695,99.67991153015812,138.79022323719326,328,5941,33447,0.17541543798870407
687,228.65235475271072,414.5974533681908,3581,29885,26457,3.1751685190101853
698,0.015719627477954985,0.015719627477954967,4,13,23,0.048373006997280754
700,2.44049642694299,2.589849133904243,340,1438,2763,0.06971990200690925
697,36.06529014473498,43.639123510089966,2698,10101,10979,0.8648309569980484
701,10.514668903701574,11.80535562062342,969,3808,6218,0.13693313200201374
702,10.23284321944056,11.795470383617541,51,992,9872,0.068227580995881
703,2.4435134369059974,2.6201472525034273,328,1429,2836,0.06910843899822794
699,249.7487305157513,441.1873724549863,1522,19907,37130,1.2568232729972806
690,80.0147064651526,109.03696545476352,4937,19559,13847,4.14821187700727
704,0.37852208018702915,0.3845171192603357,56,238,492,0.05071090599813033
692,95.85247243464849,132.60576440309453,5255,21443,14746,4.646249937009998
705,147.92411009896801,223.19160189954076,569,9477,38199,0.27593648599577136
707,0.01498838666007653,0.015273735333469318,6,15,32,0.048299201996997
708,10.811827577230178,12.26248598749188,934,4033,6586,0.14435133099323139
706,216.62288060923777,365.1448039573161,1020,15396,39447,0.509989810991101
709,8.202811079797135,8.951412361699916,49,708,8344,0.05960097200295422
710,3.1346759848905217,3.54269095051385,20,374,3594,0.05364893499063328
711,0.046627905415368265,0.04874355816751086,6,33,84,0.04822894898825325
712,0.422122884465054,0.43194350880832344,51,235,549,0.05034739999973681
713,0.386784639662454,0.40206360686319276,50,251,542,0.04913947399472818
715,0.8419823390507137,0.8788440695883196,126,519,1076,0.052588771999580786
717,0,0,0,0,0,0.04897147399606183
720,0.2852704966697288,0.29808065592213284,40,187,399,0.0503982329973951
714,38.5586334224661,46.407106148729355,2822,10623,11183,0.9651174239988904
719,57.48021540967109,75.42749920846178,197,3689,26423,0.11443223799869884
718,38.84478346605772,47.59928599683866,2753,10400,11243,0.8926483830000507
721,34.270149946378424,42.70838958380425,139,2533,20897,0.09246046299813315
722,0,0,0,0,0,0.048643305999576114
723,16.341776132079573,18.556161952618524,1328,5349,7701,0.322379410994472
724,219.26641887745924,363.1986523203756,1067,15002,39549,0.5202251099981368
727,3.466704811097292,3.7095689680883823,401,1751,3429,0.0763047250075033
729,1.2734988461575734,1.336357715942547,166,708,1480,0.05647230400063563
730,0.052461997174653476,0.0577910031627642,9,61,112,0.047816428006626666
731,0.07391888269311606,0.07563443327428365,22,57,112,0.048798445001011714
732,0.020970004220996596,0.02097000422099682,4,29,48,0.04849519800336566
733,5.531045584614952,6.025767092561274,570,2393,4449,0.0908755620039301
734,11.335838356074365,12.75763008665007,1039,4139,6467,0.15055570000549778
716,126.64809656605486,185.4527382949325,5812,26165,16313,5.8359653649968095
737,4.7662994178508855,5.2274045141612415,548,2192,4039,0.08672899399243761
738,0.1820563822992764,0.18738684186323074,20,93,208,0.04844455799320713
736,0.7884634080059391,0.8477642343388115,100,468,1025,0.06066739799280185
725,77.89746662465745,104.53005960387478,5056,19352,13597,4.045087945007253
726,201.88560424181446,339.6571556611184,4616,30626,22362,3.870192477988894
740,1.457367007323583,1.533310924134506,197,821,1727,0.05816628900356591
735,58.039225484492,73.98003536237685,3922,15066,12659,1.6461948369978927
743,0.017773657139998796,0.0177736571399989,1,7,16,0.04805308100185357
728,86.58387430806435,118.2777705155377,5105,20608,14202,4.370860897994135
742,160.59344889006258,242.98687232304985,642,9935,38711,0.29703467099170666
746,1.0838458867725362,1.1282227782076897,164,708,1435,0.056144217000110075
744,136.99612402256707,201.3308869514168,493,8215,37952,0.23989211399748456
741,63.84279923046384,82.89852461979879,4214,16023,13175,1.8535368800075958
747,52.834733203119185,68.71278440945527,182,3575,25591,0.11066155300068203
739,232.14917280997847,417.118999877418,3427,28994,27399,2.9601948509953218
748,196.60904185679254,315.8536547936505,872,13056,39470,0.41066538900486194
751,0.3298004673368153,0.34749392054834216,48,249,443,0.05076358999940567
752,1.146356016974279,1.1847437588709067,163,689,1323,0.05683389899786562
745,251.50408645656185,454.41910652004805,1738,21445,36140,1.479505343013443
753,0.6251601750578145,0.6501345758132341,83,423,846,0.052645051007857546
749,51.72204760641477,65.24400250551739,3408,13231,12600,1.3341620849969331
756,0.770474232069102,0.786060633714634,82,379,824,0.052359324996359646
755,92.87443805893653,127.81730282109656,322,5639,33343,0.17137607900076546
757,0.1629376405563066,0.17906394514498003,30,104,242,0.04894061900267843
758,14.126329909246591,16.014332396583523,1181,4786,7408,0.179894739005249
750,249.90025216017523,457.05284063444265,2656,26425,31002,2.287003599005402
762,21.822527955313976,25.19741894813545,1668,6559,9031,0.43528698799491394
764,0.46050905274454434,0.47758148896137687,58,285,630,0.0510338239982957
761,35.24197530364257,43.57152897354386,144,2601,21135,0.10701388699817471
767,0.12083186095258659,0.12155887006280341,25,92,164,0.0491310070065083
768,0.07093912787522046,0.07751542150616608,5,30,73,0.048480254990863614
769,0.22579725208624962,0.2347190385048733,45,215,402,0.050526423001429066
770,2.7951213902114804,2.98655464808819,359,1464,2884,0.07012291099817958
765,239.0561170276925,420.13589312860324,1490,19172,37525,1.1927238470088923
771,0.7642399037986706,0.7880945771524658,106,418,926,0.05348869599401951
773,9.111741127290497,10.326162045811097,53,906,9541,0.06362267400254495
774,112.49462915647999,160.0025067828251,417,6819,35381,0.20266815900686197
775,6.967823650232476,7.618879158823695,46,717,7210,0.059020622007665224
776,3.489563421239364,3.833281540906041,445,1804,3450,0.07629702299891505
754,189.15380374764666,315.3291656286851,4930,30788,21005,6.544151149006211
777,0,0,0,0,0,0.04901219099701848
778,3.0033136434556127,3.2011891966363057,388,1627,3066,0.07269606699992437
760,107.00053835848352,151.81721006055997,5555,23644,15201,5.182822468996164
779,0.21118738300313653,0.21709001933141092,29,118,282,0.04988880599557888
772,252.33695006429062,461.287563503648,2335,25352,32591,1.998663092002971
759,185.91740920515505,306.69965357859274,4986,30246,20754,6.302011164996657
781,1.2886306019578673,1.3599170497309703,213,834,1769,0.057376086988369934
782,1.2900078661783945,1.3464417990977728,174,764,1652,0.057444366000709124
780,20.237610801116418,23.45881351186323,1452,6144,8776,0.3902530680061318
783,0.3826874602792739,0.3936366464621788,62,275,575,0.05065138799545821
763,144.56238980310312,220.441492742385,5531,27574,17664,6.041355352004757
766,118.53647893989833,171.8740853322188,5850,25242,15847,5.661070821995963
787,1.4217864642651294,1.4709181283850348,226,915,1780,0.058369164005853236
785,157.59003376504882,240.3957615613364,584,9605,39071,0.28263677599898074
789,42.249093421508064,53.76290343523727,154,2874,23550,0.09975919699354563
791,14.367519051676194,16.460137934415744,63,1306,13446,0.0685757309984183
790,7.22287235847933,8.220165493556426,30,694,7340,0.05988266698841471
793,0.16623990094328972,0.17621112055762622,25,115,186,0.05044368399831001
795,0.03704163173428319,0.037357614460821864,5,21,55,0.04812070600746665
792,209.86303041116292,342.9148855568739,972,13812,39848,0.46712214199942537
796,34.456541200912845,41.34175776523814,2395,9249,10901,0.7473156600026414
798,1.5670025456292613,1.668838643762736,210,864,1759,0.06520510200061835
786,208.23310913287568,357.53055724329016,4284,30668,23419,3.6630381059949286
800,10.925343994603315,12.288524148219723,1004,4034,6562,0.14713460199709516
801,0.0018876104659099303,0.0018876104659096837,3,6,15,0.04800664399226662
788,209.96656199459736,359.139562242794,4354,30883,23167,3.68179089599289
803,21.39330062776613,24.95425153818575,1692,6571,9009,0.43586998799582943
797,72.89834029451482,95.8817507259869,4648,17683,13428,2.189136867003981
784,158.53683272590848,247.04507431065716,5534,29198,18292,6.373684439997305
805,159.77899223865182,243.50659817874316,638,10099,38947,0.29256709599576425
802,250.54258147594675,450.9744740573975,1793,22117,35649,1.5356645220017526
808,1.4004894435769455,1.4682324940523683,178,810,1788,0.05719162100285757
806,211.74739082553592,348.70682726747947,928,14104,39642,0.47832867001125123
807,204.19474600367602,330.73199540242666,959,13914,39764,0.4777578820066992
809,105.83410149781128,148.08963838235013,363,6333,34790,0.1872700780077139
804,76.72500075640998,102.23335149884194,4893,18641,13834,2.3871654700051295
812,3.3270644012934363,3.5512697088518532,405,1631,3316,0.07475571500253864
811,159.42161384678118,244.4578188047235,581,9895,39103,0.2845747690007556
813,17.176332451282814,19.761214098186663,1446,5670,8028,0.36803018700447865
794,153.8441137142452,236.6981221540292,5639,28902,18015,6.344842678998248
818,0.031959324531650256,0.03425144040314798,6,28,60,0.04801782300637569
815,41.96194023098641,51.55044829197695,2867,11016,11592,0.9697714789945167
799,159.18408647694778,251.2137849553081,5463,29255,18591,6.482705631002318
819,11.766373537171646,13.110269735929494,1098,4239,6716,0.1647091759950854
814,60.65846856148065,77.95300142638273,4156,15632,12815,1.8024712640035432
816,253.07916537491917,463.58375043792785,2028,23900,34070,1.767816021994804
823,0.049003822107179615,0.0565480151503458,10,43,74,0.04756936299963854
824,0.05078515254826141,0.05787579478439808,6,27,58,0.047656500013545156
817,250.07410070466912,465.54326913809297,2439,25536,32434,2.0921527449972928
825,13.127765113675473,14.943958359925048,1133,4508,7149,0.17149687300843652
826,0.009859150315215356,0.009985169294058016,3,10,20,0.04815268600941636
827,0.140858934834842,0.14102692659705363,12,54,108,0.04830555499938782
829,19.26401471626639,22.132010015340537,1566,6210,8635,0.41260430999682285
830,0,0,0,0,0,0.04837678400508594
810,179.87250797126657,295.6708058587277,4930,30495,20624,6.3130497980018845
834,2.667619423706861,2.8840512943273335,348,1566,3085,0.07112600600521546
836,0,0,0,0,0,0.04882271400128957
821,109.59227947847373,155.92574849478103,5494,23261,15543,5.087588591995882
833,51.55189529038065,65.75707865865736,3385,13423,12514,1.3289953409985173
831,253.78143822382867,459.09951300196445,2031,23226,34661,1.725462582995533
837,0.01761430549489959,0.01761430549489973,3,8,22,0.04812836700875778
838,0.11541333843997037,0.1198887634778093,18,51,126,0.06555088200548198
835,46.2982070360355,57.99766383229914,3485,12837,12061,1.3020068339974387
820,175.56314339823032,285.55103853864773,5319,30301,19653,6.568947940002545
828,82.36755007683374,111.11648300867027,4994,19264,14072,4.0912927629979094
841,0.5819059552137471,0.6052608955991567,82,317,683,0.050628247001441196
822,159.7636230101913,249.8680530182028,5512,29070,18508,6.370923667011084
842,0.07958243700514227,0.08604603481441209,11,39,94,0.04878980699868407
840,0.10339423551483905,0.10404477088004715,12,51,99,0.05355246599356178
839,46.97642085335412,58.58265505506706,3243,12383,11920,1.1931809710076777
844,0.08676778414742667,0.08676778414742636,11,33,91,0.047968365004635416
847,76.71971317203273,101.27969309066773,257,4503,30184,0.13083017199824098
848,0.07114593521049409,0.07240404713916604,18,63,125,0.04835067100066226
846,217.68276258139988,365.9431180703548,1063,14975,39444,0.5216131479974138
849,0.0038033030191966894,0.0038033030191967354,1,4,5,0.04815473601047415
832,160.88482372899603,253.88599098719484,5545,29982,18555,6.570728384001995
852,13.313081395723176,15.7924358799724,76,1276,11848,0.06865362300595734
850,0.49340970382270555,0.500947144597033,72,371,689,0.0523931689967867
853,0.007387754980497973,0.007387754980497929,4,10,23,0.046994493997772224
854,5.710056140692175,6.359439758708821,591,2546,4612,0.09324796200962737
843,196.91351427067647,332.6348510983,4555,30829,22233,3.8523562839982333
856,5.038040445973915,5.493928180942966,577,2355,4308,0.08987512599560432
855,24.90073632505388,28.916095421878197,1878,7476,9558,0.528028651009663
857,0.34435464347742445,0.3501043727827252,45,179,388,0.04998474899912253
860,0.4931176114225289,0.5067704673463961,75,302,609,0.0502362489933148
851,234.08312722798087,420.54956983939263,3628,30081,26229,3.180539281995152
864,0.027298619926547755,0.027453052935165867,6,22,51,0.047590904010576196
845,125.76560898536874,186.74225670760998,5713,26618,16330,5.759773785001016
863,194.1754316346269,311.8525285503728,807,12870,39986,0.39853770699119195
865,24.725171287773527,29.12284453749334,98,1840,16853,0.07861001399578527
867,0.03786850807857912,0.03821667001941009,11,37,95,0.04809398599900305
868,0.36750074118756426,0.3784197742910055,57,219,434,0.049587368994252756
862,253.61332526251263,450.1617822418896,1615,20756,36913,1.367356186005054
870,0,0,0,0,0,0.04869788000360131
869,165.71975240822212,254.4123729485613,659,10560,39352,0.31072702699748334
872,20.846682361295013,25.022871126864054,117,1768,15647,0.07922063099977095
871,107.83238431505475,150.42617350046262,355,6366,34373,0.19850314399809577
866,252.11204986241384,457.93447834743466,2717,26805,30847,2.3781359660060843
877,0.038593291066891605,0.03905225247683752,5,15,58,0.04868651799915824
875,25.015567267164702,29.35497783325518,1861,7317,9465,0.5143306569952983
878,0.2738763555415588,0.2811715242604258,41,170,390,0.049816468002973124
859,125.63808372463832,184.09029736943944,5733,25853,16195,5.764431399002206
881,0,0,0,0,0,0.04898851900361478
879,0.011748170054232527,0.011748170054232676,2,11,27,0.054137843995704316
882,0.4688894813815917,0.49202929002308227,71,327,695,0.05197861400665715
861,154.25391868942432,236.2201354776527,5703,28888,17740,6.415906713998993
874,244.9692743015883,444.817125524281,2772,27640,29965,2.4699299600033555
883,94.08211521762853,129.49647504619793,330,5631,31884,0.1698919900081819
858,147.23647283570142,228.9907550594549,5646,28707,17760,6.449437562987441
876,247.36963730747019,450.14563186892536,2605,26712,30960,2.2417131480033277
885,0.042894045634783655,0.04968821248564537,8,23,58,0.049009182999725454
887,0.046503599616501884,0.046503599616501856,2,11,34,0.04826606600545347
880,78.7041789323009,106.81259899110461,4913,19306,13920,2.4631508019956527
889,0.11668256104143468,0.12304871106036941,21,75,182,0.047786162002012134
890,16.753786941157802,19.81878851578621,82,1501,13898,0.07253601799311582
891,0.021166596311693854,0.021166596311693597,4,17,24,0.0473710289952578
886,52.42066275414296,65.86782271308172,3521,13605,12381,1.399815551994834
888,58.43540972778837,74.41471512761267,4046,15088,12694,1.6901486530114198
893,0.041542228961418994,0.043504171709047634,9,37,69,0.04919285599316936
894,0.5204345207452312,0.5360780800063806,57,274,626,0.05124463399988599
873,137.5724298810859,206.2530536547485,5810,27734,16894,6.13947416600422
895,0.1036122460163513,0.10421665995187612,20,68,135,0.048908529002801515
892,39.863347100684216,48.91333038024153,2782,10845,11498,0.9445993659901433
884,218.29718527074021,379.9693214601048,4111,30582,24235,3.4890829130017664
897,20.704769526274074,24.485029265849807,90,1626,16019,0.07730963100038934
898,0.2985980182114468,0.3080390707447841,49,169,383,0.04953049699543044
899,2.6267490652023238,2.849125431461187,325,1421,2839,0.06974656200327445
900,2.3996118262116233,2.5332840430433325,339,1384,2684,0.06854479700268712
901,18.229061356552503,22.114970551950904,95,1565,14560,0.07366156400530599
902,0.01597263577566898,0.015972635775668764,4,6,17,0.04914987800293602
904,0.2685726127428525,0.27578574032701353,48,206,426,0.04991140399943106
905,52.50524899779304,66.09256952738274,182,3290,25556,0.10634876099356916
896,221.2271900811831,392.8762169903777,3801,30551,25376,4.171662305001519
909,0.04958704975623749,0.05013100030069728,10,31,75,0.04862608699477278
910,0.0108697092619145,0.01086970926191455,3,5,11,0.048358974992879666
908,148.71547770552522,222.3540103010795,531,8949,38004,0.2578554729989264
911,0.8799588088178074,0.9018560474327828,129,503,1070,0.053768049998325296
907,54.53715474450281,69.12874166277271,3756,14230,12450,1.5298785010090796
912,110.66552478259815,157.57732602078582,380,6388,34313,0.19053632400755305
915,11.595922322800817,13.003206994569346,1045,4151,6708,0.15299081499688327
914,136.53866065787977,199.725157403195,536,8134,37446,0.24636068400286604
917,0.0005276042363695079,0.0005276042363695499,1,3,8,0.04891884600510821
903,193.05366318036053,323.9089828483709,4680,30913,21552,3.943525337992469
919,27.314744634721176,33.0952439043129,96,1946,17566,0.0817865559947677
920,2.0440413649832543,2.1698037884487373,14,213,2445,0.05177907600591425
913,255.34918217459585,464.9736752331115,2221,24709,33208,1.9151985929929651
922,20.958060574293963,24.609790890976953,94,1705,16771,0.07944842500728555
923,0.03829885999490619,0.03857211031047325,6,27,57,0.0481846949987812
924,97.70055977338384,133.1787384560181,340,5681,33474,0.17059729900211096
927,7.112978365445212,7.71402817451726,47,641,7202,0.05912101600551978
926,25.639274249696292,30.128622076331492,1984,7644,9605,0.5438477990101092
906,168.77386608910993,267.1216549555087,5411,29842,19094,6.376962337002624
921,254.56188518593507,468.6102647836748,2400,25502,32284,2.0805058929981897
928,160.55155604223756,249.04634591325828,640,10444,39011,0.3144826540083159
930,48.404973523290174,61.47097205038232,174,3301,25062,0.10546056101156864
931,88.09766420856526,120.65227539733358,306,5348,32081,0.14450130998739041
932,0.346361423885973,0.3622474974777634,45,153,341,0.049499154003569856
933,0.001026426571687792,0.001026426571687833,2,2,3,0.04881598800420761
918,83.44110663792952,113.17288144201518,5142,20329,13951,4.403828283000621
925,253.17981187343514,464.08138711061133,2514,26363,31570,2.173651024000719
934,5.622797952697779,6.107641896359155,599,2531,4574,0.09459282600437291
935,26.715121893354816,33.11697379790039,108,2103,18155,0.08459593000588939
916,115.52845236903705,167.26422303374872,5761,25345,15655,5.677703451001435
937,12.226324587506793,14.038949209147022,51,1053,11662,0.06664490399998613
938,81.962191065293,110.15290769051109,288,5128,31290,0.14175913199142087
929,239.54639545044174,437.7853345463115,3044,28485,28647,2.769491637998726
941,0.07664597740585981,0.07718383579533972,7,41,108,0.04940517900104169
936,234.14344811818125,408.79201830179676,1284,17623,38421,1.0232830199965974
942,6.04817291195621,6.615421271112707,635,2593,4646,0.09718120000616182
945,0,0,0,0,0,0.04869716300163418
946,0.11100802395517471,0.11417617176073502,17,77,152,0.048532070009969175
947,0.005439643828037451,0.00543964382803741,1,2,6,0.05297360300028231
948,0.0480843990849019,0.04839455461841102,4,28,55,0.05857198699959554
939,238.96573589904173,432.44986561985485,2977,28199,28921,2.5617221940046875
950,8.1550655252225,9.300813596236218,41,920,8987,0.06235003500478342
951,0.03485615994083619,0.03485615994083635,2,9,28,0.047886782995192334
949,209.29090515362518,348.14364751789,961,14170,40040,0.45732197200413793
944,249.026582386146,458.6248106733424,2483,26141,31920,2.1749003610020736
953,0.35699041652414387,0.37105770636478486,48,205,453,0.05012792300840374
940,84.55041132531078,114.379324759351,5248,20234,14012,4.3176162949966965
954,0.6954303397080086,0.7211940751087644,81,357,804,0.05185604300640989
943,222.55101963224683,399.0678259048315,3891,29884,25408,3.358876834012335
956,0.0298708140734372,0.030181327062016927,3,19,60,0.0477852170006372
957,9.589092994573367,11.11168530525745,62,1090,9709,0.06542102299863473
958,9.793452112676498,11.219640603808205,49,837,8850,0.06291781199979596
952,248.54633989546764,455.4760153576624,2195,24990,33118,1.9004812159982976
960,0.12680725647514593,0.13169446586194988,21,106,194,0.04896813299274072
961,28.37818454716669,33.50584651650215,2259,8553,10231,0.662580517004244
963,28.89800191349629,34.27172266924422,2124,8383,9935,0.6183893899869872
965,1.000603810069919,1.0414863324676495,115,577,1199,0.05600916501134634
959,245.64652263495105,433.57928633195644,1556,20148,37090,1.3655584219959565
966,6.27291523001083,6.869198219222284,656,2687,4973,0.10091321099025663
964,0.032730694975444834,0.033348304292522446,11,27,62,0.04935283900704235
955,223.89196296229304,391.3658093857921,3854,30351,25092,3.459557912996388
968,11.548729664167354,12.897533800929372,968,3997,6355,0.150813577012741
967,20.35320620792228,23.52467605732834,1623,6495,8733,0.4367239779967349
969,0.8554463940354776,0.9035881852622185,106,523,1105,0.05325522201019339
972,1.052552395041386,1.103292711292049,129,584,1261,0.05460227200819645
970,179.88879538438923,285.86450824041617,751,11757,39682,0.35726828800397925
973,12.654124470696496,14.64671684528937,58,1112,11562,0.06558984600997064
974,155.40250392173422,233.33133275963326,595,9208,37879,0.27026095299515873
976,21.87403277036122,26.01630307373222,102,1778,16736,0.07710648799547926
977,5.441794756445368,6.125961737592084,34,602,6008,0.05699292599456385
978,0.7768014678661074,0.7920836075419282,115,518,1072,0.053139965995796956
979,0.06174153278317317,0.0622602761903327,10,59,125,0.0491619910026202
975,231.1161295114472,397.6091069418543,1256,17559,38769,1.0319766040047398
981,2.271106517713972,2.412340724762534,292,1211,2469,0.2084178870136384
980,25.6297968808627,29.805678137469258,1773,6880,9080,1.0534160879906267
985,0.23206367330277833,0.24010302269853478,21,102,238,0.10141711500182282
962,181.78589851251434,299.4545137074861,5152,30537,20221,6.406528221006738
989,0.4284780379316307,0.45933636313012927,67,281,627,0.0994205500028329
987,69.47620094325401,90.47553898351283,190,3494,25703,1.4091968160064425
990,13.228006745037357,14.800087600096495,984,3825,6262,0.4588309760001721
993,1.7573685455794024,1.8625553599662148,228,1020,2031,0.1677918019995559
995,0.8686033735359692,0.90706892319009,100,461,955,0.12684718100354075
971,190.66203912121213,318.4665048693895,4953,31172,21024,6.654037258995231
996,0.11800553663830761,0.12645365602310432,13,58,123,0.0714437130081933
997,0.8385742989403238,0.8585536908637117,105,487,1114,0.11439593700924888
1001,0.10329346095713698,0.10335136207532614,17,70,146,0.0780330229899846
999,22.330539683189485,25.79892766108162,1561,6189,8395,0.9905303150007967
1002,0.01717410557455075,0.017174105574550902,1,3,6,0.06564673100365326
1000,31.400876579750616,36.95829133601027,2117,8166,10082,1.2783310689992504
982,246.48674952254547,451.46706716587397,3453,30249,26739,10.231085544000962
1004,0.15754503922816301,0.1587180424017638,20,74,161,0.07368967001093552
983,217.11070429860584,381.4178857070981,4453,30929,22865,9.511041958990972
1006,0.7558555279771544,0.7873238549394217,110,481,1072,0.13552704099856783
1007,0.012884031204456763,0.01290660075559158,2,17,26,0.11398364599153865
986,129.85014183584408,192.92164264029927,5725,25448,16053,8.802769034009543
1008,0,0,0,0,0,0.06802021199837327
988,120.06272218551169,175.90884160606998,5774,24681,15510,8.352476000000024
1010,0.3709689482165229,0.3904365439636467,40,183,430,0.10532582100131549
1011,13.254064374901992,14.619991759578653,962,3920,6352,1.3815143890096806
984,178.75511129528695,295.1310835356706,5269,29650,19475,11.88507940499403
991,245.64102933441114,447.7414216106922,3502,29801,26450,11.055195990993525
992,117.27323404577677,170.3919312862054,5651,24167,15622,8.262900896996143
1014,7.495163497699425,8.188890133780498,622,2667,4611,0.32680045800225344
1012,26.279885424563645,30.892915680674953,1816,6854,9201,1.0336796320043504
994,112.96996726972041,163.3039739813147,5523,23251,15220,8.750687795996782
998,117.24367960617028,169.83233444551448,5778,24395,15250,7.394435958005488
1015,1.6800630136025672,1.7628661820236031,233,1056,2119,0.17402454100374598
1017,0.007111080563717284,0.007430001721298374,2,11,19,0.0672348369989777
1018,0.07918640988873385,0.0806093871095841,7,57,120,0.07072841400804464
1019,0.470337217267952,0.4872686810512413,76,289,648,0.09610232801060192
1003,206.6910219243431,349.5816271416811,4657,30690,21793,9.019823167996947
1021,9.863088617939695,11.06612081982971,755,3137,5385,0.40960193300270475
1023,4.685780558391436,5.112182031889041,461,1885,3523,0.42460947499785107
1024,0.002716734889718659,0.002716734889718686,1,5,13,0.07143689300573897
1025,0.0017850895905197751,0.001829837358391262,1,3,9,0.11244871599774342
1022,96.60422629394019,129.75102855175248,258,4809,30903,2.462697366994689
1016,208.0103261676895,323.8485138484611,730,11651,39436,6.443490544013912
1009,98.80161807334599,140.80328277273964,5491,22514,14430,7.491179571006796
1027,8.350107265889864,9.320578467858502,679,2847,5068,0.39046913500351366
1028,0,0,0,0,0,0.07058461999986321
1005,157.76234907810473,245.33575382595842,5792,28528,17844,9.272514754993608
1030,6.922317002219894,7.889170765965188,35,765,8566,0.2966697119991295
1031,10.006030445801201,11.761481472714777,44,932,9100,0.3748832000128459
1029,38.31882187164663,46.14530718428027,2444,9263,10820,2.233244802002446
1032,20.64669702905858,25.3199694075249,76,1587,14578,0.6394953830022132
1034,5.070005425835074,5.4050823462163,493,2077,3837,0.2777142879931489
1036,0.04754264752935753,0.05006080872827945,4,25,52,0.08716187499521766
1037,0.005942050999537457,0.006199435436519574,3,14,20,0.06972615000267979
1033,113.00693731055816,154.03160548257335,316,5524,32867,2.461481399004697
1020,278.65098924251913,510.2954903604129,2067,24118,33971,9.873984286998166
1013,146.0378023260519,226.71515621158505,5639,27783,17266,9.529486546991393
1039,0.5141682471334763,0.5332304624386298,85,353,677,0.09568277499056421
1035,59.14982690210802,76.07628960241917,3712,14431,12779,2.6565966690104688
1041,46.75057062335979,59.84386270531005,153,2672,21614,0.948349269994651
1042,1.3956857175832063,1.4742335922116565,210,930,1999,0.17971092999505345
1044,0.056692126413760105,0.057483080904331185,8,36,59,0.07412437399034388
1026,97.07287407706717,136.19639000124508,5318,21421,14386,7.560168684998644
1045,1.5066702661113716,1.5885033682629262,220,917,1817,0.18049965699901804
1046,6.840915917474777,7.411246680871897,574,2404,4417,0.5101419459970202
1047,29.736857814509623,36.1474254054841,105,1949,17203,0.8625572010059841
1049,0.018528334253219394,0.018619402796080875,2,10,22,0.0846888670057524
1043,73.54068437919408,97.84677778282214,4250,16315,13312,3.250098288001027
1038,228.48635471619198,371.8906238075803,908,13737,39662,8.487863478003419
1051,0.02319479814554892,0.023222535329442184,4,13,27,0.0654356419981923
1052,1.3605500479048311,1.4447609206159524,201,851,1709,0.17030720600450877
1050,0.043641018104224376,0.043641018104224494,1,9,12,0.11806013400200754
