id,milp_obj,expected_obj,I_size,v1_size,v2_size,time
171,0.14257251812796445,0.146557508065004,20,89,200,0.0004020500055048615
168,94.69346095783929,125.09513609244507,4813,18445,13765,0.041000616998644546
174,13.815634812118475,14.956038957928714,792,3286,5628,0.008183455996913835
163,127.97293512390597,181.6233036603503,5708,23882,15358,0.059036071004811674
176,4.877283223393262,5.093912028273969,338,1417,2790,0.0032673259993316606
172,243.58663867137292,380.79218088890025,851,12957,39916,0.02783720199659001
178,0.09891746907241568,0.10553600017089637,12,49,97,0.00033891500788740814
173,93.30359370974612,125.00610977539502,4756,18279,13829,0.04042574900086038
179,0.04167747127191861,0.0422570322162783,9,48,109,0.0003271770110586658
180,4.4558368606217655,4.706033752749629,330,1427,2843,0.0034662499965634197
177,197.85791174650026,282.28961077248147,541,8977,38395,0.020234736992279068
169,166.0103542633466,256.4444401928139,5771,28344,17326,0.06468282200512476
175,274.28856426444383,489.9454795390092,3252,29252,28020,0.0646569179953076
184,0.10984562129809841,0.11208082558655386,15,50,139,0.00029100599931553006
182,109.89835684336879,140.62463949649495,260,4801,30452,0.010724637992097996
185,0.014063025959748605,0.014063025959748399,1,10,19,0.00018599200120661408
183,69.06040867587356,86.83738730988236,3691,13893,12392,0.032314758995198645
187,0.02427762775575624,0.024345997724970925,7,24,47,0.0003042110038222745
191,0,0,0,0,0,0.00014021300012245774
188,57.40650146564086,68.78386364892965,151,2576,21598,0.0062195789942052215
192,17.324838058721877,19.119326629727464,963,3833,6407,0.008779485011473298
193,2.7566257026531917,2.9004075811105636,230,1053,2127,0.002305160989635624
189,178.9184887486516,249.59158530859548,452,7654,36813,0.01916535699274391
186,295.54627155372344,513.4187128062537,1520,19811,37203,0.043950034989393316
194,0.10385237324482292,0.11624303755188681,9,48,114,0.00032302000909112394
195,1.7424261677097292,1.8354364902014277,195,817,1748,0.0019999489886686206
181,170.48203642821062,262.72785330999193,5738,28554,17436,0.07918898199568503
196,11.327742991743698,12.228117883484725,646,2696,4780,0.0063085090077947825
198,0.15504801185897915,0.15896023877601295,23,73,176,0.00035663999733515084
190,267.7836789695685,477.5546818308033,3694,30017,25870,0.06775274898973294
201,23.634958291642874,26.72270628512524,1400,5617,8049,0.012411392002832144
203,2.7270011766022426,2.884867862941138,240,997,2066,0.0023785980010870844
204,5.052704801848923,5.683265393019959,23,443,4959,0.0011463620030554011
199,71.42007402175922,90.19395022960539,3835,14387,12641,0.03568961900600698
206,0.017082305172076047,0.017162523534643426,3,12,25,0.00026178499683737755
197,265.99270934980717,478.4747765881619,3581,29885,26457,0.06473663699580356
208,0.015719627477954985,0.015719627477954967,4,13,23,0.0002364000101806596
205,138.11536833479565,184.51985687712434,328,5941,33447,0.015737531997729093
200,97.559068199298,132.4071137418493,4937,19559,13847,0.04347967199282721
207,47.89782486576456,57.186361041346956,2698,10101,10979,0.023535304004326463
210,4.4268912286282305,4.625470230327562,340,1438,2763,0.0032937750074779615
211,17.06582774558992,18.940289064409214,969,3808,6218,0.008733388996915892
202,115.93701121438876,160.65033296973215,5255,21443,14746,0.044668474001809955
212,13.954437111247413,15.84294866226687,51,992,9872,0.002327681999304332
213,4.436203773566346,4.670507134189069,328,1429,2836,0.003719840999110602
214,0.37852208018702915,0.3845171192603357,56,238,492,0.001444078006898053
209,300.2212921991205,516.2565000426338,1522,19907,37130,0.04412753898941446
217,0.01498838666007653,0.015273735333469318,6,15,32,0.0002155130059691146
218,16.908547028362772,18.96988456894103,934,4033,6586,0.009420775008038618
219,8.202811079797135,8.951412361699916,49,708,8344,0.0017345700034638867
215,194.76666186380967,282.5287015863558,569,9477,38199,0.02115446000243537
220,3.1346759848905217,3.54269095051385,20,374,3594,0.0009898300049826503
221,0.046627905415368265,0.04874355816751086,6,33,84,0.00025165399711113423
216,270.6835138477207,441.18797240564686,1020,15396,39447,0.03325054699962493
222,0.422122884465054,0.43194350880832344,51,235,549,0.0007069759885780513
223,0.386784639662454,0.40206360686319276,50,251,542,0.0007556960044894367
225,0.8419823390507137,0.8788440695883196,126,519,1076,0.0013444689975585788
224,50.67795138622306,60.608076839211115,2822,10623,11183,0.02410368800337892
227,0,0,0,0,0,0.0002759670023806393
230,0.2852704966697288,0.29808065592213284,40,187,399,0.0006117290031397715
228,50.719743570576924,61.857405335890206,2753,10400,11243,0.024219911007094197
229,84.10891298609218,105.94211317509098,197,3689,26423,0.008539930000551976
232,0,0,0,0,0,0.00015997199807316065
231,51.519220276108186,61.75394965543605,139,2533,20897,0.005409094999777153
233,24.5856294329755,27.706386497403436,1328,5349,7701,0.013067167994449846
237,6.188505689084447,6.540322469210864,401,1751,3429,0.0040317609964404255
239,1.2734988461575734,1.336357715942547,166,708,1480,0.001764144006301649
234,272.7050691485361,438.35563279852056,1067,15002,39549,0.03325877200404648
240,0.052461997174653476,0.0577910031627642,9,61,112,0.00034556500031612813
241,0.07391888269311606,0.07563443327428365,22,57,112,0.00032775600266177207
226,148.04743286565994,216.88552711087644,5812,26165,16313,0.08534955300274305
242,0.020970004220996596,0.02097000422099682,4,29,48,0.0002671029942575842
243,9.564430860046288,10.289293633877064,570,2393,4449,0.005283489997964352
244,17.06297135827686,18.955060294935535,1039,4139,6467,0.00975908400141634
235,95.53094751073901,127.81503650103598,5056,19352,13597,0.0461266599886585
246,0.7884634080059391,0.8477642343388115,100,468,1025,0.0012999040045542642
236,231.64329365213075,392.4688107554933,4616,30626,22362,0.06835721000970807
247,7.944085920367527,8.559825557190106,548,2192,4039,0.005106811004225165
238,104.09710443205597,142.48034635409954,5105,20608,14202,0.04603521899844054
245,74.29482918278154,93.83941759209316,3922,15066,12659,0.034009570998023264
248,0.1820563822992764,0.18738684186323074,20,93,208,0.0005228440131759271
250,1.6927697606161551,1.7794651178437713,197,821,1727,0.002043000000412576
253,0.017773657139998796,0.0177736571399989,1,7,16,0.0002080449921777472
251,80.77402288139912,104.73410154663813,4214,16023,13175,0.03379559899622109
256,1.0838458867725362,1.1282227782076897,164,708,1435,0.0017765009979484603
252,209.4348396777175,304.4636685876244,642,9935,38711,0.022237297001993284
254,182.29135941017094,257.35333861419343,493,8215,37952,0.019012443008250557
249,270.7396772150435,482.1128441421387,3427,28994,27399,0.06526915800350253
257,76.39579625610074,94.89860474835291,182,3575,25591,0.007864923987654038
262,1.146356016974279,1.1847437588709067,163,689,1323,0.001463905005948618
259,65.88379738844277,82.89398258980523,3408,13231,12600,0.031305044001783244
255,301.6594744755831,532.0553376287781,1738,21445,36140,0.04715994700381998
263,0.6251601750578145,0.6501345758132341,83,423,846,0.0010794650006573647
258,248.28117664256058,384.8237388586277,872,13056,39470,0.027290771002299152
261,0.3298004673368153,0.34749392054834216,48,249,443,0.0011715480068232864
266,0.770474232069102,0.786060633714634,82,379,824,0.0010663899884093553
267,0.1629376405563066,0.17906394514498003,30,104,242,0.0003977950109401718
265,131.27857576702903,172.22648004658504,322,5639,33343,0.012463175997254439
260,293.17782253408666,530.3132950673316,2656,26425,31002,0.057614537989138626
268,21.180105881071906,23.589171078382833,1181,4786,7408,0.011190720004378818
272,31.63734523500023,36.17203111256276,1668,6559,9031,0.015807051007868722
271,52.683122003360246,62.376088738330914,144,2601,21135,0.006418424003641121
274,0.46050905274454434,0.47758148896137687,58,285,630,0.0011128230107715353
264,215.68975444448787,363.2510426133141,4930,30788,21005,0.06899462798901368
277,0.12083186095258659,0.12155887006280341,25,92,164,0.00041797099402174354
278,0.07093912787522046,0.07751542150616608,5,30,73,0.00024377000227104872
270,127.68838348922488,182.02026939973823,5555,23644,15201,0.0526969849888701
280,4.923816616583457,5.211204836937254,359,1464,2884,0.00349479699798394
279,0.22579725208624962,0.2347190385048733,45,215,402,0.0009338560048490763
281,0.7642399037986706,0.7880945771524658,106,418,926,0.0011480860121082515
269,214.52587997174135,355.49428848341535,4986,30246,20754,0.06802508101100102
275,292.9254375558595,499.0032252916574,1490,19172,37525,0.04345806999481283
283,11.616178856532763,13.077301603619375,53,906,9541,0.0025195280031766742
273,167.14371713191534,256.6525580986495,5531,27574,17664,0.06151523500739131
285,6.967823650232476,7.618879158823695,46,717,7210,0.0016687610041117296
286,6.086444898131059,6.577052030492238,445,1804,3450,0.0038588510069530457
287,0,0,0,0,0,0.00014281499898061156
284,154.13494134818345,209.47308917369776,417,6819,35381,0.01493649699841626
276,140.09688776013255,205.0081797154176,5850,25242,15847,0.058640018993173726
288,5.583016138401631,5.842988580384223,388,1627,3066,0.0036784209951292723
289,0.21118738300313653,0.21709001933141092,29,118,282,0.00044249500206205994
291,1.6123390846616743,1.7183738578041408,213,834,1769,0.0017607129993848503
290,29.40512358923836,33.70544127430961,1452,6144,8776,0.013412025000434369
292,1.4701509586264554,1.5266773774861386,174,764,1652,0.0020292539993533865
282,297.1322163421367,532.1600218014034,2335,25352,32591,0.05813346900686156
293,0.3826874602792739,0.3936366464621788,62,275,575,0.000841581990243867
297,2.0711181729807877,2.141712137044446,226,915,1780,0.0021885760070290416
300,7.22287235847933,8.220165493556426,30,694,7340,0.0016540389915462583
299,62.453969281972654,76.05956403834588,154,2874,23550,0.006355709003400989
295,206.05573338852417,301.36581772514563,584,9605,39071,0.02232762100175023
301,21.35513682510237,24.07611093755722,63,1306,13446,0.003032241002074443
303,0.16623990094328972,0.17621112055762622,25,115,186,0.0004330730007495731
305,0.03704163173428319,0.037357614460821864,5,21,55,0.00026314200658816844
296,238.39699224147702,409.7571853287857,4284,30668,23419,0.06971344701014459
302,265.854963415008,418.067883892828,972,13812,39848,0.030039709992706776
294,182.59861602941237,285.8881766424511,5534,29198,18292,0.06378033700457308
306,47.13267380254002,56.244270688900535,2395,9249,10901,0.02024972200160846
308,2.032200180320904,2.152370877322959,210,864,1759,0.002171742991777137
298,240.34007453236717,412.53182728826465,4354,30883,23167,0.06911777099594474
310,17.0151960331467,18.827593727564405,1004,4034,6562,0.009468603995628655
311,0.0018876104659099303,0.0018876104659096837,3,6,15,0.00016734898963477463
313,30.706661662162656,35.45070787961434,1692,6571,9009,0.015078587995958515
307,90.0942944697964,118.19014698425657,4648,17683,13428,0.04267338498902973
304,175.92524911958301,273.60285213133875,5639,28902,18015,0.06580416198994499
315,206.24485570304037,302.89001735281215,638,10099,38947,0.02145453100092709
314,94.90941586273567,126.67009188595448,4893,18641,13834,0.0434004810085753
318,1.5538684352310816,1.6301930941293308,178,810,1788,0.0024111609964165837
312,296.8488079569477,524.3393823639967,1793,22117,35649,0.04918007300875615
316,262.00644507797466,417.85744638365344,928,14104,39642,0.031478029006393626
317,255.82497840891594,399.7076451316634,959,13914,39764,0.02981530399119947
319,147.688347545869,197.83578029584584,363,6333,34790,0.014518640004098415
309,183.230464092943,291.83310627963436,5463,29255,18591,0.06491649299277924
322,6.063510187661457,6.371083668179666,405,1631,3316,0.004032140990602784
323,25.670097894033898,29.12510266614497,1446,5670,8028,0.012995033001061529
321,209.05535041282081,308.72408135365066,581,9895,39103,0.021706721003283747
325,54.96144812783615,67.58469829456821,2867,11016,11592,0.025546834993292578
324,75.08271480511746,97.0500662991582,4156,15632,12815,0.03455582399328705
328,0.031959324531650256,0.03425144040314798,6,28,60,0.0002729960106080398
329,18.08101031430585,19.89072087159383,1098,4239,6716,0.00993816000118386
333,0.049003822107179615,0.0565480151503458,10,43,74,0.0002993789967149496
320,206.97850229247527,341.1350517257689,4930,30495,20624,0.0686852729995735
334,0.05078515254826141,0.05787579478439808,6,27,58,0.0002687300002435222
326,298.5941066412794,536.0758539798868,2028,23900,34070,0.09333233399956953
327,293.6542517208901,535.9727345355459,2439,25536,32434,0.05567699299717788
335,20.104771212169002,22.51086128390489,1133,4508,7149,0.010475439004949294
336,0.009859150315215356,0.009985169294058016,3,10,20,0.00021532199752982706
337,0.140858934834842,0.14102692659705363,12,54,108,0.000293654011329636
340,0,0,0,0,0,0.00014287600060924888
339,28.079359489634946,31.938713274890425,1566,6210,8635,0.01526578000630252
331,128.36431621217076,183.77966173335406,5494,23261,15543,0.06757342799392063
344,4.950585225767264,5.2898618685521885,348,1566,3085,0.003612649001297541
330,202.85136338403888,330.68955111299357,5319,30301,19653,0.06708209800126497
332,184.695120640771,289.3853282799609,5512,29070,18508,0.06462858300074004
346,0,0,0,0,0,0.0001371060061501339
338,98.71225672772434,133.4508723507486,4994,19264,14072,0.042309377997298725
343,67.42839712368556,85.41453696364671,3385,13423,12514,0.02919213600398507
347,0.01761430549489959,0.01761430549489973,3,8,22,0.000226902004214935
348,0.11541333843997037,0.1198887634778093,18,51,126,0.0003292600013082847
345,59.568033059654226,74.02808963887249,3485,12837,12061,0.02909743100462947
341,305.4646309629144,538.1293347076812,2031,23226,34661,0.051589427996077575
350,0.10339423551483905,0.10404477088004715,12,51,99,0.00031241799297276884
351,0.5819059552137471,0.6052608955991567,82,317,683,0.0009206230024574324
352,0.07958243700514227,0.08604603481441209,11,39,94,0.0003400280111236498
349,61.128729710586974,75.77564138875545,3243,12383,11920,0.027628098003333434
354,0.08676778414742667,0.08676778414742636,11,33,91,0.0002836170024238527
342,184.4381558258853,293.79770439910146,5545,29982,18555,0.06793734099483117
358,0.07114593521049409,0.07240404713916604,18,63,125,0.0003536609874572605
357,110.47540134260761,139.3735749881526,257,4503,30184,0.01015640000696294
359,0.0038033030191966894,0.0038033030191967354,1,4,5,0.00022349899518303573
360,0.49340970382270555,0.500947144597033,72,371,689,0.0010605900024529546
353,226.28144689761535,383.41349813981185,4555,30829,22233,0.06636695899942424
362,20.42143267595871,23.5149522004015,76,1276,11848,0.002951823000330478
363,0.007387754980497973,0.007387754980497929,4,10,23,0.00021749601000919938
356,270.6973234334026,438.8749690752369,1063,14975,39444,0.036132374007138424
364,9.573832166154872,10.399487186854309,591,2546,4612,0.005975986001431011
365,34.50072920532171,39.624046089615355,1878,7476,9558,0.017155980007373728
366,9.259935776513768,9.94554333470518,577,2355,4308,0.0062479569896822795
355,147.6257812001851,220.51036805322303,5713,26618,16330,0.061087278998456895
367,0.34435464347742445,0.3501043727827252,45,179,388,0.0006493850087281317
370,0.4931176114225289,0.5067704673463961,75,302,609,0.0009083589975489303
361,270.9207825614308,484.2504318791561,3628,30081,26229,0.06283995800185949
374,0.027298619926547755,0.027453052935165867,6,22,51,0.00025433700648136437
375,38.497092614573766,44.02463757527683,98,1840,16853,0.004127546999370679
377,0.03786850807857912,0.03821667001941009,11,37,95,0.0002925749868154526
373,248.5154835171356,383.1712739350342,807,12870,39986,0.027056519989855587
378,0.36750074118756426,0.3784197742910055,57,219,434,0.000735035995603539
372,304.3202461229801,526.4713121781199,1615,20756,36913,0.04572766899946146
369,147.88737097226183,218.14364921347425,5733,25853,16195,0.05709017200570088
368,172.88771840535097,270.6999352883442,5646,28707,17760,0.06399182800669223
380,0,0,0,0,0,0.0001816380099626258
382,33.36686803287631,38.66961617906168,117,1768,15647,0.00401768900337629
379,216.6020001505043,318.86044996832607,659,10560,39352,0.022862611003802158
371,180.04113129644034,276.3663259002243,5703,28888,17740,0.060642690004897304
376,296.94638628934985,530.4584237618184,2717,26805,30847,0.05909375399642158
381,146.27688121522343,196.2994855959624,355,6366,34373,0.014153009993606247
385,35.66251315875547,41.27410197765232,1861,7317,9465,0.01661888899980113
387,0.038593291066891605,0.03905225247683752,5,15,58,0.00023952800256665796
389,0.011748170054232527,0.011748170054232676,2,11,27,0.00018043300951831043
388,0.2738763555415588,0.2811715242604258,41,170,390,0.0005309929983923212
392,0.4688894813815917,0.49202929002308227,71,327,695,0.0009928240033332258
391,0,0,0,0,0,0.00014046700380276889
384,285.9041172000947,513.7784726076693,2772,27640,29965,0.05558520300837699
395,0.042894045634783655,0.04968821248564537,8,23,58,0.00023181700089480728
393,132.62858377732107,174.62400119797985,330,5631,31884,0.012476156989578158
397,0.046503599616501884,0.046503599616501856,2,11,34,0.00021469099738169461
390,95.57477969936473,129.86183506699,4913,19306,13920,0.044921852997504175
