id,graph,budget,agent,policy,transmission_rate,transmission_known,compliance_rate,compliance_known,discovery_rate,snitch_rate,from_cache,trial_id,seed
221,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mh30.json,0,55680
222,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,ma27.json,0,46717
223,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,md27.json,0,87092
224,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mb19.json,0,50859
225,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,ml26.json,0,26309
226,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,ml17.json,0,87455
227,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,ma35.json,0,63734
228,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mg18.json,0,70467
229,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mj8.json,0,52662
230,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mm27.json,0,98506
231,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,ml8.json,0,12688
232,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mn34.json,0,25342
233,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,md21.json,0,37157
234,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mi11.json,0,67863
235,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mh18.json,0,52083
236,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mg13.json,0,65733
237,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,ma23.json,0,89045
238,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,me18.json,0,34698
239,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mo28.json,0,80623
240,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,ml31.json,0,22671
241,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mk30.json,0,25184
242,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mn31.json,0,93384
243,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mk24.json,0,42107
244,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mp21.json,0,86202
245,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mg17.json,0,51663
246,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mm25.json,0,15708
247,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mn22.json,0,91906
248,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mm29.json,0,49811
249,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mb13.json,0,2811
250,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,mh25.json,0,56250
251,montgomery,750,binary_segmented_greedy,A,0.05,True,-1.0,True,1.0,1.0,ml19.json,0,72082
