id,milp_obj,expected_obj,is_optimal,I_size,v1_size,v2_size,time
42,109.84272047662421,141.06115830573128,,258,4809,30903,0.010669797999980801
43,6.850396683082918,7.3146815953419155,,461,1885,3523,0.004977249000148731
44,0.002716734889718659,0.002716734889718686,,1,5,13,0.0007027709998510545
45,0.0017850895905197751,0.001829837358391262,,1,3,9,0.0006675229997199494
48,0,0,,0,0,0,0.00021725100032199407
47,11.081077674361342,12.033689973005432,,679,2847,5068,0.006759799000064959
40,304.4122762121593,544.3389375015868,,2067,24118,33971,0.050176355000076
49,45.23934789874942,53.497541189687375,,2444,9263,10820,0.021598604999780946
51,12.353062005679249,14.002892461890772,,44,932,9100,0.002650401999744645
50,7.165187492468594,8.150763611651682,,35,765,8566,0.00240086100075132
52,27.69082235323694,31.90371437964287,,76,1587,14578,0.004146567000134382
54,7.051004257926948,7.4169703643642455,,493,2077,3837,0.005423446999884618
53,131.02192592103611,169.89870724958328,,316,5524,32867,0.012097814000298968
46,108.85115050148646,150.69387556627228,,5318,21421,14386,0.04848649699943053
56,0.04754264752935753,0.05006080872827945,,4,25,52,0.0003617049997046706
57,0.005942050999537457,0.006199435436519574,,3,14,20,0.0003137880003123428
55,68.65026470690802,87.30253703322306,,3712,14431,12779,0.032839021999279794
59,0.5141682471334763,0.5332304624386298,,85,353,677,0.0015088589998413227
62,1.8637371728274184,1.961482986472474,,210,930,1999,0.0027135379996252595
61,55.86179165408634,67.35170908256796,,153,2672,21614,0.006344437999359798
58,252.69196076588128,400.7693981838851,,908,13737,39662,0.029622140000356012
65,1.961429433585911,2.0551601862919773,,220,917,1817,0.0024071209991234355
60,263.9824659906901,436.2996433374807,,1098,15810,39132,0.03478922100021009
64,0.056692126413760105,0.057483080904331185,,8,36,59,0.0005938790000072913
66,9.65516066697585,10.340581230921735,,574,2404,4417,0.0058986750000258326
67,39.264534622644454,45.009857310020024,,105,1949,17203,0.004468457000257331
63,84.89722771878998,111.21981075159175,,4250,16315,13312,0.035207126999921456
69,0.018528334253219394,0.018619402796080875,,2,10,22,0.00040953799998533214
68,71.46883712794734,88.16699266412408,,180,3400,24897,0.007752028000140854
70,0.043641018104224376,0.043641018104224494,,1,9,12,0.0007451709998349543
71,0.02319479814554892,0.023222535329442184,,4,13,27,0.0008123469997372013
72,1.5768351106726206,1.6726094717892233,,201,851,1709,0.0020813559995076503
73,0.6118715256061203,0.6297374326680144,,68,315,678,0.0009568939995006076
76,0,0,,0,0,0,0.00021314299920049962
75,0.2962824006682978,0.31385862909544315,,49,187,387,0.0011567309993552044
77,0,0,,1,0,0,0.0005859929997313884
78,0.006656825635417456,0.006656825635417363,,2,6,9,0.0006742770001437748
81,0.10129585508976122,0.10243493345250365,,10,56,136,0.0003153589996145456
82,0,0,,0,0,0,0.0001368510002066614
83,64.70307854687861,78.9395221545134,,162,3059,23621,0.0071231519996217685
86,0.9454468676358319,0.9967183887902537,,114,543,1199,0.0011867789999087108
74,152.90087624896486,229.40408109441867,,5815,27107,16539,0.07927142900007311
88,0,0,,0,0,0,0.00013581999974121572
89,0.11210392799220913,0.11223213801423804,,20,65,169,0.00033051899936253903
80,255.45320643864238,450.05114078068164,,4015,30599,24743,0.06603425599951152
79,122.36309851247799,169.82076183018054,,5647,23201,14731,0.04895698699965578
84,264.98871320331517,425.39055772837344,,993,14664,39651,0.03026285000032658
90,0,0,,0,0,0,0.00013573299929703353
85,302.5381012567979,532.5953655777744,,1748,21614,36061,0.046627089999674354
93,0.33837549055511523,0.34232727028417287,,52,190,414,0.0005889020003451151
91,56.40537007711586,69.3783961795472,,3055,11921,11894,0.026518767999732518
95,0.0502033930495118,0.05060730262135793,,5,21,56,0.0002272809997521108
96,0.09695955473429956,0.09928176658547172,,17,56,135,0.00031946299986884696
87,233.01043217888846,395.57994553809533,,4564,30919,22426,0.06644413300000451
94,79.52981133735935,103.42193950606595,,4198,15844,13127,0.03514632899987191
100,0.1280479457015307,0.1361836328931002,,16,74,172,0.00036593400000128895
98,119.94556332194767,154.36583333089712,,263,5102,31559,0.011109021000265784
101,0.0854320477278761,0.09180385241747202,,12,59,104,0.0002997660003529745
99,46.08829650105041,54.94613804095878,,2519,9403,10642,0.021243014999527077
92,223.93299772221945,371.086629926098,,4747,30444,21666,0.0655171779999364
97,65.35057181619939,82.83571865796787,,3720,13947,12237,0.030722335999598727
103,44.809927288345484,53.86669631394688,,2371,9243,10771,0.021531964000132575
106,0,0,,0,0,0,0.00013007000052311923
105,28.696340380155956,33.01205385862658,,91,1536,14534,0.00372364299983019
107,0.615865346316752,0.6487516913114345,,61,287,655,0.0007823719997759326
104,28.304986162295467,32.17809922717861,,1575,6133,8556,0.015255685000738595
108,44.263791692627414,52.297759431478525,,111,2125,18622,0.004591045000779559
109,16.747068596259346,18.72180022197176,,63,1072,10878,0.0024511460005669505
111,0.11382405859373594,0.12181104720598457,,21,97,191,0.0003658659998109215
102,276.57958940764166,493.08339606032723,,3281,29015,27754,0.07634498300012638
112,76.04697166173753,92.49099218308034,,184,3277,25272,0.007019052000032389
113,35.19374316349896,41.246122347390425,,90,1805,16164,0.003929904999495193
115,0.03468878061667613,0.03468878061667624,,6,18,49,0.00021531200036406517
114,9.685155622796662,10.527169741922677,,552,2475,4526,0.006627187000049162
110,298.5558404785889,523.5008387725625,,1725,21102,36276,0.046525260999260354
116,86.18825816055086,108.7284473905346,,221,3818,27014,0.009822058999816363
117,48.54809957580631,57.54865815979437,,2552,9743,11026,0.023235399000441248
122,0.0034458947408854217,0.0034458947408855245,,3,12,12,0.00018352499955653911
120,49.043412930662974,57.93934326640194,,137,2291,20232,0.0054608899999948335
121,84.69002356561397,104.40180179528157,,210,3747,27131,0.00808288500047638
123,46.9420467182679,56.26057087018138,,2526,9830,11057,0.02218086500033678
126,0.029317578323225447,0.032368273314401064,,2,9,18,0.0001796039996406762
119,292.754960795142,502.71982785702005,,1410,19246,37818,0.042109965000236116
128,0.21020547931721353,0.2186293176760652,,19,97,252,0.0003938959998777136
127,44.57970809814903,53.019678674072054,,2461,9435,10702,0.020135394999670098
130,0.2507912313144856,0.2593129908446288,,35,141,332,0.0005275630001051468
131,22.07480486843601,24.7228737915097,,1187,4725,7311,0.010458383000695903
118,217.66149049970568,363.4967796292852,,5000,30476,20964,0.07826740900054574
125,287.08741205781416,494.87386535031993,,1375,18479,37945,0.04055044300002919
124,279.5228002659725,471.87606923327695,,1226,17773,38598,0.03969890900043538
133,0.26094638482914634,0.2689742524398473,,42,152,375,0.0012000529995930265
134,132.93403167906757,173.35372976979906,,333,5651,32865,0.012144993000219984
137,3.6713632027602987,3.8794355479844125,,306,1260,2428,0.002882871999645431
132,244.22455550274074,378.1023963461979,,797,12188,39994,0.025668347999271646
129,296.67741923684514,534.1365790970899,,2587,26368,31501,0.05678997300037736
138,6.657298603171818,7.517640720633322,,29,602,6533,0.0014133810000203084
140,6.83977682133092,7.339021755330641,,502,2025,3778,0.004677517000345688
139,56.71020681611752,69.62554605996068,,3037,11369,11744,0.025614025000322727
141,13.873036558808982,15.090266705891235,,835,3307,5679,0.007485855999220803
143,18.044274278746897,20.641558433273627,,54,1133,11320,0.0025275030002376297
136,298.82658379036485,522.7936302237752,,1617,20852,36674,0.0422280069997214
144,0.021773529329692873,0.021884506866522213,,5,23,41,0.0002404689994364162
135,132.91952152806476,192.06352637181345,,5711,24502,15457,0.05243307399996411
146,18.651185292684023,20.489608696372862,,69,1126,11710,0.0024859120003384305
142,165.67878740923612,230.9280170987972,,451,7598,36814,0.023327980000431126
147,96.00134481973176,120.28904004476975,,262,4276,28643,0.01230436700006976
148,29.489275446169756,33.688206399327186,,1551,6138,8722,0.01732412299952557
152,27.53902598080224,32.44291380561599,,98,1571,14421,0.003409443999771611
151,65.12534787890324,81.13647069140043,,162,3111,23977,0.007058808999317989
153,1.2358741006848006,1.2861448780403246,,153,656,1402,0.0016247229996224632
150,198.83095512946633,284.3432497864645,,540,8846,38250,0.019217209000089497
154,4.922046657521731,5.221775745143251,,386,1561,3009,0.0036470410004767473
145,267.24563728158734,474.5298281778212,,3619,29778,26400,0.06571479400008684
149,165.89448836515217,226.06878360486962,,440,7235,36306,0.01647912200041901
155,7.315912730205268e-05,7.315912730210261e-05,,1,3,1,0.00017842399938672315
159,0.0060926248601212915,0.0060926248601215205,,2,5,14,0.00020824100010941038
161,50.47902011846389,59.9141218103145,,129,2434,20696,0.00536703000034322
157,84.28428096469125,110.18338377927198,,4449,16963,13331,0.04681879500003561
164,0.7443540540234839,0.7881128206188722,,117,433,944,0.0011528249997354578
156,295.37875800335877,533.5465935584102,,2393,25401,32348,0.054257015000075626
165,0.5133858422184665,0.5475856677391967,,74,301,701,0.0008256460005213739
166,16.572168233326185,18.541824806822962,,60,1024,10752,0.0022800440001446987
158,288.7793736615606,490.5514833572273,,1407,18817,37657,0.04324151500077278
167,11.063472992801403,11.953097279621261,,770,2995,5156,0.00658098100029747
162,91.17101496440344,122.41262417936942,,4618,18092,13874,0.0389893330002451
160,109.9081222804929,150.82095168373405,,5316,20939,14347,0.04574934100037353
170,0.28045519819265147,0.2941472017111316,,35,150,335,0.0005134220000400092
171,0.14257251812796445,0.146557508065004,,20,89,200,0.0003313979996164562
163,127.49897675739739,181.4757651191643,,5708,23882,15358,0.05358885999976337
168,94.64905205285638,124.94545025702773,,4813,18445,13765,0.04180231499958609
174,13.71016385020877,14.8344395442677,,792,3286,5628,0.007674743999814382
172,243.36780862127836,381.4879139918747,,851,12957,39916,0.027556103999813786
178,0.09891746907241568,0.10553600017089637,,12,49,97,0.00028520500018203165
176,4.958233409934101,5.178368938113262,,338,1417,2790,0.003428809000070032
173,92.75752124367776,124.60583614667824,,4756,18279,13829,0.040411037000012584
179,0.04167747127191861,0.0422570322162783,,9,48,109,0.00028037300035066437
180,4.449541628810115,4.712481400865175,,330,1427,2843,0.003073644999858516
177,199.48821587534331,285.50190721183276,,541,8977,38395,0.019079376000263437
169,166.047509249557,256.9868528675293,,5771,28344,17326,0.05985970199981239
182,112.14188819028966,143.22522038878333,,260,4801,30452,0.010609876000671647
175,273.6813779761283,489.38761770033886,,3252,29252,28020,0.06283474399970146
184,0.10984562129809841,0.11208082558655386,,15,50,139,0.00031993299944588216
185,0.014063025959748605,0.014063025959748399,,1,10,19,0.00018146099955629325
183,68.2098806497823,85.95366544502279,,3691,13893,12392,0.030639285000688687
187,0.02427762775575624,0.024345997724970925,,7,24,47,0.00022288499985734234
188,56.39052577813933,67.7390632610022,,151,2576,21598,0.005705951999516401
191,0,0,,0,0,0,0.00014419600029214052
192,17.25404170756542,18.985552172819588,,963,3833,6407,0.008458772999802022
189,177.4981611614984,248.1005425761174,,452,7654,36813,0.016516597000190814
193,2.8548022801335917,3.0136442336320863,,230,1053,2127,0.00247439599934296
181,169.91312153564607,262.37364366248454,,5738,28554,17436,0.06158081100056734
194,0.10385237324482292,0.11624303755188681,,9,48,114,0.00028678700073214713
186,294.67283948331084,510.57825076599556,,1520,19811,37203,0.06488884300051723
195,1.8849310095591236,1.9865796218402292,,195,817,1748,0.001938293000421254
196,11.22397968706701,12.101600373855748,,646,2696,4780,0.006026426000062202
190,266.56012351163076,475.75743413943866,,3694,30017,25870,0.06505020499935199
198,0.15504801185897915,0.15896023877601295,,23,73,176,0.0003672419998110854
199,71.4873811994102,90.24317467589071,,3835,14387,12641,0.03268956300053105
203,2.4651836246553795,2.6129368318753623,,240,997,2066,0.00223754899980122
201,23.648496007257332,26.701820941745392,,1400,5617,8049,0.014398708999578957
204,5.052704801848923,5.683265393019959,,23,443,4959,0.001119614999879559
206,0.017082305172076047,0.017162523534643426,,3,12,25,0.0002023760007432429
197,266.7072300922948,480.6395256356069,,3581,29885,26457,0.06460920900008205
205,139.3839272574424,186.27504115683675,,328,5941,33447,0.015400242000396247
200,96.55927450407398,131.34331020267348,,4937,19559,13847,0.043534127000384615
207,47.713806820880556,57.06854194284925,,2698,10101,10979,0.023151475000304345
210,4.32013431682216,4.536546957872762,,340,1438,2763,0.003201890000127605
208,0.015719627477954985,0.015719627477954967,,4,13,23,0.00022190999970916891
202,116.2889293260532,160.6513533220977,,5255,21443,14746,0.04666777400052524
211,16.804829057599076,18.624623262446942,,969,3808,6218,0.009071542999663507
213,4.437279535404479,4.68447684455737,,328,1429,2836,0.0032973449997371063
214,0.37852208018702915,0.3845171192603357,,56,238,492,0.0007029549997241702
212,13.82153144702275,15.802499752428576,,51,992,9872,0.002372895000007702
209,300.8055390939201,517.2650761687529,,1522,19907,37130,0.04398778799986758
217,0.01498838666007653,0.015273735333469318,,6,15,32,0.00019814999996015104
218,16.747568384015963,18.75994067450806,,934,4033,6586,0.00932067800022196
219,8.202811079797135,8.951412361699916,,49,708,8344,0.0016622269995423267
220,3.1346759848905217,3.54269095051385,,20,374,3594,0.0009278640000047744
215,194.15731930486942,282.7354557557307,,569,9477,38199,0.02054383099948609
221,0.046627905415368265,0.04874355816751086,,6,33,84,0.00024628099981782725
222,0.422122884465054,0.43194350880832344,,51,235,549,0.0009127550001721829
216,268.299728054777,438.23369522898133,,1020,15396,39447,0.03207752300022548
223,0.386784639662454,0.40206360686319276,,50,251,542,0.0007380940005532466
225,0.8419823390507137,0.8788440695883196,,126,519,1076,0.0014654050000899588
224,50.63595632792582,60.70065752319637,,2822,10623,11183,0.024082736000309524
227,0,0,,0,0,0,0.00014592300067306496
230,0.2852704966697288,0.29808065592213284,,40,187,399,0.0005402449996836367
229,84.37214658214285,106.05621340607482,,197,3689,26423,0.008343579999745998
232,0,0,,0,0,0,0.0001320530000157305
228,51.11919506905025,62.254217567337534,,2753,10400,11243,0.02345160000004398
231,51.84339705554499,62.03692358083164,,139,2533,20897,0.0060938520000490826
233,24.67531873247203,27.880219027648714,,1328,5349,7701,0.01178846299990255
226,148.26614181620732,217.65350374244088,,5812,26165,16313,0.056371097000010195
237,6.032151088547731,6.361816876227882,,401,1751,3429,0.0039066120007191785
239,1.2734988461575734,1.336357715942547,,166,708,1480,0.0016275970001515816
234,270.235855839682,434.66919311880076,,1067,15002,39549,0.03227902900016488
240,0.052461997174653476,0.0577910031627642,,9,61,112,0.00033311300012428546
241,0.07391888269311606,0.07563443327428365,,22,57,112,0.000346208999872033
243,9.393976031140259,10.104951672409486,,570,2393,4449,0.005289667999932135
235,95.40784910201423,127.82186551389935,,5056,19352,13597,0.04375444899960712
242,0.020970004220996596,0.02097000422099682,,4,29,48,0.0008238989994424628
246,0.7884634080059391,0.8477642343388115,,100,468,1025,0.0012034230003337143
236,231.7946193747016,392.78753556006234,,4616,30626,22362,0.0650970579999921
244,17.38237305093372,19.336585794986906,,1039,4139,6467,0.011481362000267836
238,104.62131660112563,143.18316040838312,,5105,20608,14202,0.044999552000263066
247,7.929011309792642,8.563085732473986,,548,2192,4039,0.00514868799928081
248,0.1820563822992764,0.18738684186323074,,20,93,208,0.00038669799960189266
245,73.93037372322877,93.55654604300294,,3922,15066,12659,0.03430629600006796
250,1.6557440986948255,1.7357697150561364,,197,821,1727,0.0019250239993198193
253,0.017773657139998796,0.0177736571399989,,1,7,16,0.00018290400021214737
251,81.03310673492216,105.13696434636203,,4214,16023,13175,0.03511654399972031
256,1.0838458867725362,1.1282227782076897,,164,708,1435,0.0017126359998655971
252,208.74306713860148,304.3528149378107,,642,9935,38711,0.02159766699969623
249,270.54029532657086,482.87655386885547,,3427,28994,27399,0.060426967999774206
257,77.17167182378545,95.80187673750804,,182,3575,25591,0.0078318070000023
254,182.68367400792104,258.0118373168791,,493,8215,37952,0.02674758600005589
261,0.3298004673368153,0.34749392054834216,,48,249,443,0.0007425209996654303
259,66.43212579628612,83.37544703584673,,3408,13231,12600,0.030027767000319727
262,1.146356016974279,1.1847437588709067,,163,689,1323,0.0017334059994027484
258,247.29465260491003,383.97066658556264,,872,13056,39470,0.028604367999832903
255,301.28025881458774,530.5696433964654,,1738,21445,36140,0.04653790399970603
263,0.6251601750578145,0.6501345758132341,,83,423,846,0.0011260219998803223
266,0.770474232069102,0.786060633714634,,82,379,824,0.0010480820001248503
265,130.19697109002868,170.88800911072454,,322,5639,33343,0.014215249999324442
260,293.1036679902084,529.048458373923,,2656,26425,31002,0.05510016599964729
268,21.25172192777155,23.708908772210233,,1181,4786,7408,0.011521864000314963
267,0.1629376405563066,0.17906394514498003,,30,104,242,0.000639587000478059
271,51.65063270353278,61.29234212911896,,144,2601,21135,0.005583035000199743
272,31.502557581807203,35.86490060832176,,1668,6559,9031,0.015011640000011539
274,0.46050905274454434,0.47758148896137687,,58,285,630,0.000836616999549733
277,0.12083186095258659,0.12155887006280341,,25,92,164,0.000382958000045619
264,216.04975940781696,363.8016002073605,,4930,30788,21005,0.06358635400010826
278,0.07093912787522046,0.07751542150616608,,5,30,73,0.0002456150004945812
279,0.22579725208624962,0.2347190385048733,,45,215,402,0.0006616069995288854
280,4.883143132342237,5.187527053245899,,359,1464,2884,0.0035396639996179147
270,127.43422152730436,181.77670598447483,,5555,23644,15201,0.049721898000825604
281,0.7642399037986706,0.7880945771524658,,106,418,926,0.0011706380000759964
275,294.02383099425106,499.68394307508987,,1490,19172,37525,0.04234932999952434
283,11.728533033629985,13.153443597707614,,53,906,9541,0.0021126880001247628
269,213.57864036927796,354.1634388681866,,4986,30246,20754,0.06748966800023481
285,6.967823650232476,7.618879158823695,,46,717,7210,0.0016431820004072506
273,167.7089060475149,257.5765329369942,,5531,27574,17664,0.05933847400046943
286,6.07600326523444,6.527195338210355,,445,1804,3450,0.0036119699998380383
287,0,0,,0,0,0,0.00014231800014385954
284,152.56052273754867,207.78119922387128,,417,6819,35381,0.015432410999892454
288,5.441209476632361,5.714699547611822,,388,1627,3066,0.0037377399994511507
289,0.21118738300313653,0.21709001933141092,,29,118,282,0.0005158479998499388
276,140.4347337419314,205.52989072964553,,5850,25242,15847,0.05582751299971278
290,29.235789873138025,33.514289116527685,,1452,6144,8776,0.014132418999906804
282,296.5275946270826,532.2822593605148,,2335,25352,32591,0.055945428000086395
292,1.3599082955075028,1.4168808125594903,,174,764,1652,0.0019851750002999324
293,0.3826874602792739,0.3936366464621788,,62,275,575,0.0007721179999862215
291,1.599935018181466,1.678958539324368,,213,834,1769,0.002639690999785671
297,2.1460871152702135,2.208015175372438,,226,915,1780,0.002460286000314227
295,205.93206693325166,301.104362585995,,584,9605,39071,0.020669487999839475
300,7.22287235847933,8.220165493556426,,30,694,7340,0.0015643519991499488
299,61.730423772882276,75.02848781348163,,154,2874,23550,0.006677370000033989
301,21.53945929455704,24.431915470530537,,63,1306,13446,0.00300937999963935
303,0.16623990094328972,0.17621112055762622,,25,115,186,0.00042828799996641465
305,0.03704163173428319,0.037357614460821864,,5,21,55,0.00024256300002889475
296,239.59237294940488,412.8001201985567,,4284,30668,23419,0.06342004700036341
294,182.76902822266712,286.6634916745678,,5534,29198,18292,0.06673142199997528
302,261.16430445643755,412.5893407432193,,972,13812,39848,0.030233090000365337
308,2.0142822901395516,2.130851045809003,,210,864,1759,0.0020760409997819806
306,46.496119920447704,55.570389318981476,,2395,9249,10901,0.020539761999316397
298,241.33289924443514,413.7557915523085,,4354,30883,23167,0.07920268399993802
310,17.154068333894074,19.00435972463541,,1004,4034,6562,0.0093383339999491
311,0.0018876104659099303,0.0018876104659096837,,3,6,15,0.00019056599921896122
307,90.30285371752355,118.37952305132299,,4648,17683,13428,0.04059186199992837
313,30.613080042523542,35.322879340599485,,1692,6571,9009,0.014617011999689566
318,1.5550340787838541,1.6311872817418953,,178,810,1788,0.0019440119995124405
314,94.80484478306819,126.17422372530092,,4893,18641,13834,0.06706127200050105
315,207.80605175256932,305.44656722183316,,638,10099,38947,0.02184001800014812
312,297.3633308171288,525.6138811309856,,1793,22117,35649,0.045643416000530124
304,176.31698865276732,274.30771110183474,,5639,28902,18015,0.09848923499976081
316,263.64080580833917,420.618589045796,,928,14104,39642,0.0302256099994338
319,146.5686915011035,196.23875593692068,,363,6333,34790,0.0159661479992792
317,255.0927461416999,399.59137841788436,,959,13914,39764,0.02930330499930278
322,5.97533395514744,6.290472797735647,,405,1631,3316,0.0038529350003955187
309,183.34090731925158,292.1438206855085,,5463,29255,18591,0.0666718390002643
323,25.51691017811263,28.971151753346724,,1446,5670,8028,0.012883931000033044
321,206.22879139411393,304.7003043107213,,581,9895,39103,0.021985306000715354
325,55.052334144789604,67.4833682464003,,2867,11016,11592,0.02492500799962727
328,0.031959324531650256,0.03425144040314798,,6,28,60,0.0002502770003047772
324,75.8119055125501,97.51200540963089,,4156,15632,12815,0.03515920500012726
329,17.603291350468172,19.455742811366186,,1098,4239,6716,0.009369605999381747
333,0.049003822107179615,0.0565480151503458,,10,43,74,0.00027267099994787714
326,297.81276663340776,535.0120687329753,,2028,23900,34070,0.05165651999959664
334,0.05078515254826141,0.05787579478439808,,6,27,58,0.00024075300007098122
320,205.55419369937215,339.5509578424202,,4930,30495,20624,0.06672644199989008
335,19.947154492837594,22.453432620120957,,1133,4508,7149,0.011116876999949454
327,295.68563440437606,538.8571560605616,,2439,25536,32434,0.05281908600045426
336,0.009859150315215356,0.009985169294058016,,3,10,20,0.00019197800065740012
337,0.140858934834842,0.14102692659705363,,12,54,108,0.0004942799996570102
339,27.65332271434042,31.50144110552572,,1566,6210,8635,0.013795659000606975
340,0,0,,0,0,0,0.00014005499997438164
344,5.108791582162162,5.454525522819077,,348,1566,3085,0.0034238510006616707
331,129.02969349133022,184.48339626389534,,5494,23261,15543,0.0508660539999255
330,202.59766890776922,330.4370926976338,,5319,30301,19653,0.06585385800008225
346,0,0,,0,0,0,0.00014630300029239152
332,185.6532928897793,290.97524212242234,,5512,29070,18508,0.06525383400003193
338,99.35317045506962,134.46485256858304,,4994,19264,14072,0.043112447000567045
343,66.96196750984973,84.7834015020814,,3385,13423,12514,0.03030992799995147
347,0.01761430549489959,0.01761430549489973,,3,8,22,0.00044126700049673673
345,60.15117109184581,74.81132269824165,,3485,12837,12061,0.028095603000110714
348,0.11541333843997037,0.1198887634778093,,18,51,126,0.0003248430002713576
341,304.128233655973,536.4867401677648,,2031,23226,34661,0.05330082299951755
350,0.10339423551483905,0.10404477088004715,,12,51,99,0.00027614800001174444
351,0.5819059552137471,0.6052608955991567,,82,317,683,0.0007704820000071777
349,61.2201095611711,75.80461404918907,,3243,12383,11920,0.027359491999959573
352,0.07958243700514227,0.08604603481441209,,11,39,94,0.00026348899973527296
354,0.08676778414742667,0.08676778414742636,,11,33,91,0.000250579000748985
342,185.46232772825894,294.77203274561697,,5545,29982,18555,0.06598251800005528
358,0.07114593521049409,0.07240404713916604,,18,63,125,0.000327601000208233
359,0.0038033030191966894,0.0038033030191967354,,1,4,5,0.00018599800023366697
357,109.60860615180407,138.58557700345202,,257,4503,30184,0.011787782000283187
360,0.49340970382270555,0.500947144597033,,72,371,689,0.0008982830004242714
356,272.44925355083365,442.30408065695644,,1063,14975,39444,0.03200882900000579
353,226.38976352160412,383.58753090137924,,4555,30829,22233,0.068695817999469
362,20.801364531925437,23.858333193459924,,76,1276,11848,0.0028238290005901945
363,0.007387754980497973,0.007387754980497929,,4,10,23,0.000178027999936603
364,9.685226043315694,10.513093134802267,,591,2546,4612,0.005800357999760308
355,148.44957183176263,221.4809485631592,,5713,26618,16330,0.0592906989995754
365,34.99567205559084,40.185525699238795,,1878,7476,9558,0.016451094999865745
366,9.01220537019685,9.642645689803626,,577,2355,4308,0.005494484999871929
367,0.34435464347742445,0.3501043727827252,,45,179,388,0.0005667279992849217
370,0.4931176114225289,0.5067704673463961,,75,302,609,0.0008091439995041583
361,270.4533347954662,483.7424516507368,,3628,30081,26229,0.06636730299942428
374,0.027298619926547755,0.027453052935165867,,6,22,51,0.000315581999529968
375,38.81020234646365,44.31027384350684,,98,1840,16853,0.004092262999620289
377,0.03786850807857912,0.03821667001941009,,11,37,95,0.00026155399973504245
378,0.36750074118756426,0.3784197742910055,,57,219,434,0.0007322629999180208
373,247.8220863817636,382.20255734120576,,807,12870,39986,0.026923905000330706
372,303.7607521795234,525.562702856349,,1615,20756,36913,0.04478343200025847
369,148.08383908641414,218.01791392204265,,5733,25853,16195,0.05703499199989892
368,171.96163771962856,269.60343275134045,,5646,28707,17760,0.0633209949992306
380,0,0,,0,0,0,0.0005386210004871828
382,33.250527594593606,38.59615331291106,,117,1768,15647,0.003786209999816492
379,216.3446213623221,318.9224417525245,,659,10560,39352,0.02272980300040217
381,148.80964330261006,199.09547340453665,,355,6366,34373,0.01618038400010846
371,180.080044163935,276.2668462283424,,5703,28888,17740,0.07904118799979187
376,296.1880923708552,529.9986990748026,,2717,26805,30847,0.05928186100027233
385,35.90461202934891,41.626969899953075,,1861,7317,9465,0.016221379999478813
