G,budget,policy,transmission_rate,transmission_known,compliance_rate,compliance_known,snitch_rate,from_cache,k_1,k_2,trial_id,infection_count,infections_step
montgomery,750,none,0.05,True,-1,True,1,mont.json,0.07,0.7,9,40621,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 432, 743, 1156, 1797, 2698, 3783, 4894, 5484, 5465, 4590, 3408, 2242, 1359, 880, 489, 272, 168, 77, 51, 14, 7, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,0.08,0.7,9,40324,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 448, 686, 1160, 1715, 2594, 3578, 4783, 5492, 5354, 4640, 3371, 2363, 1491, 890, 539, 304, 159, 85, 36, 19, 2, 5, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,0.08,0.7,4,40341,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 471, 715, 1188, 1830, 2717, 3840, 4837, 5506, 5277, 4477, 3241, 2250, 1450, 879, 472, 274, 154, 80, 38, 26, 8, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,0.07,0.7,1,40491,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 475, 744, 1089, 1752, 2539, 3579, 4732, 5434, 5286, 4593, 3471, 2456, 1570, 955, 552, 307, 171, 92, 40, 29, 10, 5, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,0.08,0.7,3,40333,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 464, 729, 1182, 1933, 2876, 3974, 5065, 5527, 5303, 4299, 3142, 2096, 1306, 813, 438, 279, 146, 88, 36, 21, 6, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,0.08,0.7,5,40566,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 461, 766, 1185, 1883, 2684, 3807, 4865, 5516, 5349, 4504, 3290, 2273, 1393, 852, 499, 302, 159, 91, 48, 21, 4, 4, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,0.08,0.7,6,40181,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 490, 730, 1127, 1782, 2683, 3704, 4690, 5334, 5277, 4372, 3367, 2281, 1534, 886, 552, 346, 196, 107, 75, 22, 11, 4, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,0.07,0.7,6,40649,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 462, 747, 1207, 1893, 2834, 4004, 5012, 5572, 5365, 4439, 3320, 2128, 1266, 762, 438, 274, 156, 93, 42, 19, 4, 2, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,0.07,0.7,7,40456,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 482, 785, 1221, 1826, 2724, 3797, 4874, 5468, 5260, 4409, 3266, 2241, 1393, 901, 536, 305, 185, 102, 47, 16, 5, 2, 1, 0]"
montgomery,750,none,0.05,True,-1,True,1,mont.json,0.08,0.7,0,40387,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 452, 695, 1126, 1763, 2642, 3697, 4771, 5246, 5257, 4555, 3487, 2420, 1483, 898, 549, 304, 223, 105, 57, 26, 18, 1, 2, 0]"
