G,budget,policy,transmission_rate,transmission_known,compliance_rate,compliance_known,discovery_rate,snitch_rate,from_cache,agent,trial_id,q_age_count,infection_count,infections_step
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,0,"[0.04283818400666646, 0.0791591394317622, 0.04383946830265849, 0.07676664972038638, 0.07905453257790368]",39077,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 514, 681, 982, 1364, 1902, 2660, 3554, 4453, 4749, 4754, 4034, 3128, 2213, 1470, 905, 559, 306, 151, 55, 20, 8, 4, 0, 1, 0]"
montgomery,250,old,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,3,"[0.04873306379432733, 0.09008047298406964, 0.05106083844580777, 0.04829689883070666, 0.05001770538243626]",38963,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 459, 674, 978, 1491, 2095, 2828, 3704, 4536, 4875, 4725, 3973, 2949, 2040, 1311, 811, 444, 249, 130, 55, 22, 2, 1, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,1,"[0.042961636986512765, 0.07858433240269339, 0.0435838445807771, 0.08108795119471277, 0.07861189801699717]",39015,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 499, 674, 997, 1471, 2107, 2942, 3811, 4662, 4911, 4595, 3919, 2885, 1958, 1232, 772, 470, 256, 145, 61, 28, 7, 3, 0]"
montgomery,250,old,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,0,"[0.04922687571371254, 0.09311873870914765, 0.051763803680981595, 0.0485510930350788, 0.04851274787535411]",39164,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 470, 726, 1064, 1492, 2199, 3069, 3909, 4599, 4910, 4613, 3852, 2874, 2030, 1176, 757, 399, 228, 111, 50, 18, 5, 2, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,2,"[0.04438134625474523, 0.0825258663163081, 0.04435071574642127, 0.08057956278596848, 0.07932011331444759]",38961,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 483, 728, 986, 1525, 2152, 2845, 3722, 4441, 4773, 4624, 3901, 2943, 1989, 1354, 825, 479, 299, 147, 85, 29, 9, 7, 4, 1, 0]"
montgomery,250,old,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,4,"[0.04996759359279035, 0.09320085399901462, 0.051955521472392636, 0.04829689883070666, 0.049486543909348445]",39171,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 458, 664, 1022, 1488, 2096, 2929, 3956, 4571, 5031, 4772, 3908, 2841, 1949, 1266, 764, 431, 217, 113, 51, 20, 12, 2, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,4,"[0.04373321811055214, 0.08260798160617507, 0.044989775051124746, 0.07549567869852568, 0.0794086402266289]",38578,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 488, 677, 971, 1354, 1999, 2750, 3626, 4381, 4648, 4583, 3913, 2990, 2109, 1424, 902, 519, 308, 180, 79, 44, 18, 4, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,6,"[0.04330113268109009, 0.08063721464936771, 0.0434560327198364, 0.07803762074224707, 0.0795856940509915]",39111,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 478, 666, 936, 1463, 2089, 2877, 3804, 4524, 4876, 4606, 3852, 2931, 2093, 1366, 862, 523, 281, 148, 81, 29, 14, 1, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,3,"[0.042683867781858585, 0.07924125472162917, 0.043008691206543964, 0.07727503812913065, 0.0797627478753541]",38921,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 487, 669, 941, 1440, 2149, 2937, 3870, 4540, 4900, 4635, 3838, 2955, 1983, 1276, 765, 464, 248, 127, 55, 26, 3, 3, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,7,"[0.043887534335360016, 0.08145836754803744, 0.043392126789366055, 0.07778342653787494, 0.08011685552407932]",38799,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 463, 656, 997, 1470, 2101, 2860, 3682, 4433, 4832, 4531, 3988, 2905, 2048, 1372, 822, 464, 279, 152, 86, 31, 13, 2, 1, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,8,"[0.04348631215085954, 0.08195105928723928, 0.04268916155419223, 0.07930859176410777, 0.08002832861189801]",38873,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 485, 665, 1007, 1483, 2162, 2965, 3809, 4493, 4912, 4585, 3879, 2868, 1952, 1256, 785, 437, 256, 146, 82, 30, 6, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,9,"[0.043331995926051664, 0.07940548530136311, 0.04390337423312884, 0.07473309608540925, 0.08286118980169972]",38852,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 469, 673, 1014, 1475, 2125, 2951, 3779, 4514, 4838, 4549, 3856, 2868, 2037, 1271, 797, 488, 275, 145, 76, 33, 9, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,5,"[0.04289991049658961, 0.07784529479389063, 0.04435071574642127, 0.0762582613116421, 0.08011685552407932]",39208,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 480, 739, 1097, 1574, 2208, 3072, 3945, 4794, 5034, 4619, 3705, 2702, 1871, 1215, 693, 412, 223, 121, 59, 19, 9, 1, 6, 0]"
montgomery,250,old,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,5,"[0.04965896114317459, 0.09229758581047791, 0.051763803680981595, 0.05083884087442806, 0.05081444759206799]",39209,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 488, 691, 1011, 1486, 2103, 2891, 3770, 4498, 4897, 4614, 3901, 3042, 2114, 1352, 793, 472, 245, 137, 66, 19, 4, 4, 1, 0]"
montgomery,250,old,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,8,"[0.049844140612944045, 0.092051239940877, 0.050357873210633945, 0.050076258261311644, 0.05072592067988668]",39166,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 462, 672, 959, 1435, 2102, 2987, 3818, 4564, 4896, 4588, 3918, 2980, 2052, 1294, 836, 489, 276, 144, 55, 18, 7, 3, 1, 0]"
montgomery,250,old,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,6,"[0.04928860220363569, 0.09196912465101002, 0.048951942740286296, 0.0472801220132181, 0.04966359773371105]",39494,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 462, 691, 1031, 1509, 2295, 3086, 4081, 4868, 5186, 4715, 3852, 2681, 1837, 1151, 685, 382, 211, 103, 45, 11, 2, 0]"
montgomery,250,old,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,9,"[0.050368815777290826, 0.09237970110034488, 0.05118865030674847, 0.04931367564819522, 0.04851274787535411]",38952,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 524, 771, 1177, 1707, 2390, 3248, 4164, 4696, 4739, 4337, 3480, 2603, 1773, 1149, 669, 418, 238, 135, 82, 35, 6, 1, 0]"
montgomery,250,old,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,7,"[0.048671337304404184, 0.09123008704220725, 0.050102249488752554, 0.04677173360447382, 0.05240793201133145]",39275,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 458, 715, 975, 1447, 1976, 2830, 3678, 4430, 4936, 4739, 4028, 3063, 2178, 1438, 844, 456, 269, 119, 60, 19, 5, 1, 1, 0]"
montgomery,500,none,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,1,"[0.09271318786457208, 0.12153062900312038, 0.12359406952965235, 0.10116929334011185, 0.11862606232294617]",36320,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 486, 574, 825, 1091, 1498, 1900, 2522, 3047, 3590, 3908, 3978, 3566, 2938, 2162, 1509, 937, 589, 321, 158, 74, 29, 8, 0]"
montgomery,500,none,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,2,"[0.09441066633745872, 0.11783544095910659, 0.12391359918200409, 0.11260803253685817, 0.11499645892351275]",36556,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 478, 627, 793, 1181, 1589, 2114, 2620, 3235, 3855, 4079, 3891, 3465, 2699, 2008, 1353, 880, 540, 286, 151, 67, 27, 4, 1, 3, 0]"
montgomery,500,none,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,0,"[0.09394771766303509, 0.12079159139431762, 0.12685327198364008, 0.11184544992374174, 0.12128186968838527]",36614,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 475, 602, 768, 1020, 1410, 1939, 2443, 3162, 3659, 4112, 3860, 3574, 2937, 2153, 1527, 1016, 609, 381, 201, 89, 36, 17, 9, 2, 2, 1, 0]"
montgomery,500,none,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,4,"[0.09684886268942317, 0.12005255378551487, 0.126469836400818, 0.11337061514997458, 0.12013101983002833]",36607,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 473, 615, 768, 1022, 1326, 1750, 2270, 2819, 3505, 3833, 3962, 3630, 3082, 2364, 1779, 1139, 705, 442, 274, 126, 75, 31, 6, 1, 0]"
montgomery,500,none,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,3,"[0.09586123885065276, 0.1168500574807029, 0.12397750511247443, 0.11514997458057956, 0.11756373937677053]",36669,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 480, 592, 785, 1029, 1457, 1898, 2511, 3108, 3679, 3996, 4020, 3593, 3007, 2156, 1509, 973, 576, 346, 180, 101, 35, 21, 4, 3, 0]"
montgomery,500,none,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,5,"[0.09502793123669022, 0.12005255378551487, 0.125, 0.10294865277071683, 0.11959985835694051]",36723,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 495, 642, 797, 1171, 1466, 2042, 2640, 3229, 3827, 4065, 4059, 3583, 2796, 2008, 1325, 874, 482, 312, 161, 86, 32, 19, 1, 1, 0]"
montgomery,500,none,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,6,"[0.0956760593808833, 0.12021678436524881, 0.12359406952965235, 0.1128622267412303, 0.11959985835694051]",36670,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 453, 606, 803, 1083, 1459, 1881, 2486, 3082, 3643, 3881, 3856, 3533, 2916, 2182, 1564, 1128, 637, 427, 212, 128, 67, 19, 7, 6, 1, 0]"
montgomery,500,none,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,9,"[0.09311441004907256, 0.11849236327804237, 0.12078220858895705, 0.10396542958820539, 0.11260623229461757]",36676,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 504, 668, 914, 1273, 1740, 2320, 3000, 3714, 4074, 4296, 3908, 3122, 2371, 1597, 1064, 676, 405, 253, 115, 37, 11, 3, 1, 0]"
montgomery,500,none,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,7,"[0.09484275176692078, 0.11767121037937264, 0.12544734151329243, 0.1103202846975089, 0.1165899433427762]",36754,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 497, 603, 854, 1138, 1497, 1993, 2701, 3395, 3888, 4112, 3999, 3428, 2706, 1977, 1350, 878, 552, 289, 170, 76, 27, 10, 4, 0]"
montgomery,500,none,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,8,"[0.09218851270022531, 0.12070947610445065, 0.12161298568507158, 0.11489578037620743, 0.11331444759206799]",36535,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 474, 601, 793, 1060, 1475, 2071, 2690, 3420, 3936, 4087, 3953, 3491, 2653, 1996, 1311, 807, 538, 310, 151, 67, 29, 7, 5, 0]"
montgomery,500,equal,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,1,"[0.10527452856393321, 0.10617506979799639, 0.10608384458077709, 0.10167768174885612, 0.1053470254957507]",37020,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 484, 611, 847, 1135, 1566, 2055, 2704, 3360, 3933, 4337, 4106, 3578, 2721, 1962, 1274, 781, 510, 264, 110, 48, 17, 7, 0]"
montgomery,500,equal,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,0,"[0.10987315206320793, 0.11299063885695516, 0.11215490797546013, 0.10752414844941535, 0.11216359773371105]",36523,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 493, 601, 749, 941, 1284, 1675, 2243, 2786, 3432, 3808, 4007, 3716, 3178, 2442, 1758, 1188, 718, 441, 248, 126, 57, 15, 6, 0, 1, 0]"
montgomery,500,equal,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,2,"[0.1097805623283232, 0.11060929545081294, 0.11209100204498977, 0.11006609049313676, 0.11216359773371105]",36617,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 475, 565, 794, 1048, 1464, 1957, 2612, 3153, 3816, 4108, 3933, 3585, 2851, 2061, 1423, 924, 551, 338, 173, 103, 40, 22, 8, 0, 3, 0]"
montgomery,500,equal,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,3,"[0.10962624610351532, 0.11101987190014781, 0.11170756646216769, 0.10752414844941535, 0.11074716713881019]",36510,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 476, 606, 813, 1049, 1435, 1877, 2485, 3066, 3627, 4002, 4055, 3608, 2864, 2164, 1469, 979, 611, 367, 198, 91, 31, 17, 5, 2, 3, 0]"
montgomery,500,equal,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,4,"[0.10478071664454801, 0.10847429791427164, 0.10800102249488752, 0.10549059481443823, 0.10304532577903683]",36561,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 474, 607, 851, 1178, 1540, 2082, 2705, 3327, 3837, 4038, 3970, 3425, 2631, 1936, 1364, 870, 562, 298, 165, 70, 16, 5, 0]"
montgomery,250,young,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,1,"[0.04854788432455789, 0.0500082115289867, 0.04831288343558282, 0.09150991357397051, 0.08950070821529744]",39016,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 473, 706, 1024, 1542, 2148, 3203, 3929, 4712, 4986, 4629, 3849, 2762, 1877, 1156, 654, 396, 169, 112, 43, 28, 7, 0, 1, 0]"
montgomery,250,young,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,0,"[0.048331841609826856, 0.04902282805058302, 0.05080521472392638, 0.08820538891713268, 0.08896954674220964]",39243,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 451, 605, 914, 1369, 1919, 2779, 3692, 4513, 5017, 4812, 4072, 3073, 2074, 1394, 852, 531, 296, 157, 70, 28, 11, 3, 1, 0]"
montgomery,500,equal,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,5,"[0.10481157988950958, 0.10740679914600099, 0.10889570552147239, 0.10269445856634468, 0.11030453257790368]",36773,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 464, 606, 830, 1055, 1487, 2003, 2682, 3271, 3816, 4085, 4033, 3491, 2836, 2014, 1434, 906, 566, 318, 174, 60, 25, 6, 1, 0]"
montgomery,500,equal,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,7,"[0.10873121199962964, 0.11381179175562489, 0.11068507157464212, 0.10701576004067108, 0.11207507082152975]",36557,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 480, 635, 781, 1134, 1469, 1985, 2570, 3329, 3595, 3999, 3782, 3497, 2803, 2108, 1484, 993, 606, 339, 200, 90, 40, 21, 7, 0]"
montgomery,500,equal,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,6,"[0.10962624610351532, 0.10987025784201018, 0.11062116564417178, 0.10701576004067108, 0.1108356940509915]",36420,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 418, 556, 763, 1001, 1348, 1844, 2339, 2955, 3593, 3842, 3911, 3603, 3027, 2373, 1628, 1139, 662, 395, 207, 125, 56, 14, 6, 4, 1, 0]"
montgomery,500,equal,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,8,"[0.10783617789574396, 0.11184102479881754, 0.11177147239263803, 0.10879511947127606, 0.1079143059490085]",36490,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 462, 568, 733, 993, 1347, 1814, 2343, 2881, 3452, 3960, 3998, 3839, 3077, 2263, 1607, 1066, 665, 395, 214, 120, 51, 23, 8, 1, 0]"
montgomery,250,young,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,2,"[0.047436807505941175, 0.05058301855805551, 0.05061349693251534, 0.085155058464667, 0.0882613314447592]",39181,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 453, 668, 1027, 1483, 2141, 2926, 3810, 4569, 5017, 4697, 3942, 2907, 1925, 1285, 755, 472, 270, 132, 62, 16, 6, 3, 3, 2, 0]"
montgomery,500,equal,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,9,"[0.10533625505385637, 0.10781737559533586, 0.10640337423312883, 0.10523640061006609, 0.10632082152974505]",36938,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 445, 649, 856, 1199, 1571, 2060, 2687, 3285, 3808, 4046, 3926, 3479, 2780, 2087, 1409, 939, 522, 321, 145, 67, 27, 9, 7, 3, 1, 0]"
montgomery,250,young,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,4,"[0.04931946544859726, 0.05009032681885367, 0.050677402862985686, 0.08922216573462124, 0.09003186968838527]",38756,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 446, 659, 994, 1388, 1973, 2751, 3707, 4605, 4891, 4719, 3915, 2932, 1999, 1313, 808, 484, 270, 159, 62, 50, 12, 7, 2, 0]"
montgomery,250,young,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,3,"[0.04857874756951946, 0.052718016094596816, 0.05003834355828221, 0.08922216573462124, 0.08985481586402266]",38907,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 485, 682, 1005, 1416, 2024, 2817, 3828, 4475, 4776, 4602, 3775, 2877, 2114, 1383, 882, 554, 298, 171, 82, 36, 10, 4, 0, 1, 0]"
montgomery,250,young,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,6,"[0.047776303200518504, 0.05165051732632616, 0.04971881390593047, 0.08693441789527198, 0.08852691218130311]",39000,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 468, 681, 1029, 1410, 2059, 2848, 3767, 4520, 4829, 4659, 3901, 3007, 2078, 1281, 841, 478, 276, 145, 75, 27, 8, 0, 3, 0]"
montgomery,250,young,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,5,"[0.04842443134471158, 0.0487764821809821, 0.049335378323108386, 0.08617183528215556, 0.08764164305949008]",39571,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 467, 731, 1082, 1588, 2331, 3119, 4162, 4781, 5013, 4602, 3810, 2783, 1903, 1171, 641, 360, 219, 107, 56, 26, 8, 1, 0]"
montgomery,250,young,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,7,"[0.04885651677417364, 0.049187058630316964, 0.04965490797546012, 0.08922216573462124, 0.09056303116147309]",39182,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 467, 664, 982, 1490, 2089, 2828, 3737, 4552, 4942, 4704, 3868, 3040, 2085, 1322, 836, 482, 248, 130, 74, 24, 5, 1, 1, 1, 0]"
montgomery,250,young,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,8,"[0.04910342273386624, 0.048119559862046316, 0.04959100204498978, 0.08413828164717845, 0.08843838526912182]",38979,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 514, 716, 1073, 1552, 2198, 2901, 3809, 4558, 4902, 4565, 3834, 2834, 1930, 1302, 771, 476, 229, 113, 62, 25, 4, 1, 0]"
montgomery,250,young,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,9,"[0.04759112373074905, 0.050993595007390376, 0.04965490797546012, 0.08693441789527198, 0.08569405099150142]",39264,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 464, 650, 1003, 1448, 2146, 2933, 3965, 4718, 4968, 4711, 3989, 2870, 1995, 1214, 738, 405, 266, 108, 50, 11, 2, 0]"
montgomery,500,old,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,0,"[0.09308354680411099, 0.16620134669075382, 0.09406952965235174, 0.09227249618708694, 0.0935729461756374]",36979,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 475, 629, 842, 1113, 1571, 2160, 2839, 3608, 4259, 4341, 3998, 3490, 2582, 1787, 1195, 703, 403, 204, 107, 39, 14, 5, 1, 3, 1, 0]"
montgomery,500,old,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,1,"[0.09397858090799667, 0.16891115125636394, 0.09502811860940695, 0.09811896288764616, 0.09799929178470256]",36950,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 502, 621, 846, 1257, 1686, 2223, 2847, 3355, 3694, 3935, 3815, 3308, 2724, 1990, 1451, 845, 589, 345, 174, 84, 29, 12, 4, 3, 0, 1, 0]"
montgomery,500,old,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,2,"[0.09311441004907256, 0.16242404335687305, 0.09176891615541923, 0.09125571936959838, 0.09543201133144476]",36777,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 478, 630, 842, 1128, 1581, 2208, 2952, 3643, 4174, 4194, 3911, 3259, 2493, 1844, 1207, 757, 442, 236, 122, 49, 11, 5, 0, 1, 0]"
montgomery,500,old,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,3,"[0.09462670905218974, 0.17227787814090983, 0.09726482617586912, 0.0945602440264362, 0.09525495750708216]",36492,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 456, 617, 861, 1122, 1512, 1992, 2550, 3169, 3722, 3963, 3977, 3556, 2702, 2116, 1378, 965, 544, 353, 190, 98, 28, 11, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,3,"[0.044196166784975774, 0.07989817704056495, 0.044606339468302655, 0.07727503812913065, 0.08047096317280453]",38869,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 481, 679, 989, 1444, 2095, 2947, 3711, 4574, 4839, 4619, 3839, 2971, 1989, 1296, 803, 452, 271, 135, 74, 37, 10, 2, 2, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,0,"[0.04323940619116694, 0.07989817704056495, 0.04550102249488753, 0.07854600915099136, 0.08259560906515581]",39177,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 467, 682, 1009, 1471, 2020, 2858, 3831, 4516, 5074, 4731, 3970, 2936, 2003, 1312, 793, 435, 245, 115, 66, 27, 4, 2, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,2,"[0.04382580784543687, 0.08014452291016587, 0.04377556237218814, 0.07651245551601424, 0.07967422096317281]",39332,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 468, 689, 1028, 1488, 2070, 2922, 3763, 4611, 4980, 4714, 3897, 2986, 1992, 1281, 847, 502, 270, 121, 55, 22, 4, 3, 3, 5, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,1,"[0.043331995926051664, 0.08096567580883561, 0.044414621676891614, 0.0775292323335028, 0.08330382436260624]",38857,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 496, 679, 970, 1419, 2063, 2733, 3578, 4452, 4741, 4652, 4047, 3029, 2096, 1368, 857, 523, 271, 161, 75, 24, 11, 1, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,4,"[0.04330113268109009, 0.08195105928723928, 0.0435838445807771, 0.07727503812913065, 0.07808073654390935]",39194,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 495, 716, 1068, 1610, 2203, 3069, 3890, 4658, 4915, 4621, 3819, 2879, 1936, 1219, 709, 410, 210, 102, 39, 10, 5, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,6,"[0.04351717539582112, 0.0816225981277714, 0.04486196319018405, 0.07905439755973563, 0.08047096317280453]",39029,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 459, 658, 963, 1391, 2041, 2845, 3751, 4460, 4862, 4651, 4020, 3004, 2073, 1340, 804, 523, 283, 168, 75, 36, 10, 2, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,5,"[0.04317767970124379, 0.08047298406963377, 0.044925869120654396, 0.07549567869852568, 0.08197592067988668]",39119,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 459, 684, 1009, 1548, 2209, 3081, 3908, 4587, 4845, 4581, 3850, 2916, 1953, 1269, 739, 416, 217, 137, 60, 29, 7, 3, 1, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,7,"[0.042961636986512765, 0.0812941369683035, 0.04377556237218814, 0.07829181494661921, 0.07932011331444759]",39344,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 484, 695, 1023, 1487, 2072, 2743, 3675, 4574, 4947, 4811, 4021, 3075, 2066, 1328, 802, 463, 265, 117, 56, 19, 9, 1, 1, 0]"
montgomery,500,old,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,4,"[0.09453411931730502, 0.17063557234357038, 0.09464468302658487, 0.09100152516522624, 0.09711402266288952]",36589,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 484, 605, 833, 1091, 1536, 2059, 2731, 3313, 3753, 4070, 3854, 3452, 2595, 2027, 1324, 922, 604, 353, 200, 111, 55, 6, 1, 0]"
montgomery,500,old,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,5,"[0.09126261535137804, 0.1689932665462309, 0.09419734151329244, 0.09227249618708694, 0.09490084985835694]",37069,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 486, 657, 894, 1179, 1636, 2127, 2809, 3516, 4165, 4307, 4016, 3391, 2555, 1784, 1239, 776, 474, 244, 125, 58, 16, 4, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,9,"[0.04431961976482207, 0.07973394646083101, 0.044414621676891614, 0.07981698017285206, 0.07932011331444759]",39116,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 477, 711, 1042, 1464, 2053, 2855, 3764, 4529, 4929, 4712, 3941, 2914, 2032, 1273, 852, 452, 271, 142, 62, 20, 8, 3, 0]"
montgomery,500,old,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,7,"[0.09508965772661337, 0.16858269009689605, 0.09458077709611452, 0.09252669039145907, 0.09826487252124647]",37207,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 477, 567, 807, 1078, 1431, 2024, 2605, 3287, 3776, 4064, 3950, 3521, 2819, 2188, 1527, 1077, 651, 401, 205, 93, 36, 12, 1, 0]"
montgomery,250,adult,0.05,True,0.8,True,1,1,c7.json,DepRound_fair,8,"[0.04308508996635906, 0.08022663820003284, 0.04377556237218814, 0.07447890188103712, 0.08029390934844192]",39384,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 489, 698, 995, 1521, 2091, 3005, 3950, 4680, 4985, 4673, 4030, 2854, 1971, 1208, 729, 453, 232, 122, 60, 23, 5, 0]"
montgomery,500,old,0.05,True,0.8,True,1,1,c7.json,DegGreedy_fair,6,"[0.09836116169254035, 0.17539825915585483, 0.09886247443762781, 0.09430604982206406, 0.09826487252124647]",36368,"[0, 10, 7, 12, 20, 52, 80, 160, 269, 434, 586, 694, 950, 1237, 1673, 2167, 2887, 3465, 3891, 3994, 3652, 3041, 2423, 1786, 1146, 733, 474, 277, 140, 73, 24, 8, 3, 0]"
