id,milp_obj,expected_obj,is_optimal,I_size,v1_size,v2_size,total_cross_edges,D,time
336,0.009859150315215356,0.009985169294058016,,3,10,20,23,3,0.00016284000594168901
337,0.140858934834842,0.14102692659705363,,12,54,108,111,2,8.44489986775443e-05
340,0,0,,0,0,0,0,0,6.072399264667183e-05
331,132.00143888360296,188.90044073832757,,5494,23261,15543,38580,23,0.0017694950074655935
339,29.6339263431936,33.732682527937804,,1566,6210,8635,12376,14,0.0006713629991281778
330,205.2975564854285,335.43846136228194,,5319,30301,19653,66193,32,0.0018850469932658598
344,5.707763777483445,6.089080883225499,,348,1566,3085,3667,7,0.0005059309914940968
332,188.25281890162353,295.53779750298025,,5512,29070,18508,56901,41,0.0014681050088256598
346,0,0,,0,0,0,0,0,4.934299795422703e-05
343,69.50559455367242,88.07976727910234,,3385,13423,12514,23458,14,0.0009076649876078591
341,310.33326709855055,550.7425834434471,,2031,23226,34661,144517,40,0.0015030719951028004
338,101.9427298081301,137.95035995853598,,4994,19264,14072,30574,17,0.0011700200120685622
347,0.01761430549489959,0.01761430549489973,,3,8,22,22,1,6.513799598906189e-05
345,61.864273357071305,77.09469867233588,,3485,12837,12061,21400,19,0.0009365639998577535
348,0.11541333843997037,0.1198887634778093,,18,51,126,135,2,8.744900696910918e-05
350,0.10339423551483905,0.10404477088004715,,12,51,99,103,2,8.830799197312444e-05
349,62.83716054780573,78.08881481779157,,3243,12383,11920,21077,14,0.0009969009988708422
351,0.5819059552137471,0.6052608955991567,,82,317,683,764,4,0.00021286999981384724
352,0.07958243700514227,0.08604603481441209,,11,39,94,105,3,0.00011149898637086153
354,0.08676778414742667,0.08676778414742636,,11,33,91,91,1,0.00043692700273822993
342,187.58764763118128,299.7333400057639,,5545,29982,18555,58273,27,0.0015603009960614145
358,0.07114593521049409,0.07240404713916604,,18,63,125,129,4,8.937399252317846e-05
359,0.0038033030191966894,0.0038033030191967354,,1,4,5,5,1,6.387601024471223e-05
360,0.49340970382270555,0.500947144597033,,72,371,689,730,3,0.00024181600019801408
356,280.428237125234,458.01707099294174,,1063,14975,39444,138416,46,0.000769687001593411
357,125.78691163729108,159.86190165905955,,257,4503,30184,57448,27,0.0006567570089828223
353,229.84065408280307,390.77127108574416,,4555,30829,22233,81564,41,0.0019063149957219139
362,26.647685229458602,30.324756342112828,,76,1276,11848,17064,33,0.0004516280023381114
363,0.007387754980497973,0.007387754980497929,,4,10,23,23,1,6.224999378900975e-05
364,11.634281754600508,12.68567805988529,,591,2546,4612,5855,15,0.00045296899043023586
355,150.25316105492666,224.55825526429885,,5713,26618,16330,44393,29,0.0012320800015004352
367,0.34435464347742445,0.3501043727827252,,45,179,388,410,5,0.0001477899932069704
366,10.282211352142454,11.052907850079485,,577,2355,4308,5359,7,0.0005363719974411651
365,36.5792640804732,42.09803630833185,,1878,7476,9558,14363,10,0.0005991090001771227
361,274.1726629753916,492.52483214677227,,3628,30081,26229,108354,44,0.0012573269923450425
370,0.4931176114225289,0.5067704673463961,,75,302,609,667,4,0.0001934729953063652
374,0.027298619926547755,0.027453052935165867,,6,22,51,54,2,7.125100819393992e-05
375,50.17373318972931,57.109566357599896,,98,1840,16853,24871,28,0.00046825100434944034
372,309.97403367673917,539.5775430803601,,1615,20756,36913,148993,41,0.0014916560030542314
373,257.81985844771623,399.78013292030016,,807,12870,39986,126092,35,0.0010635439975885674
377,0.03786850807857912,0.03821667001941009,,11,37,95,100,2,9.361599222756922e-05
378,0.36750074118756426,0.3784197742910055,,57,219,434,476,4,0.00016459300240967423
369,150.96642615884187,222.70299522138765,,5733,25853,16195,43165,21,0.00160788198991213
368,175.45091121498146,274.71135839608246,,5646,28707,17760,53597,27,0.0017467489960836247
376,301.82658298755473,542.4739378780187,,2717,26805,30847,131746,41,0.0015015920071164146
380,0,0,,0,0,0,0,0,4.786599311046302e-05
379,225.82373711057846,337.2806351837945,,659,10560,39352,111972,35,0.0008286179945571348
382,42.1167999170037,48.77983655735815,,117,1768,15647,22915,28,0.0004345540073700249
371,182.10271647546796,280.31718079794916,,5703,28888,17740,53231,26,0.002039853992755525
381,160.63829707936037,216.46250011285775,,355,6366,34373,75529,34,0.0006514029955724254
385,37.730091050946456,43.943831025182796,,1861,7317,9465,14390,8,0.0007658819959033281
387,0.038593291066891605,0.03905225247683752,,5,15,58,66,3,6.85660052113235e-05
389,0.011748170054232527,0.011748170054232676,,2,11,27,27,1,6.715799099765718e-05
388,0.2738763555415588,0.2811715242604258,,41,170,390,418,3,0.00012878701090812683
384,290.59805657995213,524.0552739420415,,2772,27640,29965,126833,43,0.0012900290021207184
391,0,0,,0,0,0,0,0,7.262799772433937e-05
386,295.7633368063908,531.2258421011866,,2605,26712,30960,131404,53,0.0011876190110342577
392,0.4688894813815917,0.49202929002308227,,71,327,695,767,6,0.00021779800590593368
393,146.74822979322718,194.58568441391952,,330,5631,31884,67513,30,0.0006730649911332875
395,0.042894045634783655,0.04968821248564537,,8,23,58,66,3,6.835200474597514e-05
390,97.43238170732727,132.6117860040831,,4913,19306,13920,29949,26,0.0011095100053353235
383,163.9688527195339,247.43750307023672,,5810,27734,16894,47443,31,0.002151088003301993
397,0.046503599616501884,0.046503599616501856,,2,11,34,34,1,6.660701183136553e-05
399,0.11668256104143468,0.12304871106036941,,21,75,182,212,4,0.00010262201249133795
396,68.41890705788758,85.90696973099625,,3521,13605,12381,22792,15,0.0007710740028414875
398,76.07522769801568,96.65852421834008,,4046,15088,12694,23983,15,0.0009044929902302101
400,33.29864471404027,38.01822645774943,,82,1501,13898,20049,24,0.0004578119987854734
401,0.021166596311693854,0.021166596311693597,,4,17,24,24,1,7.048300176393241e-05
394,253.64930324251725,442.337399739625,,4111,30582,24235,95077,37,0.0016771930095274001
403,0.041542228961418994,0.043504171709047634,,9,37,69,81,3,9.666199912317097e-05
404,0.5204345207452312,0.5360780800063806,,57,274,626,700,4,0.0001806719956221059
405,0.1036122460163513,0.10421665995187612,,20,68,135,140,2,8.672999683767557e-05
402,54.796159578169714,66.77212987901754,,2782,10845,11498,19494,19,0.0008398920035688207
407,39.96549370832771,45.96046594768579,,90,1626,16019,23081,26,0.0004173640045337379
409,5.243217653142486,5.70902671715654,,325,1421,2839,3356,7,0.00043355200614314526
408,0.2985980182114468,0.3080390707447841,,49,169,383,426,5,0.00021552600082941353
410,4.803671332810966,5.0492251593502235,,339,1384,2684,3087,10,0.000423965000663884
411,36.47622589444943,42.73024722647599,,95,1565,14560,21525,25,0.0004571110039250925
412,0.01597263577566898,0.015972635775668764,,4,6,17,17,1,5.928799510002136e-05
406,258.3460514283996,458.68655040399244,,3801,30551,25376,102309,38,0.0015846749884076416
414,0.2685726127428525,0.27578574032701353,,48,206,426,458,3,0.00017712698900140822
415,94.43350265756115,114.73018634582395,,182,3290,25556,43667,29,0.0005135009996592999
419,0.04958704975623749,0.05013100030069728,,10,31,75,79,3,7.029499101918191e-05
417,71.50773089330924,90.44053252368153,,3756,14230,12450,23184,16,0.0008277270098915324
420,0.0108697092619145,0.01086970926191455,,3,5,11,11,1,6.24610111117363e-05
418,209.19145501883963,302.3511653465046,,531,8949,38004,99790,37,0.0006382059946190566
421,0.8799588088178074,0.9018560474327828,,129,503,1070,1169,4,0.000292552009341307
413,223.23549963120163,378.9173071853642,,4680,30913,21552,77348,37,0.0018893390079028904
422,170.45388508432364,231.75777214056959,,380,6388,34313,78302,40,0.0006690080044791102
425,19.904773157770457,22.053577440366645,,1045,4151,6708,8948,11,0.000527543990756385
424,196.61554955819216,275.9828011955672,,536,8134,37446,94660,42,0.0005988799966871738
416,197.0688266036054,315.9883062741754,,5411,29842,19094,60914,34,0.001988698000786826
427,0.0005276042363695079,0.0005276042363695499,,1,3,8,8,1,7.108399586286396e-05
423,306.9883151683624,549.7310440300619,,2221,24709,33208,141015,42,0.001423164998413995
429,52.20819000568519,61.39635742719943,,96,1946,17566,26924,32,0.0004642749991035089
430,2.0440413649832543,2.1698037884487373,,14,213,2445,2806,11,0.00015231300494633615
432,41.05727788709233,46.871465455782975,,94,1705,16771,24368,40,0.00046213400491978973
433,0.03829885999490619,0.03857211031047325,,6,27,57,59,2,0.00031885001226328313
434,150.59267726132154,198.5605667255013,,340,5681,33474,70521,26,0.0006194680026965216
426,139.29357758713877,201.96397551731764,,5761,25345,15655,40078,25,0.0018515720003051683
437,7.112978365445212,7.71402817451726,,47,641,7202,9005,21,0.00036671999259851873
428,103.84061017159688,140.624129276962,,5142,20329,13951,30383,19,0.001394612991134636
431,302.5219765500712,551.1939331521601,,2400,25502,32284,139960,40,0.0013793349935440347
436,39.23073193397263,45.596555724627024,,1984,7644,9605,14570,12,0.0007944569952087477
440,86.10566016919381,105.53661022423174,,174,3301,25062,42148,31,0.0004969190049450845
438,217.73072197744423,327.08709370820964,,640,10444,39011,111909,37,0.0007862709899200127
435,298.5882987084558,544.3578406865879,,2514,26363,31570,136598,44,0.0011647759965853766
442,0.346361423885973,0.3622474974777634,,45,153,341,377,5,0.00013164099073037505
441,139.91425562978847,183.66046140866524,,306,5348,32081,66024,34,0.0006279340013861656
443,0.001026426571687792,0.001026426571687833,,2,2,3,3,1,5.761899228673428e-05
439,281.840531066994,513.0978854815099,,3044,28485,28647,121122,50,0.0015699740033596754
444,10.808237439706353,11.590318851336539,,599,2531,4574,5624,9,0.00046145200030878186
445,52.06153245055122,61.95468450342979,,108,2103,18155,28365,30,0.0004470669955480844
447,20.395091953226242,23.053980737614978,,51,1053,11662,16256,24,0.00039640300383325666
448,130.05064709411525,168.3302569007885,,288,5128,31290,61945,40,0.0006164399965200573
446,295.0190418828885,502.55864228066656,,1284,17623,38421,146185,35,0.0012358569947537035
451,0.07664597740585981,0.07718383579533972,,7,41,108,116,3,8.383499516639858e-05
452,11.89205058991188,12.809392641669906,,635,2593,4646,5799,7,0.0005502940039150417
455,0,0,,0,0,0,0,0,4.8312998842447996e-05
456,0.11100802395517471,0.11417617176073502,,17,77,152,174,3,0.00010530700092203915
449,283.0502102523397,508.90266902942693,,2977,28199,28921,121993,47,0.0026115459913853556
457,0.005439643828037451,0.00543964382803741,,1,2,6,6,1,5.568099732045084e-05
458,0.0480843990849019,0.04839455461841102,,4,28,55,58,2,9.172300633508712e-05
454,299.40575224099297,544.1057028918826,,2483,26141,31920,138455,47,0.0014172830124152824
450,105.80528515300483,143.6298474512244,,5248,20234,14012,30934,31,0.001115096005378291
453,262.3179112642664,466.9760718775407,,3891,29884,25408,102218,53,0.0014513720088871196
460,11.860601199638817,13.34965701868636,,41,920,8987,12131,16,0.0003847390034934506
461,0.03485615994083619,0.03485615994083635,,2,9,28,28,1,6.11080031376332e-05
459,271.99687338538496,438.6243966674036,,961,14170,40040,135952,55,0.0006380819977493957
463,0.35699041652414387,0.37105770636478486,,48,205,453,490,5,0.00015520201122853905
464,0.6954303397080086,0.7211940751087644,,81,357,804,886,5,0.0002212630060967058
466,0.0298708140734372,0.030181327062016927,,3,19,60,63,2,8.800200885161757e-05
462,296.74349163047526,537.9283547297183,,2195,24990,33118,141773,47,0.0015253860037773848
467,16.159624269589195,18.22950011808098,,62,1090,9709,13695,27,0.0004630479961633682
468,11.891371868975497,13.519455861224971,,49,837,8850,12350,21,0.00039029400795698166
470,0.12680725647514593,0.13169446586194988,,21,106,194,214,4,0.00011920399265363812
465,260.81145965182327,455.27628125883456,,3854,30351,25092,99756,37,0.0015888869966147467
471,41.07524022423751,48.56632893428701,,2259,8553,10231,15713,11,0.0007676079985685647
473,42.23466811523984,49.81459477361347,,2124,8383,9935,15491,13,0.000823177004349418
469,302.62806030057885,524.2756602245448,,1556,20148,37090,146354,45,0.0017805810057325289
474,0.032730694975444834,0.033348304292522446,,11,27,62,73,3,0.00011287900269962847
475,1.000603810069919,1.0414863324676495,,115,577,1199,1367,6,0.0003238689969293773
476,12.453491815543428,13.485407790269505,,656,2687,4973,6292,11,0.0004617340018739924
477,31.85608478895483,36.556522845725056,,1623,6495,8733,12662,11,0.0006671120063401759
478,20.3335237306672,22.493734867831193,,968,3997,6355,8378,9,0.0004794790002051741
479,0.8554463940354776,0.9035881852622185,,106,523,1105,1256,10,0.0002963519946206361
480,241.86968690199953,372.4317302541502,,751,11757,39682,121650,36,0.0006886490009492263
482,1.052552395041386,1.103292711292049,,129,584,1261,1456,8,0.0003160189953632653
472,211.98668402480808,352.90434743961845,,5152,30537,20221,69841,27,0.0016106440016301349
483,22.37549551839681,25.171816753511493,,58,1112,11562,16287,25,0.00041873299051076174
484,216.8663874870151,314.1504489494531,,595,9208,37879,100453,45,0.0007146610005293041
486,44.7043562567232,51.32472577896957,,102,1778,16736,24231,23,0.00044027098920196295
487,5.441794756445368,6.125961737592084,,34,602,6008,8058,22,0.00031381199369207025
485,290.3568844164695,489.41545953250306,,1256,17559,38769,143613,41,0.0007874830043874681
488,0.7768014678661074,0.7920836075419282,,115,518,1072,1146,5,0.00034790900826919824
489,0.06174153278317317,0.0622602761903327,,10,59,125,131,3,8.667699876241386e-05
481,224.51790226585135,375.6400140873428,,4953,31172,21024,74501,32,0.003022529010195285
490,0,0,,0,0,0,0,0,5.111099744681269e-05
491,0,0,,0,0,0,0,0,7.194498903118074e-05
492,1.4736462396147505,1.5464512816131089,,148,821,4039,4645,5,0.00047150900354608893
493,0.17289183108835396,0.18273663518202565,,17,94,546,599,4,0.00010836600267793983
495,2.206313347518361,2.363215560640626,,234,1254,5828,7010,7,0.0006701600068481639
497,30.324674998463287,36.263479912635404,,1146,6341,18855,32857,12,0.0009821809944696724
498,267.80434478374355,569.4924585386908,,341,8493,52056,181322,98,0.0011014339979737997
499,0.5015467331202178,0.5132844035804514,,52,271,1494,1599,4,0.00018311299209017307
494,593.1282930604189,1380.8435632286466,,3443,36131,67907,444633,89,0.0024281730002257973
496,127.19889110477986,185.64381822431596,,6722,29939,23386,70532,32,0.002573570003733039
500,490.5102617013192,767.5611975084538,,713,10508,64193,196122,67,0.0012086080096196383
503,0.004832105005564181,0.004832105005564191,,1,4,31,31,1,5.599400901701301e-05
502,492.582187502497,907.0413484770897,,878,12470,71222,261766,70,0.0011773720034398139
504,0.6686792218661621,0.6986828362818969,,55,307,1721,1919,4,0.0001992799952859059
505,0,0,,0,0,0,0,0,5.144199531059712e-05
501,661.0984284024084,1636.9375410549735,,3259,38734,66843,448436,84,0.0022308960033115
506,2.094904820550528,2.2200022997345448,,201,1046,5132,6055,7,0.0005499700055224821
507,0.037524668255575724,0.04143450194037657,,2,19,108,120,3,7.388000085484236e-05
508,1.5316345484099985,1.6113861317925762,,157,974,5010,5858,5,0.0004935809993185103
509,0.21315617420094393,0.21694119719305271,,24,133,725,769,3,0.0001284199970541522
510,226.5992447089876,437.34767134209,,237,5672,44075,108455,64,0.0009688770078355446
511,0.2887245315441776,0.30407135321550605,,25,190,1176,1297,4,0.0001436649909010157
513,0,0,,0,0,0,0,0,5.05439966218546e-05
515,0.6601249229679584,0.691198427418561,,64,321,1741,1929,5,0.0002219400048488751
512,104.67863362730448,150.89238546524487,,5434,25430,23823,68654,23,0.002427899991744198
516,0.06951772367531357,0.0729762703265644,,5,26,140,163,3,7.990500307641923e-05
517,0.4621421846077296,0.4873627416674815,,38,246,1337,1490,5,0.00017017799837049097
514,808.2228223378955,1564.2841621419016,,2728,29281,72473,393679,61,0.002381333993980661
519,78.72433408747769,108.66259643345762,,3867,18909,23806,62010,18,0.0016783159953774884
521,0.0015138355004500022,0.0015138355004502557,,1,6,48,48,1,6.573498831130564e-05
522,0.07159134207519366,0.07211710866421461,,9,60,324,336,2,0.00022308799088932574
524,0.008399514015461927,0.008448950629687202,,1,11,69,71,2,6.935300189070404e-05
520,808.9371699929236,1691.489395914698,,3476,38112,67391,434949,82,0.002130878987372853
526,0.022258313171074528,0.02270111098527572,,3,20,120,125,3,7.071600703056902e-05
525,76.94042723591963,106.48966757201025,,3707,18756,23702,61296,20,0.0015044610045151785
527,300.8670164666423,575.6114876844074,,477,8626,64068,202131,51,0.001069781996193342
529,11.555104150979954,12.636482466977736,,535,2883,11528,15737,8,0.000807115007773973
530,42.525911004013196,52.816337257769334,,1713,9161,21661,42367,14,0.001220521007780917
531,2.7190165176010983,2.9352845290000165,,245,1381,6819,8325,6,0.000764734999393113
518,557.2609808306031,1248.451189505698,,6122,54742,46848,314935,72,0.004027246002806351
532,0.18207328556358304,0.20394791193672046,,14,74,397,475,5,9.803399734664708e-05
528,116.15331769032016,168.69516004705682,,6021,27820,23914,71489,22,0.0026387510006316006
523,716.1712489015654,1451.0566434237371,,6168,50735,54090,375060,65,0.003589118001400493
535,0.786811962894278,0.8303495726504944,,82,440,2269,2541,5,0.0002741409989539534
536,4.790029994289395,5.123469076517924,,284,1722,8072,10196,7,0.0007575869967695326
537,0.7508487056417921,0.7829423836841688,,71,424,2343,2580,4,0.0006256899941945449
539,0.1655712347147406,0.18054372846337563,,8,56,348,400,4,8.831900777295232e-05
540,0.0024293544551238755,0.0024867782698311247,,2,6,17,18,2,6.191400461830199e-05
538,95.08956825064244,135.9676868971844,,4841,23253,24061,67694,24,0.0023978050012374297
534,146.5095047050163,215.16366768165042,,7692,33959,23170,72938,31,0.003076895998674445
543,0.030985083536100667,0.032583872446294126,,8,24,101,113,3,7.666798774152994e-05
533,741.160173530673,1605.113733374888,,5304,42868,62088,438367,65,0.00311757400049828
545,3.3869329071725582,3.6364331075078624,,279,1522,6943,8561,8,0.0007197660015663132
546,0.07694366888078989,0.0788382801643237,,7,35,212,227,3,7.927700062282383e-05
547,0.005172470940974767,0.005172470940974727,,1,1,3,3,1,5.52460114704445e-05
550,0.7956982471040036,0.8400125703043454,,74,373,2068,2327,5,0.0002334000018890947
552,0.00834560951329262,0.00840321865994842,,1,5,31,32,2,6.992999988142401e-05
553,17.818067989501948,38.71863680127105,,36,1109,15225,38645,47,0.0005573069938691333
551,76.06976685911903,105.22811984204729,,3797,18447,23976,61618,20,0.001853133988333866
554,0.03203833829103734,0.03309952090203794,,4,24,153,166,2,8.839101064950228e-05
555,40.10097735874269,49.38444498231595,,1556,8504,21029,40054,13,0.0011756389867514372
541,449.75887069998214,798.0605064987988,,9875,57629,33495,171005,54,0.003672839011414908
557,0.01836959535885294,0.022714735836900757,,1,7,28,38,3,6.013100210111588e-05
556,52.79546204804392,68.24213357418073,,2298,12191,22949,49716,17,0.0014472720067715272
558,0.36535490459966113,0.38724724228680163,,40,196,981,1103,5,0.000154056993778795
544,300.4654390247417,491.02438433132534,,10717,50768,27146,112986,37,0.003271498004323803
542,509.26970588684173,937.5922179624737,,8701,56759,37972,221170,54,0.004446245991857722
559,0.08271202410094165,0.0855691157307572,,7,55,338,358,4,8.891399193089455e-05
548,357.4711744600099,613.1682794627416,,10473,54270,29843,137113,46,0.003530139001668431
561,78.73046060701267,109.11753672844158,,3765,18471,24181,62771,20,0.0016401360044255853
549,371.1782559284506,661.0144313565005,,10650,55883,31777,160251,47,0.0038365270011126995
564,56.43700128755841,73.49406615451254,,2434,12500,23241,51736,16,0.001217086988617666
567,0.3174634795755693,0.33511929226179893,,38,169,995,1102,4,0.00014288398961070925
560,157.14855759789242,236.90855674337737,,8251,36271,23593,76992,27,0.003097519002039917
565,638.4130815826827,1383.60665178229,,1369,20291,74708,386476,84,0.0018063250026898459
568,0.03279850045098684,0.03326414788465426,,4,22,142,151,2,7.19740055501461e-05
569,0,0,,0,0,0,0,0,0.00011880899546667933
570,28.999933800502365,34.15884718257356,,1110,6078,18484,31478,12,0.0010075559985125437
571,0.2148478140725271,0.2277711276347426,,23,110,566,622,5,0.00012172700371593237
563,214.08590133659567,329.61700490378234,,9847,42834,24266,86693,32,0.003059059992665425
573,51.53534907782358,66.46525322306057,,2265,11768,22562,49135,16,0.0013203790003899485
574,17.347376511750795,19.934164672128183,,714,4096,14582,21863,9,0.0008130839996738359
575,0.01977564400327899,0.0206916930568829,,1,8,51,56,2,7.565900159534067e-05
562,450.58886133401654,872.2137008150596,,9330,57507,36692,211604,56,0.003254456998547539
576,0,0,,0,0,0,0,0,4.920701030641794e-05
572,108.1296481891678,158.64712784604956,,5732,26258,23797,70506,22,0.0022223429987207055
577,0.07510269933169451,0.08059230936405803,,2,18,116,129,3,7.093600288499147e-05
579,13.639286994375425,15.208514841086515,,605,3314,12900,18329,9,0.0009057700081029907
566,582.438056677348,1022.6289399618038,,9895,59324,37089,211295,53,0.0034629840083653107
581,0.014870350650130695,0.015979293900822533,,1,9,65,69,2,6.640599167440087e-05
583,0.03405221068080361,0.03813096554374262,,4,25,88,107,5,7.306999759748578e-05
582,446.0441826756238,740.2111198892989,,673,11197,62785,178644,53,0.0012007399927824736
584,242.65517846513578,542.7002056022118,,223,6822,54211,193154,92,0.0009992160048568621
587,0,0,,0,0,0,0,0,4.738599818665534e-05
586,6.0092810627423825,6.442521245021229,,355,1967,8680,11096,8,0.0008951080089900643
580,145.49572289942483,215.38640594208198,,7671,33775,23432,73896,28,0.0025736029929248616
589,0.12896469090437515,0.13379307619639935,,17,66,405,426,3,9.475099795963615e-05
590,0.6453575370708692,0.6818498506023615,,63,356,2074,2313,6,0.00022362000891007483
592,0.3713195776311373,0.3836461297654048,,31,167,945,1022,4,0.00016016600420698524
578,541.5379688381881,929.9816323413356,,9425,55835,34885,183938,46,0.0037274409987730905
593,0.028645122871630905,0.029814374050542103,,2,10,63,69,2,6.703399412799627e-05
591,131.3751076599889,191.04846760914631,,7106,31151,23498,71014,25,0.0025699949910631403
597,0.012255506575585934,0.01227067281460914,,1,5,40,41,2,5.651700485032052e-05
588,199.16575271997874,306.2656868600309,,9940,42582,23882,84438,38,0.0028741069982061163
585,369.74895271617316,603.496598063333,,11253,54234,28646,127286,62,0.003944550990127027
598,0.4809040960917413,0.5017812097205753,,51,227,1225,1343,6,0.00018591800471767783
596,5.526403891126663,6.022636053410105,,328,1869,8200,10579,6,0.0010558899957686663
599,0.1009936613805261,0.10813591942746781,,6,40,262,293,4,9.083900658879429e-05
600,0.6416655151235712,0.6797578349524842,,62,332,1838,2076,5,0.0004903839871985838
595,836.2227663966688,1700.2134268497834,,3596,38268,67480,419503,60,0.002756822999799624
602,36.94645118061211,45.07566260169865,,1449,7695,20190,37258,12,0.0009920730080921203
603,0,0,,0,0,0,0,0,4.8573012463748455e-05
601,339.0626136324145,833.0620253044673,,342,9079,56606,206237,73,0.001148436000221409
605,13.904940616559207,15.390550942107996,,551,3142,12716,17881,9,0.0008079250110313296
604,60.35026411786987,79.45034511029743,,2579,13516,23634,54434,15,0.0013508230040315539
594,590.6340404446817,1260.0359061521729,,6765,55821,45987,304937,72,0.003419129003304988
606,1.4550941776940123,1.5386130903446213,,135,753,3778,4384,6,0.00040518298919778317
607,0.10557577615219492,0.10897055807859057,,8,59,311,353,5,0.000103446000139229
610,0,0,,0,0,0,0,0,4.884500231128186e-05
611,2.1005143634644385,2.2405890521498906,,176,1055,5459,6488,8,0.0005558010016102344
612,47.7012049038267,60.803997439073925,,1942,10459,22318,46404,13,0.0011553649965208024
613,0.14711647050860155,0.1494126184372696,,14,72,370,397,3,9.785700240172446e-05
614,0.12573226397678702,0.1313716251381386,,9,52,291,328,3,8.561099821235985e-05
616,109.63662879859156,251.45501277330038,,94,3077,30554,91042,53,0.0007865669904276729
617,35.378460184296266,43.13706746682203,,1431,7701,20063,37172,11,0.0011073330097133294
609,172.0735381753682,259.3311892538509,,9197,38075,23775,79850,27,0.003109184995992109
618,0,0,,0,0,0,0,0,4.885900125373155e-05
615,616.2775418834558,1113.6746059373947,,2241,24135,74108,338154,65,0.0017183000018121675
619,0.0233076065647603,0.023645825950396437,,3,16,72,78,3,7.058600021991879e-05
620,45.07696852817351,56.4686814567534,,1854,9772,21758,43686,14,0.0013004549982724711
621,39.20476519449648,48.27571886699637,,1543,8323,20930,39852,15,0.001263515994651243
622,0.0013943191110915097,0.0018423223446164538,,1,4,20,25,3,5.2387986215762794e-05
608,461.38364319250843,803.1600087769784,,10311,57436,33425,170677,58,0.002648149005835876
624,0.00930490280673032,0.0094658219456758,,1,7,54,57,2,6.52089947834611e-05
625,6.690056448380236,7.186769348909618,,368,2094,9339,11930,6,0.0008154950046446174
626,38.871470338148825,47.562387972891806,,1482,8226,20394,38171,13,0.0013855750003131106
629,104.25828905219787,226.36371252781217,,116,3357,31237,85102,62,0.0008073159988271073
630,21.687375664611917,24.857077889837047,,865,4791,16111,25185,9,0.0009659930074121803
627,805.3644606974143,1729.4934620184304,,2895,33989,70626,432679,91,0.0021792949992232025
633,14.2586382879724,15.902442873999647,,577,3249,12954,18249,9,0.0008296240121126175
634,0.1120989487474763,0.12024238696589895,,7,49,227,262,6,8.830700244288892e-05
635,0,0,,0,0,0,0,0,4.8394009354524314e-05
628,122.37776684380958,180.00561788229507,,6810,29252,23641,71681,22,0.003352094005094841
631,104.10530752414196,148.90019274420806,,5361,25569,23849,68211,23,0.001901689000078477
623,423.814778880912,767.3172138231795,,10640,57495,33365,179829,52,0.003739082007086836
632,637.6088397849318,1511.7489993957047,,4367,45864,59209,425084,68,0.0029954510100651532
640,0.21696348707085847,0.22405733554214713,,23,129,708,778,4,0.00012615200830623507
637,659.2063717345454,1441.4817647426987,,1664,24717,74420,408105,109,0.0020651230006478727
636,95.30699047813131,136.13338764434735,,4956,23363,23745,66903,25,0.002523988005123101
641,0.3326891619629645,0.3463005970337998,,25,147,866,950,4,0.00013232999481260777
642,1.3452110960862607,1.4304337814486994,,114,650,3548,4076,6,0.0003726720024133101
645,0,0,,0,0,0,0,0,4.741500015370548e-05
644,82.0025724630894,113.78347161426115,,4069,19387,24033,62960,21,0.0017059509991668165
639,631.0527286258131,1420.0143653860564,,4662,47518,56816,405429,69,0.0035230590001447126
638,599.9702563899002,1428.47215415195,,5163,49051,55200,400310,83,0.003068587990128435
647,0.026680334300012692,0.029532757057532777,,4,20,100,121,4,7.368400110863149e-05
649,0.1114108902099031,0.11453024238731702,,12,66,352,370,3,0.00010532500164117664
650,0.8345570773315333,0.8773251167470196,,86,414,2207,2530,5,0.0002691550034796819
651,1.1012721111784542,1.170766163905419,,105,661,3509,4122,6,0.0003652419982245192
652,40.22210671751677,49.65044724102178,,1629,8702,21256,41033,12,0.0012106009962735698
643,699.7293964413672,1397.945695053164,,6337,54820,49477,327820,76,0.0036976060073357075
654,0.1434646216714479,0.14720610760089048,,18,97,500,540,3,0.00011479499517008662
655,0.01221972344330381,0.012311378767055459,,3,12,55,57,2,6.813800428062677e-05
656,47.3325134186662,59.883216568274186,,1875,10317,22353,46287,18,0.0012392799981171265
659,0.0191532101198521,0.019777940281801132,,3,9,50,54,2,6.852899969089776e-05
648,222.06777529659377,348.22562994354473,,10260,45035,24577,90206,30,0.0034147830010624602
660,0.022585229303358042,0.025332828116592987,,2,21,77,99,5,6.923000910319388e-05
661,1.8967814249149182,2.0164059049169882,,178,931,4636,5447,6,0.0004947229899698868
662,0.1768857700298338,0.18945097473949624,,15,90,469,525,5,0.00012091899407096207
663,22.448568456413515,25.853948457428153,,830,4804,16186,25583,9,0.0009407729958184063
646,361.33496515492163,606.6526997110947,,12153,55831,29021,135040,57,0.00428512399957981
664,14.404985650653868,23.00962724986712,,44,1046,14317,25804,42,0.000541651010280475
665,14.142236033512525,15.815432314350069,,585,3361,13244,18845,8,0.0008275849977508187
667,0,0,,0,0,0,0,0,5.14819985255599e-05
653,597.2677528883469,1176.48765491764,,7609,56994,42971,268204,76,0.0036284209927543998
668,0.015612658197256954,0.01585359084712956,,2,16,95,100,3,6.697200296912342e-05
666,633.6181679502962,1225.0277782970204,,1034,17090,71908,296034,82,0.0013807349896524101
669,0.03523609166720853,0.03769168711196291,,2,18,66,83,5,6.958100129850209e-05
670,0.851306273306018,0.9005070736047062,,68,439,2293,2566,4,0.00027678099286276847
