id,milp_obj,expected_obj,is_optimal,I_size,v1_size,v2_size,total_cross_edges,D,time
213,4.8653182245735245,5.17648370111083,,328,1429,2836,3374,9,0.00045413299812935293
214,0.37852208018702915,0.3845171192603357,,56,238,492,528,5,0.0003684900002554059
215,205.706963967814,301.29623221976664,,569,9477,38199,103199,40,0.0008112350042210892
217,0.01498838666007653,0.015273735333469318,,6,15,32,34,2,6.784900324419141e-05
218,18.750108910481654,21.14581139684159,,934,4033,6586,8974,9,0.0005562349979300052
216,277.1339940450378,455.29347323180946,,1020,15396,39447,138332,38,0.0007303599995793775
219,8.202811079797135,8.951412361699916,,49,708,8344,10443,18,0.0003796149976551533
220,3.1346759848905217,3.54269095051385,,20,374,3594,4457,23,0.00037697200605180115
221,0.046627905415368265,0.04874355816751086,,6,33,84,99,3,8.726300438866019e-05
222,0.422122884465054,0.43194350880832344,,51,235,549,615,6,0.00015675299800932407
223,0.386784639662454,0.40206360686319276,,50,251,542,593,4,0.0002317120088264346
224,52.73245324465118,63.28566269285027,,2822,10623,11183,18314,10,0.0007249300106195733
227,0,0,,0,0,0,0,0,0.00015315499331336468
225,0.8419823390507137,0.8788440695883196,,126,519,1076,1203,7,0.0005730480042984709
229,101.38802700601,127.02099703479962,,197,3689,26423,48246,32,0.0005013019981561229
228,52.87697289421532,64.54327187540667,,2753,10400,11243,18906,17,0.0009064569894690067
230,0.2852704966697288,0.29808065592213284,,40,187,399,428,5,0.00014295500295702368
231,67.1242593712815,80.77646409322519,,139,2533,20897,33793,30,0.0004949160065734759
232,0,0,,0,0,0,0,0,4.97110013384372e-05
233,26.61324796316891,30.015915809192585,,1328,5349,7701,10607,9,0.0006728119915351272
226,150.8422570513313,222.1045237670289,,5812,26165,16313,43442,31,0.0019053119904128835
237,7.360779501887978,7.794385220186859,,401,1751,3429,4113,7,0.0004570689925458282
234,280.0198781621963,453.29306378725124,,1067,15002,39549,137706,55,0.0014037179935257882
239,1.2734988461575734,1.336357715942547,,166,708,1480,1668,5,0.00040834699757397175
240,0.052461997174653476,0.0577910031627642,,9,61,112,127,5,8.770400017965585e-05
241,0.07391888269311606,0.07563443327428365,,22,57,112,123,3,8.778700430411845e-05
242,0.020970004220996596,0.02097000422099682,,4,29,48,48,1,8.225000055972487e-05
243,10.988268565210133,11.83280116881108,,570,2393,4449,5603,8,0.00048745499225333333
235,98.35486231223334,131.81901687091104,,5056,19352,13597,28522,20,0.000973774993326515
236,235.70061933339636,400.06294603563265,,4616,30626,22362,81866,33,0.0021385260042734444
244,18.800121754998276,21.026605255789043,,1039,4139,6467,8537,10,0.0006031259981682524
238,106.53392003131317,145.65403127642367,,5105,20608,14202,31778,18,0.0013129260041750968
246,0.7884634080059391,0.8477642343388115,,100,468,1025,1230,6,0.0002862739929696545
245,76.32483318561917,96.64687643544488,,3922,15066,12659,24272,16,0.0010749799985205755
248,0.1820563822992764,0.18738684186323074,,20,93,208,233,4,0.00010893700527958572
247,9.565135196768516,10.333997546782205,,548,2192,4039,4989,8,0.0006287230062298477
250,1.7750814798361723,1.8624709510374533,,197,821,1727,1989,8,0.00045215200225356966
253,0.017773657139998796,0.0177736571399989,,1,7,16,16,1,9.834500087890774e-05
252,219.3920833647377,322.1628750256758,,642,9935,38711,105940,47,0.0007828279922250658
251,82.94751154930984,107.85324324345008,,4214,16023,13175,25926,16,0.0009158500033663586
249,275.17094064741667,491.5895451600923,,3427,28994,27399,113531,39,0.001412133002304472
254,194.09311774150905,276.0572748223855,,493,8215,37952,95581,47,0.0007128729921532795
257,90.91510475619631,114.18579985120064,,182,3575,25591,45404,25,0.0005098420078866184
256,1.0838458867725362,1.1282227782076897,,164,708,1435,1620,6,0.00048184700426645577
255,309.1222258332216,547.7242207600815,,1738,21445,36140,150258,46,0.001136482009314932
258,257.4404996869838,403.47913206706,,872,13056,39470,124710,38,0.0007387279911199585
261,0.3298004673368153,0.34749392054834216,,48,249,443,502,7,0.0004426280065672472
262,1.146356016974279,1.1847437588709067,,163,689,1323,1478,4,0.0003904409968527034
259,68.42219931848679,86.17775808832921,,3408,13231,12600,22898,14,0.0010436570009915158
263,0.6251601750578145,0.6501345758132341,,83,423,846,915,5,0.0002863970003090799
260,297.9462343482238,540.2868570878787,,2656,26425,31002,133891,38,0.001307530008489266
266,0.770474232069102,0.786060633714634,,82,379,824,882,3,0.0002282229979755357
267,0.1629376405563066,0.17906394514498003,,30,104,242,273,4,0.0001130519958678633
265,145.7090611848033,192.19716634257134,,322,5639,33343,70158,35,0.0010037780011771247
268,23.916120600650995,26.846392649666893,,1181,4786,7408,10145,8,0.0005733970028813928
271,65.35553408022402,77.85079005139838,,144,2601,21135,34027,30,0.0004955490003339946
272,33.56857045122758,38.337382290376596,,1668,6559,9031,13183,9,0.0007589820015709847
274,0.46050905274454434,0.47758148896137687,,58,285,630,716,6,0.00018888700287789106
264,219.53385929918386,369.6784508612871,,4930,30788,21005,74434,29,0.0017379860073560849
277,0.12083186095258659,0.12155887006280341,,25,92,164,167,3,0.00012227700790390372
270,130.11461038667358,185.8775736834919,,5555,23644,15201,37768,21,0.0012623869988601655
279,0.22579725208624962,0.2347190385048733,,45,215,402,431,4,0.00015351201000157744
280,5.6097567874195,5.886011942479025,,359,1464,2884,3386,7,0.00045931199565529823
278,0.07093912787522046,0.07751542150616608,,5,30,73,86,3,0.0003666539996629581
275,301.70613280661973,515.1067076951692,,1490,19172,37525,146202,44,0.0015070900117279962
269,217.20572078981598,360.94454053728947,,4986,30246,20754,72143,35,0.002136027003871277
281,0.7642399037986706,0.7880945771524658,,106,418,926,1006,4,0.00026241899468004704
283,12.902095735442353,14.532714005611812,,53,906,9541,12909,22,0.0004148079897277057
273,170.4215957003584,261.59790591101455,,5531,27574,17664,51431,30,0.0022564789978787303
285,6.967823650232476,7.618879158823695,,46,717,7210,9188,20,0.0004055400058859959
284,167.72899008885543,230.48663655203424,,417,6819,35381,80634,34,0.0006048780051060021
286,7.086062761522656,7.671548922094875,,445,1804,3450,4237,10,0.0004734239919343963
282,302.9155224727958,545.7781232073996,,2335,25352,32591,140548,37,0.0016561679949518293
287,0,0,,0,0,0,0,0,4.7289999201893806e-05
276,142.9739324896286,209.35404202901057,,5850,25242,15847,41475,24,0.0018305450066691265
288,6.540946043587688,6.880851937297302,,388,1627,3066,3609,6,0.00048697899910621345
289,0.21118738300313653,0.21709001933141092,,29,118,282,312,3,0.0001431440032320097
291,1.7127596313770743,1.79947540944858,,213,834,1769,2073,6,0.0004113320028409362
290,31.326035910511457,36.08049389365768,,1452,6144,8776,12901,11,0.0006896889972267672
292,1.3202134524449896,1.377104501531809,,174,764,1652,1879,5,0.00040996399184223264
293,0.3826874602792739,0.3936366464621788,,62,275,575,614,4,0.00018021899450104684
295,218.4437393261328,322.11583391311586,,584,9605,39071,106776,35,0.0007885369996074587
297,2.0844328008178326,2.149638079895034,,226,915,1780,1981,6,0.0004315069963922724
299,76.53937235206156,93.61431543847482,,154,2874,23550,40257,32,0.0004786589997820556
301,27.504426799307172,30.730219099804835,,63,1306,13446,18259,23,0.00044008799886796623
303,0.16623990094328972,0.17621112055762622,,25,115,186,204,5,0.00013273498916532844
300,7.22287235847933,8.220165493556426,,30,694,7340,10041,31,0.0004944510001223534
296,242.23116572436933,418.66836503910673,,4284,30668,23419,89042,39,0.0018172580021200702
302,274.36414319490257,434.13173788882534,,972,13812,39848,130594,46,0.0008537270041415468
294,185.41201079447035,290.99130264004174,,5534,29198,18292,55448,30,0.0018558339943410829
305,0.03704163173428319,0.037357614460821864,,5,21,55,59,2,0.000264809001237154
298,244.5247473865101,419.79567430343883,,4354,30883,23167,87148,30,0.0017340979975415394
306,49.1688591487822,58.6195977722751,,2395,9249,10901,17601,12,0.0009189130068989471
308,2.0586985086073843,2.192299957599604,,210,864,1759,2074,7,0.0004282989975763485
310,18.709472697354414,20.85517026229447,,1004,4034,6562,8794,12,0.000541742003406398
311,0.0018876104659099303,0.0018876104659096837,,3,6,15,15,1,6.572999700438231e-05
307,92.25160062619841,121.02836064573276,,4648,17683,13428,27692,17,0.0012153679999755695
313,32.828868791616614,37.85624536984602,,1692,6571,9009,13219,12,0.0006848190096206963
304,179.2037687543184,279.45659865008366,,5639,28902,18015,53841,36,0.0020408589916769415
312,302.3409513547131,537.4149158543769,,1793,22117,35649,146665,46,0.0015774560015415773
315,217.6361197872622,322.9636117129432,,638,10099,38947,108368,32,0.0007959210051922128
316,272.58170274874624,437.5691138575661,,928,14104,39642,132282,40,0.0009253140015061945
318,1.6737642351759077,1.7513780846664422,,178,810,1788,2049,9,0.00043230799201410264
317,265.64409015893443,418.7366098725181,,959,13914,39764,129957,44,0.0008987820037873462
314,96.96699943966539,129.48554140720063,,4893,18641,13834,28983,16,0.001208289002534002
319,158.13690311065668,213.72964052666342,,363,6333,34790,78098,31,0.0007009149994701147
322,7.04727668640691,7.440272296069082,,405,1631,3316,3977,14,0.0004772609972860664
309,185.71299484967628,296.16724068025025,,5463,29255,18591,57946,32,0.0013759330031462014
323,27.441028145201443,31.255735747848988,,1446,5670,8028,11528,12,0.0007328870124183595
321,220.20703026374835,326.7229352616325,,581,9895,39103,109562,38,0.0008372449956368655
325,57.14869465204965,70.33808729643293,,2867,11016,11592,19958,15,0.0007459199987351894
324,78.36653806795546,101.10650243618043,,4156,15632,12815,25119,13,0.0011305930092930794
328,0.031959324531650256,0.03425144040314798,,6,28,60,64,3,0.0003191209980286658
329,19.77409702217119,21.842814975055994,,1098,4239,6716,8920,9,0.0005521009879885241
326,304.01443313430474,547.6517891663026,,2028,23900,34070,145998,46,0.0016482819919474423
320,209.94645849213725,346.7570287106138,,4930,30495,20624,70477,37,0.0019263330032117665
327,298.29966507202835,547.1630201012908,,2439,25536,32434,141478,40,0.001563979996717535
333,0.049003822107179615,0.0565480151503458,,10,43,74,90,4,9.38030134420842e-05
334,0.05078515254826141,0.05787579478439808,,6,27,58,98,5,7.780799933243543e-05
335,22.65215605655877,25.474549801519906,,1133,4508,7149,9756,9,0.000545662987860851
