id,graph,budget,agent,agent_params,policy,transmission_rate,transmission_known,compliance_rate,compliance_known,discovery_rate,snitch_rate,from_cache,trial_id,seed
509,cville,1350,binary_segmented_greedy,{'k1': 0.01},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,91747
510,cville,1350,binary_segmented_greedy,{'k1': 0.02},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,62752
511,cville,1350,binary_segmented_greedy,{'k1': 0.02},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,56573
512,cville,1350,binary_segmented_greedy,{'k1': 0.02},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,59101
513,cville,1350,binary_segmented_greedy,{'k1': 0.02},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,26646
514,cville,1350,binary_segmented_greedy,{'k1': 0.02},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,23049
515,cville,1350,binary_segmented_greedy,{'k1': 0.03},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,79605
516,cville,1350,binary_segmented_greedy,{'k1': 0.03},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,98116
517,cville,1350,binary_segmented_greedy,{'k1': 0.03},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,97379
518,cville,1350,binary_segmented_greedy,{'k1': 0.03},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,68385
519,cville,1350,binary_segmented_greedy,{'k1': 0.03},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,40158
520,cville,1350,binary_segmented_greedy,{'k1': 0.04},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,65417
521,cville,1350,binary_segmented_greedy,{'k1': 0.04},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,23289
522,cville,1350,binary_segmented_greedy,{'k1': 0.04},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,9823
523,cville,1350,binary_segmented_greedy,{'k1': 0.04},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,60160
524,cville,1350,binary_segmented_greedy,{'k1': 0.04},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,41975
525,cville,1350,binary_segmented_greedy,{'k1': 0.05},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,9540
526,cville,1350,binary_segmented_greedy,{'k1': 0.05},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,16364
527,cville,1350,binary_segmented_greedy,{'k1': 0.05},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,4611
528,cville,1350,binary_segmented_greedy,{'k1': 0.05},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,27663
529,cville,1350,binary_segmented_greedy,{'k1': 0.05},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,51991
530,cville,1350,binary_segmented_greedy,{'k1': 0.06},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,57679
531,cville,1350,binary_segmented_greedy,{'k1': 0.06},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,30977
532,cville,1350,binary_segmented_greedy,{'k1': 0.06},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,94704
533,cville,1350,binary_segmented_greedy,{'k1': 0.06},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,49115
534,cville,1350,binary_segmented_greedy,{'k1': 0.06},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,91007
535,cville,1350,binary_segmented_greedy,{'k1': 0.07},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,88223
536,cville,1350,binary_segmented_greedy,{'k1': 0.07},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,60890
537,cville,1350,binary_segmented_greedy,{'k1': 0.07},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,66387
538,cville,1350,binary_segmented_greedy,{'k1': 0.07},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,18071
539,cville,1350,binary_segmented_greedy,{'k1': 0.07},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,59275
540,cville,1350,binary_segmented_greedy,{'k1': 0.08},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,72369
541,cville,1350,binary_segmented_greedy,{'k1': 0.08},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,11938
542,cville,1350,binary_segmented_greedy,{'k1': 0.08},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,35195
543,cville,1350,binary_segmented_greedy,{'k1': 0.08},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,91680
544,cville,1350,binary_segmented_greedy,{'k1': 0.08},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,4000
545,cville,1350,binary_segmented_greedy,{'k1': 0.09},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,70588
546,cville,1350,binary_segmented_greedy,{'k1': 0.09},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,93610
547,cville,1350,binary_segmented_greedy,{'k1': 0.09},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,97856
548,cville,1350,binary_segmented_greedy,{'k1': 0.09},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,38304
549,cville,1350,binary_segmented_greedy,{'k1': 0.09},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,69449
550,cville,1350,binary_segmented_greedy,{'k1': 0.1},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,82986
551,cville,1350,binary_segmented_greedy,{'k1': 0.1},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,89643
552,cville,1350,binary_segmented_greedy,{'k1': 0.1},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,20764
553,cville,1350,binary_segmented_greedy,{'k1': 0.1},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,86027
554,cville,1350,binary_segmented_greedy,{'k1': 0.1},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,38494
555,cville,1350,binary_segmented_greedy,{'k1': 0.11},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,3373
556,cville,1350,binary_segmented_greedy,{'k1': 0.11},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,12161
557,cville,1350,binary_segmented_greedy,{'k1': 0.11},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,97532
558,cville,1350,binary_segmented_greedy,{'k1': 0.11},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,92658
559,cville,1350,binary_segmented_greedy,{'k1': 0.11},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,27350
560,cville,1350,binary_segmented_greedy,{'k1': 0.12},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,93008
561,cville,1350,binary_segmented_greedy,{'k1': 0.12},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,94297
562,cville,1350,binary_segmented_greedy,{'k1': 0.12},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,25351
563,cville,1350,binary_segmented_greedy,{'k1': 0.12},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,88668
564,cville,1350,binary_segmented_greedy,{'k1': 0.12},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,15305
565,cville,1350,binary_segmented_greedy,{'k1': 0.13},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,75353
566,cville,1350,binary_segmented_greedy,{'k1': 0.13},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,76797
567,cville,1350,binary_segmented_greedy,{'k1': 0.13},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,65953
568,cville,1350,binary_segmented_greedy,{'k1': 0.13},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,57458
569,cville,1350,binary_segmented_greedy,{'k1': 0.13},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,20358
570,cville,1350,binary_segmented_greedy,{'k1': 0.14},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,3267
571,cville,1350,binary_segmented_greedy,{'k1': 0.14},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,82745
572,cville,1350,binary_segmented_greedy,{'k1': 0.14},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,89588
573,cville,1350,binary_segmented_greedy,{'k1': 0.14},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,38513
574,cville,1350,binary_segmented_greedy,{'k1': 0.14},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,26092
575,cville,1350,binary_segmented_greedy,{'k1': 0.15},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,11338
576,cville,1350,binary_segmented_greedy,{'k1': 0.15},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,412
577,cville,1350,binary_segmented_greedy,{'k1': 0.15},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,7543
578,cville,1350,binary_segmented_greedy,{'k1': 0.15},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,33496
579,cville,1350,binary_segmented_greedy,{'k1': 0.15},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,60692
580,cville,1350,binary_segmented_greedy,{'k1': 0.16},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,89084
581,cville,1350,binary_segmented_greedy,{'k1': 0.16},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,92920
582,cville,1350,binary_segmented_greedy,{'k1': 0.16},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,44425
583,cville,1350,binary_segmented_greedy,{'k1': 0.16},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,38756
584,cville,1350,binary_segmented_greedy,{'k1': 0.16},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,18888
585,cville,1350,binary_segmented_greedy,{'k1': 0.17},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,35735
586,cville,1350,binary_segmented_greedy,{'k1': 0.17},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,47295
587,cville,1350,binary_segmented_greedy,{'k1': 0.17},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,83042
588,cville,1350,binary_segmented_greedy,{'k1': 0.17},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,85999
589,cville,1350,binary_segmented_greedy,{'k1': 0.17},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,17955
590,cville,1350,binary_segmented_greedy,{'k1': 0.18},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,37841
591,cville,1350,binary_segmented_greedy,{'k1': 0.18},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,70640
592,cville,1350,binary_segmented_greedy,{'k1': 0.18},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,65510
593,cville,1350,binary_segmented_greedy,{'k1': 0.18},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,34911
594,cville,1350,binary_segmented_greedy,{'k1': 0.18},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,59031
595,cville,1350,binary_segmented_greedy,{'k1': 0.19},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,88726
596,cville,1350,binary_segmented_greedy,{'k1': 0.19},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,7357
597,cville,1350,binary_segmented_greedy,{'k1': 0.19},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,32479
598,cville,1350,binary_segmented_greedy,{'k1': 0.19},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,61476
599,cville,1350,binary_segmented_greedy,{'k1': 0.19},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,44811
600,cville,1350,binary_segmented_greedy,{'k1': 0.2},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,36208
601,cville,1350,binary_segmented_greedy,{'k1': 0.2},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,20150
602,cville,1350,binary_segmented_greedy,{'k1': 0.2},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,71180
603,cville,1350,binary_segmented_greedy,{'k1': 0.2},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,43286
604,cville,1350,binary_segmented_greedy,{'k1': 0.2},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,68450
605,cville,1350,binary_segmented_greedy,{'k1': 0.21},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,21352
606,cville,1350,binary_segmented_greedy,{'k1': 0.21},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,55069
607,cville,1350,binary_segmented_greedy,{'k1': 0.21},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,14397
608,cville,1350,binary_segmented_greedy,{'k1': 0.21},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,41555
609,cville,1350,binary_segmented_greedy,{'k1': 0.21},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,46959
610,cville,1350,binary_segmented_greedy,{'k1': 0.22},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,728
611,cville,1350,binary_segmented_greedy,{'k1': 0.22},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,50517
612,cville,1350,binary_segmented_greedy,{'k1': 0.22},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,66234
613,cville,1350,binary_segmented_greedy,{'k1': 0.22},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,39954
614,cville,1350,binary_segmented_greedy,{'k1': 0.22},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,47280
615,cville,1350,binary_segmented_greedy,{'k1': 0.23},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,79459
616,cville,1350,binary_segmented_greedy,{'k1': 0.23},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,16779
617,cville,1350,binary_segmented_greedy,{'k1': 0.23},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,63932
618,cville,1350,binary_segmented_greedy,{'k1': 0.23},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,72936
619,cville,1350,binary_segmented_greedy,{'k1': 0.23},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,24466
620,cville,1350,binary_segmented_greedy,{'k1': 0.24},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,36939
621,cville,1350,binary_segmented_greedy,{'k1': 0.24},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,69896
622,cville,1350,binary_segmented_greedy,{'k1': 0.24},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,35270
623,cville,1350,binary_segmented_greedy,{'k1': 0.24},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,59163
624,cville,1350,binary_segmented_greedy,{'k1': 0.24},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,82637
625,cville,1350,binary_segmented_greedy,{'k1': 0.25},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,51934
626,cville,1350,binary_segmented_greedy,{'k1': 0.25},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,64895
627,cville,1350,binary_segmented_greedy,{'k1': 0.25},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,32307
628,cville,1350,binary_segmented_greedy,{'k1': 0.25},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,54098
629,cville,1350,binary_segmented_greedy,{'k1': 0.25},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,60921
630,cville,1350,binary_segmented_greedy,{'k1': 0.26},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,5486
631,cville,1350,binary_segmented_greedy,{'k1': 0.26},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,8335
632,cville,1350,binary_segmented_greedy,{'k1': 0.26},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,86900
633,cville,1350,binary_segmented_greedy,{'k1': 0.26},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,89112
634,cville,1350,binary_segmented_greedy,{'k1': 0.26},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,97203
635,cville,1350,binary_segmented_greedy,{'k1': 0.27},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,11130
636,cville,1350,binary_segmented_greedy,{'k1': 0.27},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,87508
637,cville,1350,binary_segmented_greedy,{'k1': 0.27},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,60566
638,cville,1350,binary_segmented_greedy,{'k1': 0.27},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,66703
639,cville,1350,binary_segmented_greedy,{'k1': 0.27},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,27192
640,cville,1350,binary_segmented_greedy,{'k1': 0.28},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,1062
641,cville,1350,binary_segmented_greedy,{'k1': 0.28},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,84076
642,cville,1350,binary_segmented_greedy,{'k1': 0.28},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,89780
643,cville,1350,binary_segmented_greedy,{'k1': 0.28},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,21545
644,cville,1350,binary_segmented_greedy,{'k1': 0.28},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,21689
645,cville,1350,binary_segmented_greedy,{'k1': 0.29},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,11174
646,cville,1350,binary_segmented_greedy,{'k1': 0.29},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,88461
647,cville,1350,binary_segmented_greedy,{'k1': 0.29},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,9348
648,cville,1350,binary_segmented_greedy,{'k1': 0.29},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,23714
649,cville,1350,binary_segmented_greedy,{'k1': 0.29},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,38102
650,cville,1350,binary_segmented_greedy,{'k1': 0.3},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,74460
651,cville,1350,binary_segmented_greedy,{'k1': 0.3},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,89930
652,cville,1350,binary_segmented_greedy,{'k1': 0.3},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,6801
653,cville,1350,binary_segmented_greedy,{'k1': 0.3},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,72267
654,cville,1350,binary_segmented_greedy,{'k1': 0.3},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,48136
655,cville,1350,binary_segmented_greedy,{'k1': 0.31},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,23625
656,cville,1350,binary_segmented_greedy,{'k1': 0.31},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,82873
657,cville,1350,binary_segmented_greedy,{'k1': 0.31},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,72592
658,cville,1350,binary_segmented_greedy,{'k1': 0.31},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,77052
659,cville,1350,binary_segmented_greedy,{'k1': 0.31},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,44261
660,cville,1350,binary_segmented_greedy,{'k1': 0.32},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,1542
661,cville,1350,binary_segmented_greedy,{'k1': 0.32},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,21677
662,cville,1350,binary_segmented_greedy,{'k1': 0.32},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,46732
663,cville,1350,binary_segmented_greedy,{'k1': 0.32},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,50343
664,cville,1350,binary_segmented_greedy,{'k1': 0.32},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,39081
665,cville,1350,binary_segmented_greedy,{'k1': 0.33},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,62856
666,cville,1350,binary_segmented_greedy,{'k1': 0.33},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,93105
667,cville,1350,binary_segmented_greedy,{'k1': 0.33},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,88858
668,cville,1350,binary_segmented_greedy,{'k1': 0.33},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,19065
669,cville,1350,binary_segmented_greedy,{'k1': 0.33},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,83460
670,cville,1350,binary_segmented_greedy,{'k1': 0.34},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,88092
671,cville,1350,binary_segmented_greedy,{'k1': 0.34},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,54693
672,cville,1350,binary_segmented_greedy,{'k1': 0.34},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,26962
673,cville,1350,binary_segmented_greedy,{'k1': 0.34},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,28295
674,cville,1350,binary_segmented_greedy,{'k1': 0.34},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,13807
675,cville,1350,binary_segmented_greedy,{'k1': 0.35},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,42348
676,cville,1350,binary_segmented_greedy,{'k1': 0.35},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,26432
677,cville,1350,binary_segmented_greedy,{'k1': 0.35},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,83285
678,cville,1350,binary_segmented_greedy,{'k1': 0.35},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,91792
679,cville,1350,binary_segmented_greedy,{'k1': 0.35},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,57854
680,cville,1350,binary_segmented_greedy,{'k1': 0.36},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,40262
681,cville,1350,binary_segmented_greedy,{'k1': 0.36},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,37080
682,cville,1350,binary_segmented_greedy,{'k1': 0.36},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,1324
683,cville,1350,binary_segmented_greedy,{'k1': 0.36},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,91267
684,cville,1350,binary_segmented_greedy,{'k1': 0.36},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,35909
685,cville,1350,binary_segmented_greedy,{'k1': 0.37},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,89339
686,cville,1350,binary_segmented_greedy,{'k1': 0.37},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,19870
687,cville,1350,binary_segmented_greedy,{'k1': 0.37},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,34578
688,cville,1350,binary_segmented_greedy,{'k1': 0.37},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,72124
689,cville,1350,binary_segmented_greedy,{'k1': 0.37},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,26790
690,cville,1350,binary_segmented_greedy,{'k1': 0.38},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,25289
691,cville,1350,binary_segmented_greedy,{'k1': 0.38},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,55129
692,cville,1350,binary_segmented_greedy,{'k1': 0.38},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,93714
693,cville,1350,binary_segmented_greedy,{'k1': 0.38},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,94246
694,cville,1350,binary_segmented_greedy,{'k1': 0.38},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,15485
695,cville,1350,binary_segmented_greedy,{'k1': 0.39},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,44482
696,cville,1350,binary_segmented_greedy,{'k1': 0.39},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,86188
697,cville,1350,binary_segmented_greedy,{'k1': 0.39},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,4748
698,cville,1350,binary_segmented_greedy,{'k1': 0.39},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,86769
699,cville,1350,binary_segmented_greedy,{'k1': 0.39},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,9435
700,cville,1350,binary_segmented_greedy,{'k1': 0.4},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,3709
701,cville,1350,binary_segmented_greedy,{'k1': 0.4},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,30355
702,cville,1350,binary_segmented_greedy,{'k1': 0.4},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,55771
703,cville,1350,binary_segmented_greedy,{'k1': 0.4},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,57799
704,cville,1350,binary_segmented_greedy,{'k1': 0.4},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,13116
705,cville,1350,binary_segmented_greedy,{'k1': 0.41},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,25470
706,cville,1350,binary_segmented_greedy,{'k1': 0.41},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,42344
707,cville,1350,binary_segmented_greedy,{'k1': 0.41},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,42918
708,cville,1350,binary_segmented_greedy,{'k1': 0.41},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,52224
709,cville,1350,binary_segmented_greedy,{'k1': 0.41},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,39298
710,cville,1350,binary_segmented_greedy,{'k1': 0.42},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,80219
711,cville,1350,binary_segmented_greedy,{'k1': 0.42},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,61629
712,cville,1350,binary_segmented_greedy,{'k1': 0.42},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,66040
713,cville,1350,binary_segmented_greedy,{'k1': 0.42},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,99518
714,cville,1350,binary_segmented_greedy,{'k1': 0.42},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,99835
715,cville,1350,binary_segmented_greedy,{'k1': 0.43},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,28016
716,cville,1350,binary_segmented_greedy,{'k1': 0.43},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,23960
717,cville,1350,binary_segmented_greedy,{'k1': 0.43},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,33591
718,cville,1350,binary_segmented_greedy,{'k1': 0.43},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,82848
719,cville,1350,binary_segmented_greedy,{'k1': 0.43},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,67641
720,cville,1350,binary_segmented_greedy,{'k1': 0.44},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,36395
721,cville,1350,binary_segmented_greedy,{'k1': 0.44},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,22700
722,cville,1350,binary_segmented_greedy,{'k1': 0.44},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,34620
723,cville,1350,binary_segmented_greedy,{'k1': 0.44},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,20559
724,cville,1350,binary_segmented_greedy,{'k1': 0.44},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,93045
725,cville,1350,binary_segmented_greedy,{'k1': 0.45},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,93396
726,cville,1350,binary_segmented_greedy,{'k1': 0.45},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,61642
727,cville,1350,binary_segmented_greedy,{'k1': 0.45},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,76539
728,cville,1350,binary_segmented_greedy,{'k1': 0.45},A,0.05,False,-1.0,False,1.0,1.0,b5.json,3,21732
729,cville,1350,binary_segmented_greedy,{'k1': 0.45},A,0.05,False,-1.0,False,1.0,1.0,b5.json,4,91362
730,cville,1350,binary_segmented_greedy,{'k1': 0.46},A,0.05,False,-1.0,False,1.0,1.0,b5.json,0,30354
731,cville,1350,binary_segmented_greedy,{'k1': 0.46},A,0.05,False,-1.0,False,1.0,1.0,b5.json,1,13843
732,cville,1350,binary_segmented_greedy,{'k1': 0.46},A,0.05,False,-1.0,False,1.0,1.0,b5.json,2,71726
