id,peak,total
1662,10035,72051
1664,10309,71497
1665,10457,72428
1666,9855,71558
1667,9879,71827
1671,9951,71796
1663,10093,71774
1668,9857,71819
1670,9882,71705
1673,10293,71898
1669,10376,71536
1672,10134,71920
1675,10017,71757
1674,10426,71762
1677,10211,71515
1676,10151,71941
1678,10025,72016
1679,10014,71561
1680,10301,71445
1681,10121,71580
1682,9886,71369
1688,10005,71555
1683,10189,71770
1684,10103,72326
1687,9954,71670
1685,9933,71727
1690,10293,71733
1689,10183,71296
1686,10248,71804
1693,10122,71512
1691,10266,71609
1695,10251,71619
1694,10452,72182
1692,9925,71944
1697,10249,72008
1696,10123,71340
1699,10202,71362
1698,9928,71836
1701,10013,71606
1700,10359,72052
1703,10327,71759
1702,10246,71839
1704,9958,71322
1706,9939,71458
1705,10204,71472
1707,10358,71938
1709,10176,71561
1708,9991,71497
1711,9893,71297
1710,10264,71384
1712,9847,71861
1713,9891,71688
1717,10126,71503
1714,10092,71713
1716,10048,71557
1715,10082,71452
1718,10036,71708
1721,10156,71142
1719,10533,71860
1720,10383,72018
1724,9998,71292
1723,10188,71648
1722,10193,72027
1726,10273,71388
1725,10256,71286
1728,9906,71609
1727,9911,71385
1730,10115,71474
1729,10125,71602
1731,10172,71726
1734,10296,71518
1733,10325,71704
1732,10244,71530
1736,10127,71829
1738,9922,71017
1735,9954,71506
1739,10339,71266
1737,10410,71648
1740,10236,71671
1742,10200,71435
1741,10271,71757
1743,10136,71995
1746,10025,71289
1748,9856,71143
1744,9974,71553
1750,9944,71195
1745,10365,71951
1747,10122,71618
1749,10074,71747
1751,10094,71617
1755,10234,71972
1752,9987,71417
1753,10336,71478
1754,10028,71401
1758,10038,71260
1759,10182,71138
1756,9899,71013
1761,10432,71577
1757,10267,71566
1760,9826,71472
1762,10502,71638
1763,10207,71311
1764,10069,71667
1766,10306,71558
1765,9974,71284
1768,10624,71336
1767,10293,71578
1769,10134,71263
1772,9833,70803
1770,10298,71611
1771,10074,71499
1773,10128,71379
1774,10174,71676
1778,10143,71091
1775,10261,71354
1777,10480,71406
1780,10411,71455
1776,10260,71838
1779,10205,71683
1781,10185,71188
1786,10040,71484
1782,9936,71458
1783,10346,71489
1787,10173,71199
1784,10381,71245
1785,10340,70963
1789,10264,71187
1788,10158,71288
1792,10064,71181
1790,9873,71387
1793,10649,71410
1791,10079,71292
1794,10382,71724
1795,10290,71135
1796,9928,71079
1797,10062,71253
1798,10244,71282
1799,10220,71290
1800,9916,71005
1801,10274,71094
1803,10157,71318
1802,10326,71288
1804,10259,71320
1805,10239,71300
1808,10073,70759
1807,10236,71556
1809,9963,71165
1806,10105,71330
1811,10075,70917
1812,10412,71360
1810,10428,71763
1813,9995,70978
1815,10265,70887
1814,10034,71272
1816,10271,71535
1818,10292,71135
1817,9955,71010
1819,9886,71128
1821,9682,70904
1820,10290,71305
1822,10173,71108
1823,10180,71266
1824,9916,71254
1826,10308,71136
1825,10124,71092
1827,10122,71330
1828,10274,71459
1829,9795,71323
1830,10043,71297
1831,10082,71145
1832,9735,70783
1834,10140,70988
1833,10033,70992
1836,10002,70965
1835,10186,71077
1840,10119,71180
1841,10315,71523
1839,10073,71350
1837,10101,71108
1843,10013,70840
1838,10232,71325
1842,10126,71047
1844,10481,71081
1845,9825,71153
1846,10365,70936
1847,9993,71378
1849,10364,71052
1848,9988,70929
1851,10321,71587
1852,10092,70792
1850,10157,70841
1853,10266,71359
1854,10186,71321
1855,10286,71034
1857,10321,71288
1856,10257,71436
1858,9942,70833
1859,9997,71051
1860,10337,71311
1862,10075,71055
1861,10285,71008
1863,9816,71113
1864,10122,70678
1866,10072,70792
1865,10227,71110
1868,10271,71037
1871,10123,70825
1869,10264,71255
1870,10189,71474
1867,9768,71367
1875,10372,71059
1874,10123,70677
1873,10017,71113
1872,10155,71017
1876,10017,71189
1877,9986,71347
1878,10178,70753
1879,10010,71105
1880,9901,70923
1881,10061,70935
1882,10027,70627
1884,9734,71231
1883,10217,70894
1885,9858,71159
1886,10163,70966
1888,9974,70456
1887,10175,71030
1889,10245,71336
1890,9921,70916
1891,10155,71326
1893,9999,70777
1894,9965,70521
1892,9981,70648
1896,10038,70818
1895,10240,71200
1897,10241,71149
1898,10179,70958
1901,10170,70873
1900,9989,70957
1902,9802,71361
1899,10083,70921
1903,10023,70816
1904,10148,70796
1906,10101,71096
1905,10205,70686
1908,9967,70507
1907,10313,70866
1911,10184,70918
1910,9897,70999
1909,9982,70756
1912,9986,70731
1914,9961,70960
1913,9993,70789
1915,10120,70994
1916,10303,70772
1917,10390,70682
1918,9954,70887
1919,10195,70801
1920,10126,70449
1921,9940,71018
1922,10189,71015
1923,10303,71068
1924,10206,71359
1927,10008,70764
1925,10008,70849
1926,10183,71057
1929,10157,70825
1928,10324,71205
1930,10054,70979
1932,9962,70460
1933,9941,70831
1931,10182,71284
1934,10018,70759
1935,10116,70816
1936,9959,70796
1938,10162,70820
1937,9974,71031
1939,10326,70974
1942,10168,70617
1941,10201,70754
1940,10084,70993
1943,10185,70407
1945,9878,71105
1946,10170,70879
1944,10138,70962
1947,10152,71045
1948,10180,71218
1949,9888,70607
1951,10113,70789
1950,10029,70792
1952,10247,71143
1954,10000,70385
1953,9832,70844
1955,10011,71039
1958,10239,70731
1956,9931,70734
1959,10033,70447
1957,10216,70652
1960,10142,70953
1962,9943,70456
1963,10165,70612
1961,10058,70763
1964,9774,69933
1966,10094,70725
1965,9790,70525
1967,10279,70292
1968,10161,70348
1969,9985,71117
1971,10129,70049
1970,10059,70825
1972,9931,70555
1973,10068,70627
1974,10002,70688
1976,9778,70507
1975,10032,70587
1977,10400,70872
1978,10077,70789
1979,10126,70633
1980,10017,71081
1981,9935,70206
1982,10284,70714
1984,10078,70660
1983,9962,70430
1986,10109,70303
1985,10273,70124
1988,10149,70512
1987,10149,70338
1989,9817,70676
1990,9784,70740
1992,10235,70754
1991,9987,70840
1993,9895,70900
1995,9705,70615
1997,10059,70630
1994,10254,71010
1996,9801,70463
1998,10216,70471
1999,9885,70560
